Key,Values
C5_b,0.25
C5_v,"[(-0.03841752467706638+3.0223844004842936e-14j), (0.0017649761648383712+9.175470550153457e-15j), (0.0007548235194907069+1.9104224778820027e-15j), (-0.0034774797810224376+3.590735580823846e-15j), (0.0005562409739820594+2.0739240742889283e-15j), (-0.0002971106843612511+4.757267492691116e-16j), (0.00025436568420289193+6.200418103473844e-16j), (-0.0007791560351922335+8.642635518184371e-16j), (0.00017845987230827353+5.577023915391859e-16j), (8.076008150954657e-05+1.4652247678007584e-16j), (-9.322296667014932e-05+1.5993229223474966e-16j), (8.945595125858615e-05+2.0999257185545448e-16j), (-0.00021294419146495024+2.693610463240864e-16j), (5.819727924943995e-05+1.8892656289556668e-16j), (-3.5210023247853834e-05+1.123811644206467e-16j), (2.7667463562424613e-05+3.5289800492628926e-17j), (-3.620099435924779e-05+5.81410750362336e-17j), (3.169212535778362e-05+7.880078531515617e-17j), (-6.245128547384029e-05+9.384412184716298e-17j), (1.933292078383267e-05+5.929121508431375e-17j), (9.8594754117814e-06+4.067099334302881e-17j), (-1.2521142413375252e-05+8.901821018922384e-18j), (1.0016297813180563e-05+1.8434502956322166e-17j), (-1.4091682921253527e-05+1.779537098349606e-17j), (1.131489150518253e-05+4.058671892280284e-17j), (-1.8738867166157558e-05+5.687434761857755e-17j), (6.8483233486563655e-06+3.699412096214171e-17j), (-4.660906083690188e-06-1.7597182230466552e-17j), (4.016831544943251e-06+5.44026477739603e-19j), (-4.802597291135649e-06+2.2102469215708658e-17j), (4.076424150280897e-06+3.5167534486789134e-17j), (-5.839465377693052e-06+3.380744767809608e-17j), (4.4511799373129755e-06+8.553908074827099e-18j), (-5.726020268190163e-06+1.8004812903801623e-17j), (3.1227234542153902e-06-2.53789036346478e-17j)]"
C5,"[(0.21158247532293362+3.0223844004842936e-14j), (0.2517649761648384+9.175470550153457e-15j), (0.2507548235194907+1.9104224778820027e-15j), (0.24652252021897755+3.590735580823846e-15j), (0.25055624097398205+2.0739240742889283e-15j), (0.24970288931563875+4.757267492691116e-16j), (0.2502543656842029+6.200418103473844e-16j), (0.24922084396480776+8.642635518184371e-16j), (0.2501784598723083+5.577023915391859e-16j), (0.25008076008150953+1.4652247678007584e-16j), (0.24990677703332986+1.5993229223474966e-16j), (0.2500894559512586+2.0999257185545448e-16j), (0.24978705580853505+2.693610463240864e-16j), (0.25005819727924944+1.8892656289556668e-16j), (0.24996478997675214+1.123811644206467e-16j), (0.2500276674635624+3.5289800492628926e-17j), (0.24996379900564075+5.81410750362336e-17j), (0.2500316921253578+7.880078531515617e-17j), (0.24993754871452617+9.384412184716298e-17j), (0.2500193329207838+5.929121508431375e-17j), (0.25000985947541177+4.067099334302881e-17j), (0.24998747885758663+8.901821018922384e-18j), (0.25001001629781316+1.8434502956322166e-17j), (0.24998590831707876+1.779537098349606e-17j), (0.2500113148915052+4.058671892280284e-17j), (0.24998126113283384+5.687434761857755e-17j), (0.25000684832334863+3.699412096214171e-17j), (0.2499953390939163-1.7597182230466552e-17j), (0.25000401683154494+5.44026477739603e-19j), (0.24999519740270887+2.2102469215708658e-17j), (0.2500040764241503+3.5167534486789134e-17j), (0.2499941605346223+3.380744767809608e-17j), (0.2500044511799373+8.553908074827099e-18j), (0.2499942739797318+1.8004812903801623e-17j), (0.2500031227234542-2.53789036346478e-17j)]"
C6_b,0.25
C6_v,"[(0.010102403009710366-4.281476209191335e-16j), (-0.004440341351833549+4.632485895213177e-16j), (-0.0014861171123027148+5.494229865378896e-16j), (0.001746418542672865+9.246013798070216e-17j), (-0.001057603576862546+1.559359031857971e-16j), (0.00023900578048372326+1.6215465065108387e-16j), (-0.000419973836644519+1.9015205969153605e-16j), (0.00045688737676808895+8.669896264269705e-17j), (-0.00030415855995033725+7.02571525256825e-17j), (-0.00011399633955438184+8.248749182845135e-17j), (7.4476439087003e-05+6.618816068681217e-17j), (-0.00013771885590394326+6.626389314972638e-17j), (0.00013371992868006018+3.51271918190832e-17j), (-9.328426474192966e-05+2.3242330083187006e-17j), (2.7535539362344622e-05+1.548907714342851e-17j), (-3.637285804151048e-05+2.838130618211556e-17j), (2.8182216529748466e-05+2.6079457515642587e-17j), (-4.6922992412491875e-05+2.297881251763616e-17j), (4.093078104708576e-05+1.2059570960719186e-17j), (-2.9729768321765618e-05+9.27940036110229e-18j), (-1.2323823963687257e-05+5.531976528728753e-18j), (1.0083661815229624e-05+1.0481476046634685e-17j), (-1.2676991821313025e-05+9.552603652108468e-18j), (1.0880281551388421e-05+8.972977274476325e-18j), (-1.6240052984990317e-05+3.785234475468293e-18j), (1.2784151019786271e-05-3.0046473422694846e-18j), (-1.0235473213091063e-05+5.508927205933262e-19j), (3.930325124006131e-06+9.705569361978952e-18j), (-4.886842322382397e-06+4.999246303726431e-18j), (4.000747435697427e-06+1.7060425604183745e-19j), (-5.04780363630317e-06-3.2495568798596883e-18j), (4.529652521167485e-06-3.176381841660197e-18j), (-6.12174577270699e-06+3.4690346083553527e-18j), (4.24291272485084e-06+2.6017679322679448e-18j), (-4.251124460363836e-06+9.849581753303162e-18j)]"
C6,"[(0.2601024030097104-4.281476209191335e-16j), (0.24555965864816645+4.632485895213177e-16j), (0.2485138828876973+5.494229865378896e-16j), (0.2517464185426729+9.246013798070216e-17j), (0.24894239642313745+1.559359031857971e-16j), (0.25023900578048375+1.6215465065108387e-16j), (0.24958002616335548+1.9015205969153605e-16j), (0.2504568873767681+8.669896264269705e-17j), (0.24969584144004967+7.02571525256825e-17j), (0.2498860036604456+8.248749182845135e-17j), (0.250074476439087+6.618816068681217e-17j), (0.24986228114409606+6.626389314972638e-17j), (0.25013371992868005+3.51271918190832e-17j), (0.24990671573525808+2.3242330083187006e-17j), (0.25002753553936236+1.548907714342851e-17j), (0.2499636271419585+2.838130618211556e-17j), (0.2500281822165297+2.6079457515642587e-17j), (0.2499530770075875+2.297881251763616e-17j), (0.2500409307810471+1.2059570960719186e-17j), (0.24997027023167823+9.27940036110229e-18j), (0.24998767617603632+5.531976528728753e-18j), (0.2500100836618152+1.0481476046634685e-17j), (0.2499873230081787+9.552603652108468e-18j), (0.2500108802815514+8.972977274476325e-18j), (0.24998375994701502+3.785234475468293e-18j), (0.2500127841510198-3.0046473422694846e-18j), (0.2499897645267869+5.508927205933262e-19j), (0.250003930325124+9.705569361978952e-18j), (0.2499951131576776+4.999246303726431e-18j), (0.2500040007474357+1.7060425604183745e-19j), (0.2499949521963637-3.2495568798596883e-18j), (0.2500045296525212-3.176381841660197e-18j), (0.24999387825422728+3.4690346083553527e-18j), (0.25000424291272483+2.6017679322679448e-18j), (0.24999574887553963+9.849581753303162e-18j)]"
C7_b,0.25
C7_v,(-0.05255565417692841+1.0917837173451015e-15j)
C7,(0.19744434582307158+1.0917837173451015e-15j)
C8A_b,"[(-0.09377975188522118-3.0829825040409105e-17j), (2.5622865371984806e-08+1.675286022412648e-17j), (9.4505103908526e-09+2.1993929877599497e-17j), (0.024426742645710077+6.265930241981683e-18j), (-9.842956144456132e-09-2.5311389236292403e-17j), (-0.0021929116299718564-8.49177076427877e-17j), (-1.0146642730567366e-08+4.448473474870026e-17j), (-0.010607423381927918-1.9238433418730423e-18j), (7.77869691542636e-10-2.5516140011448995e-17j), (3.4465244356801975e-10-2.577655151463321e-17j), (-0.0005912989844127154+1.1322233931311063e-17j), (3.8229007729607135e-09+6.342489681738906e-18j), (0.005194568147337008+2.229750518187366e-17j), (1.82163315269436e-09+3.561496447274646e-17j), (0.0008643377670758514+5.95406266153077e-17j), (1.945980674676324e-09-3.667607075425997e-17j), (0.0008757400659006415+7.984539688290058e-18j), (-6.709391578498715e-10+9.935313834373545e-18j), (-0.0026520915701171146+2.2661649103614682e-17j), (-2.1343155925693348e-09+2.2890125623706912e-17j), (-1.151288634913356e-09+2.6098842334509522e-18j), (-0.0004542962121227844-2.7755184444279804e-18j), (-1.3823987315478076e-09+2.998349478567117e-17j), (-0.0006691216770835653-5.163948196746759e-18j), (-3.1739155170024695e-10+6.1836800044531755e-18j), (0.0013445696311416427+4.145608455486255e-17j), (1.6218318512825507e-09+5.633780684170844e-17j), (0.00010540272889427032-4.561519303535266e-17j), (2.1927659809883594e-10+3.07459044822966e-17j), (0.00018190900216030555+1.9512327400102792e-17j), (6.414369446114028e-10+3.179361808201642e-17j), (0.000457269652950275+3.398360396386954e-17j), (8.232182185068479e-10+5.5590076017096e-18j), (-0.0005608998177740816+2.015848323679266e-17j), (-6.719456260279783e-10-3.186012567185815e-17j)]"
