Key,Values
C5_b,0.25
C5_v,"[(-0.03649625015883659+2.7677212679290604e-14j), (0.0014691794867044388+7.16287450848063e-15j), (0.0005550355695492847+1.4365514242586287e-15j), (-0.0025945449101614816+2.387909641867897e-15j), (0.00034216577894830274+1.1825492733211801e-15j), (-0.00016079649875760417+2.050886438763703e-16j), (0.00014774600240738978+3.750841401098769e-16j), (-0.0004299066254700492+4.19237296282165e-16j), (7.920279318964255e-05+2.247730339498235e-16j), (3.5253225169730466e-05+4.583758792843663e-17j), (-4.7832835709922595e-05+7.64116469204609e-17j), (3.893329183595432e-05+9.565903750322842e-17j), (-8.474306876155844e-05+1.1093279994794651e-16j), (1.8474696080937126e-05+7.337561302190407e-17j), (-1.3442556138174979e-05+8.33368595711568e-17j), (9.178709172914194e-06+3.926603220329438e-18j), (-1.490402697500058e-05+2.5581262163789977e-17j), (1.0057488116504656e-05+3.222741278421141e-17j), (-1.7804810074959763e-05+3.9011568063580787e-17j), (4.350109576318338e-06+1.9603350660738066e-17j), (2.5205233567605334e-06+4.079239133390077e-17j), (-3.2803713047123425e-06-2.3349030635950687e-18j), (2.5220194591380775e-06+7.701083757218724e-18j), (-4.247340954242601e-06+3.474682089629064e-18j), (2.566769894384901e-06+2.145698892494818e-17j), (-3.85811759632585e-06+3.727223716007829e-17j), (1.0733148778349028e-06+2.219505197841795e-17j), (-8.78938194426731e-07-2.277821140881983e-17j), (7.455113462050914e-07-3.843005258382026e-18j), (-8.828651244913323e-07+1.7536520003267235e-17j), (7.477729966257462e-07+2.993430723267815e-17j), (-1.1757862527891907e-06+2.7818479305216475e-17j), (6.86904650727878e-07+9.340558665153654e-19j), (-7.956307037016584e-07+1.1438766529744922e-17j), (3.182847103387091e-07-3.1601067374405434e-17j)]"
C5,"[(0.2135037498411634+2.7677212679290604e-14j), (0.25146917948670444+7.16287450848063e-15j), (0.2505550355695493+1.4365514242586287e-15j), (0.24740545508983852+2.387909641867897e-15j), (0.2503421657789483+1.1825492733211801e-15j), (0.2498392035012424+2.050886438763703e-16j), (0.2501477460024074+3.750841401098769e-16j), (0.24957009337452996+4.19237296282165e-16j), (0.2500792027931896+2.247730339498235e-16j), (0.25003525322516973+4.583758792843663e-17j), (0.24995216716429008+7.64116469204609e-17j), (0.25003893329183596+9.565903750322842e-17j), (0.24991525693123845+1.1093279994794651e-16j), (0.25001847469608096+7.337561302190407e-17j), (0.24998655744386183+8.33368595711568e-17j), (0.25000917870917294+3.926603220329438e-18j), (0.249985095973025+2.5581262163789977e-17j), (0.2500100574881165+3.222741278421141e-17j), (0.24998219518992504+3.9011568063580787e-17j), (0.25000435010957633+1.9603350660738066e-17j), (0.25000252052335675+4.079239133390077e-17j), (0.2499967196286953-2.3349030635950687e-18j), (0.25000252201945916+7.701083757218724e-18j), (0.24999575265904575+3.474682089629064e-18j), (0.2500025667698944+2.145698892494818e-17j), (0.24999614188240368+3.727223716007829e-17j), (0.2500010733148778+2.219505197841795e-17j), (0.24999912106180558-2.277821140881983e-17j), (0.2500007455113462-3.843005258382026e-18j), (0.24999911713487552+1.7536520003267235e-17j), (0.25000074777299663+2.993430723267815e-17j), (0.24999882421374722+2.7818479305216475e-17j), (0.2500006869046507+9.340558665153654e-19j), (0.2499992043692963+1.1438766529744922e-17j), (0.25000031828471037-3.1601067374405434e-17j)]"
C6_b,0.25
C6_v,"[(0.009374946121717713-1.7889352919356236e-15j), (-0.0039056623589619876-5.810242126337795e-17j), (-0.001183298206904907+3.399537394327362e-16j), (0.0012484184770064665-2.7464210612608758e-17j), (-0.000695445570886992+4.5847931165183473e-17j), (0.00012556936890661198+1.0249997898086909e-16j), (-0.00026559824817315995+8.355927345049235e-17j), (0.00023858648012275278+3.2871873464703264e-17j), (-0.00014438890639830725+2.568532001673918e-17j), (-5.2320434822123004e-05+2.889782307369544e-17j), (3.4694668732623805e-05+2.4192891341237522e-17j), (-6.518763965397052e-05+2.20979118274364e-17j), (5.017770304039782e-05+7.925232771722691e-18j), (-3.15545585420744e-05+2.85617126532404e-18j), (9.8404634759377e-06-5.403223100188227e-18j), (-1.2609382808405491e-05+7.166703099101254e-18j), (1.0459713428382701e-05+7.176624045266398e-18j), (-1.6119351517296403e-05+4.1546501295571514e-18j), (1.1002659410562738e-05-1.7688620165812953e-19j), (-7.084803665305742e-06+1.1002076191397411e-19j), (-3.3120254655662654e-06-4.180309076177394e-18j), (2.549979754468825e-06+3.4219885298235515e-18j), (-3.3694067528327514e-06+1.781871922379462e-18j), (2.9758438932569274e-06+2.6347438195822536e-18j), (-3.9728896030090296e-06-2.5686426126067084e-18j), (2.473413434004732e-06-7.4062338999834e-18j), (-1.7017064103975931e-06-4.2084973389519624e-18j), (7.189563775203464e-07+5.678415647670991e-18j), (-9.481517814962986e-07+6.109757562210634e-19j), (7.167965831039059e-07-3.829275183106043e-18j), (-9.87055107789617e-07-6.229738731266169e-18j), (8.423913162527407e-07-5.844100771248938e-18j), (-1.0078566925033321e-06+1.9475625479058164e-19j), (5.571577685592299e-07-1.0322447862221569e-18j), (-4.5371402362412674e-07+7.584925400956975e-18j)]"
C6,"[(0.2593749461217177-1.7889352919356236e-15j), (0.24609433764103802-5.810242126337795e-17j), (0.2488167017930951+3.399537394327362e-16j), (0.25124841847700646-2.7464210612608758e-17j), (0.249304554429113+4.5847931165183473e-17j), (0.2501255693689066+1.0249997898086909e-16j), (0.24973440175182685+8.355927345049235e-17j), (0.25023858648012276+3.2871873464703264e-17j), (0.2498556110936017+2.568532001673918e-17j), (0.24994767956517788+2.889782307369544e-17j), (0.2500346946687326+2.4192891341237522e-17j), (0.24993481236034604+2.20979118274364e-17j), (0.2500501777030404+7.925232771722691e-18j), (0.24996844544145794+2.85617126532404e-18j), (0.25000984046347596-5.403223100188227e-18j), (0.2499873906171916+7.166703099101254e-18j), (0.2500104597134284+7.176624045266398e-18j), (0.2499838806484827+4.1546501295571514e-18j), (0.25001100265941056-1.7688620165812953e-19j), (0.24999291519633468+1.1002076191397411e-19j), (0.24999668797453442-4.180309076177394e-18j), (0.25000254997975446+3.4219885298235515e-18j), (0.24999663059324717+1.781871922379462e-18j), (0.25000297584389325+2.6347438195822536e-18j), (0.24999602711039698-2.5686426126067084e-18j), (0.250002473413434-7.4062338999834e-18j), (0.2499982982935896-4.2084973389519624e-18j), (0.25000071895637754+5.678415647670991e-18j), (0.2499990518482185+6.109757562210634e-19j), (0.2500007167965831-3.829275183106043e-18j), (0.2499990129448922-6.229738731266169e-18j), (0.25000084239131626-5.844100771248938e-18j), (0.2499989921433075+1.9475625479058164e-19j), (0.25000055715776853-1.0322447862221569e-18j), (0.24999954628597637+7.584925400956975e-18j)]"
C7_b,0.25
C7_v,(-0.05203052192128406+7.95310786154348e-16j)
C7,(0.19796947807871595+7.95310786154348e-16j)
C8A_b,"[(-0.09121369403095862-1.3563739034122005e-17j), (-4.124403619294672e-07-1.1944274613042496e-17j), (3.4670715374165394e-08+9.454640929946756e-18j), (0.021268957863931504+1.7743718041003707e-17j), (2.8349556335451576e-07-1.6872817258869853e-17j), (-0.0004623441432244236-5.682690182471916e-17j), (7.464353741121573e-08+4.785997630659497e-17j), (-0.007984323898068331-4.0569806796695064e-18j), (-1.6285550093090985e-07-2.1870620715296878e-17j), (-5.5149923541778254e-08-2.983352390044106e-17j), (-0.0011247216155825094+1.0436461378713524e-17j), (-7.005127471582879e-08+5.8374184671408e-18j), (0.0033282662668922902+2.8866680933677e-17j), (8.819204250653488e-08+3.6689725470292443e-17j), (0.0006876418807860085+6.193462362723865e-17j), (1.942122223429596e-08-4.293557522424727e-17j), (0.0008669824894690725+4.958721746468186e-18j), (4.7117000325560076e-08+8.552281090526213e-18j), (-0.001442052506259861+2.037848395361687e-17j), (-4.7159051237910914e-08+1.9415601531720228e-17j), (6.254345510873175e-10-5.532012579146341e-18j), (-0.00022717943447407866-9.01440195141346e-18j), (-2.9379464246715033e-09+2.6107674872801424e-17j), (-0.0004973877361700066-2.240110744817951e-18j), (-2.802866222328616e-08+8.682341962580568e-18j), (0.0006323252097531256+3.785006642883497e-17j), (2.8356245531711213e-08+5.4682603372328375e-17j), (-3.517195836873289e-06-4.4610635644575986e-17j), (-4.0173854724855865e-09+2.2045241020924946e-17j), (3.243352837175433e-05+2.1870137566020325e-17j), (-3.292827132889651e-09+3.447355214357658e-17j), (0.0002514944744526639+3.4687395936777074e-17j), (1.3767582840681322e-08+5.161948996006505e-18j), (-0.00022512022976899407+2.4706744091083542e-17j), (-6.4155306513725436e-09-2.93859357998525e-17j)]"
C8A_v,"[(1.9186408534604938e-05+4.542812215851291e-06j), (0.005691759476038512-7.85526597527484e-07j), (0.0011389132157927136-2.6418410452042963e-07j), (2.710574201899209e-06-1.0963947372262765e-06j), (-0.0017243355585880747+1.6717317701460525e-07j), (-6.10190016256091e-07+2.5092440370863693e-08j), (-0.0006684832277781469+7.414526984443738e-08j), (-1.5825862357951846e-06+4.130646098372299e-07j), (0.0006574486285972449-5.839869518717467e-08j), (0.00018497189641508737-1.2534140236273858e-08j), (-1.6881882890020675e-07+5.864407194410678e-08j), (0.00033216836981936505-3.099226890894965e-08j), (7.185502109352954e-07-1.7170343757452123e-07j), (-0.0002719166022387568+2.3494792270711164e-08j), (1.5718847857276016e-07-3.5431659268276526e-08j), (-2.819031407672999e-05+1.0816144744681863e-09j), (1.8021925811041153e-07-4.481973253757037e-08j), (-0.00015923832300124906+1.4086383587485281e-08j), (-3.190872748108387e-07+7.42862547858654e-08j), (0.0001173733015776227-1.0053047456287241e-08j), (-1.5122967849117365e-05+1.4482129743996294e-09j), (-5.31878026535653e-08+1.1660706159975392e-08j), (-8.44688359399997e-06+1.1404101733586117e-09j), (-1.0874530464408489e-07+2.563709065299934e-08j), (7.534004857297943e-05-6.563033428954926e-09j), (1.4122174559220385e-07-3.255603310682732e-08j), (-5.879901547100246e-05+5.0511395269280425e-09j), (-3.2831857178569367e-10+1.8632790702540487e-10j), (1.1484581182873864e-05-9.38813561672133e-10j), (8.061443487709131e-09-1.6594320240132055e-09j), (1.3597643879923993e-05-1.2838342121525449e-09j), (5.592712294834368e-08-1.2950269167840554e-08j), (-3.0067111584236732e-05+2.5817412368458403e-09j), (-5.053799572886941e-08+1.1588527809104867e-08j), (1.2209033332425288e-05-1.0375763552382095e-09j)]"
C8A,"[(-0.09119450762242402+4.542812215837727e-06j), (0.005691347035676583-7.855265975394282e-07j), (0.0011389478865080878-2.64184104510975e-07j), (0.021271668438133405-1.0963947372085328e-06j), (-0.0017240520630247202+1.6717317699773243e-07j), (-0.0004629543332406797+2.5092440314036792e-08j), (-0.0006684085842407357+7.414526989229736e-08j), (-0.007985906484304127+4.130646098331729e-07j), (0.000657285773096314-5.8398695209045294e-08j), (0.00018491674649154558-1.2534140266107383e-08j), (-0.0011248904344114095+5.864407195454324e-08j), (0.0003320983185446492-3.099226890311223e-08j), (0.0033289848171032255-1.7170343754565456e-07j), (-0.00027182841019625023+2.349479230740089e-08j), (0.0006877990692645813-3.54316592063419e-08j), (-2.8170892854495693e-05+1.081614431532611e-09j), (0.0008671627087271828-4.4819732532611645e-08j), (-0.0001591912060009235+1.4086383596037563e-08j), (-0.0014423715935346717+7.428625480624389e-08j), (0.00011732614252638479-1.005304743687164e-08j), (-1.5122342414566279e-05+1.448212968867617e-09j), (-0.00022723262227673224+1.166070615096099e-08j), (-8.449821540424641e-06+1.1404101994662866e-09j), (-0.0004974964814746508+2.563709065075923e-08j), (7.531201991075614e-05-6.563033420272584e-09j), (0.0006324664314987178-3.255603306897726e-08j), (-5.877065922547075e-05+5.051139581610646e-09j), (-3.5175241554450746e-06+1.8632786241476923e-10j), (1.1480563797401379e-05-9.38813539626892e-10j), (3.244158981524204e-05-1.659432002143068e-09j), (1.3594351052791104e-05-1.2838341776789927e-09j), (0.00025155040157561224-1.2950269133153159e-08j), (-3.0053344001396052e-05+2.5817412420077894e-09j), (-0.00022517076776472293+1.158852783381161e-08j), (1.2202617801773916e-05-1.0375763846241452e-09j)]"
C8B_b,"[(-0.09121369403095862-1.3563739034122005e-17j), (-4.124403619294672e-07-1.1944274613042496e-17j), (3.4670715374165394e-08+9.454640929946756e-18j), (0.021268957863931504+1.7743718041003707e-17j), (2.8349556335451576e-07-1.6872817258869853e-17j), (-0.0004623441432244236-5.682690182471916e-17j), (7.464353741121573e-08+4.785997630659497e-17j), (-0.007984323898068331-4.0569806796695064e-18j), (-1.6285550093090985e-07-2.1870620715296878e-17j), (-5.5149923541778254e-08-2.983352390044106e-17j), (-0.0011247216155825094+1.0436461378713524e-17j), (-7.005127471582879e-08+5.8374184671408e-18j), (0.0033282662668922902+2.8866680933677e-17j), (8.819204250653488e-08+3.6689725470292443e-17j), (0.0006876418807860085+6.193462362723865e-17j), (1.942122223429596e-08-4.293557522424727e-17j), (0.0008669824894690725+4.958721746468186e-18j), (4.7117000325560076e-08+8.552281090526213e-18j), (-0.001442052506259861+2.037848395361687e-17j), (-4.7159051237910914e-08+1.9415601531720228e-17j), (6.254345510873175e-10-5.532012579146341e-18j), (-0.00022717943447407866-9.01440195141346e-18j), (-2.9379464246715033e-09+2.6107674872801424e-17j), (-0.0004973877361700066-2.240110744817951e-18j), (-2.802866222328616e-08+8.682341962580568e-18j), (0.0006323252097531256+3.785006642883497e-17j), (2.8356245531711213e-08+5.4682603372328375e-17j), (-3.517195836873289e-06-4.4610635644575986e-17j), (-4.0173854724855865e-09+2.2045241020924946e-17j), (3.243352837175433e-05+2.1870137566020325e-17j), (-3.292827132889651e-09+3.447355214357658e-17j), (0.0002514944744526639+3.4687395936777074e-17j), (1.3767582840681322e-08+5.161948996006505e-18j), (-0.00022512022976899407+2.4706744091083542e-17j), (-6.4155306513725436e-09-2.93859357998525e-17j)]"
C8B_v,"[(1.9239685498298336e-05+4.542875724682206e-06j), (0.0056917580347325995-7.855182023350327e-07j), (0.0011389138967773478-2.641819831143974e-07j), (2.6916538350322346e-06-1.096411180163381e-06j), (-0.0017243352191254676+1.6717035400209338e-07j), (-6.090611531641822e-07+2.509324645421587e-08j), (-0.0006684830752161513+7.41440860177447e-08j), (-1.5758569198259631e-06+4.1307124068945256e-07j), (0.0006574484477719493-5.839761053520766e-08j), (0.00018497185683765836-1.2533865003874395e-08j), (-1.6805090475838745e-07+5.864495700728852e-08j), (0.00033216825948328223-3.0991701813934464e-08j), (7.158419869260672e-07-1.7170625530649158e-07j), (-0.0002719165135254995+2.3494341713021874e-08j), (1.565840671543891e-07-3.543224965894161e-08j), (-2.8190320878905792e-05+1.081583267607736e-09j), (1.7958152861611102e-07-4.482046052652115e-08j), (-0.00015923826456203815+1.4086114562628322e-08j), (-3.179317518878247e-07+7.428748272435572e-08j), (0.00011737326063956886-1.0052852547914478e-08j), (-1.5122959789550307e-05+1.4481851649780253e-09j), (-5.297320617243411e-08+1.1660902469684255e-08j), (-8.446873064347699e-06+1.1403900903083545e-09j), (-1.0837268176906785e-07+2.5637513387385967e-08j), (7.534001953234649e-05-6.562906337641817e-09j), (1.4071961438508853e-07-3.255657251678174e-08j), (-5.879899357414639e-05+5.051041218849729e-09j), (-3.34526664098934e-10+1.8633068856244322e-10j), (1.1484578176618416e-05-9.3879501686154e-10j), (8.018873258043703e-09-1.6594602748793835e-09j), (1.3597636303576692e-05-1.2838095616503521e-09j), (5.573308879108296e-08-1.295048361301699e-08j), (-3.006710053182642e-05+2.581691023549516e-09j), (-5.0358649469120296e-08+1.1588719954035021e-08j), (1.2209029066275677e-05-1.037556145187159e-09j)]"
C8B,"[(-0.09119445434546032+4.5428757246686425e-06j), (0.00569134559437067-7.855182023469769e-07j), (0.001138948567492722-2.6418198310494274e-07j), (0.021271649517766538-1.0964111801456373e-06j), (-0.001724051723562113+1.6717035398522057e-07j), (-0.00046295320437758777+2.509324639738897e-08j), (-0.0006684084316787401+7.414408606560469e-08j), (-0.007985899754988156+4.130712406853956e-07j), (0.0006572855922710184-5.839761055707828e-08j), (0.00018491670691411658-1.253386503370792e-08j), (-0.0011248896664872677+5.864495701772498e-08j), (0.0003320982082085664-3.0991701808097044e-08j), (0.0033289821088792163-1.717062552776249e-07j), (-0.00027182832148299295+2.34943417497116e-08j), (0.0006877984648531629-3.5432249597006985e-08j), (-2.8170899656671497e-05+1.0815832246721607e-09j), (0.0008671620709976885-4.4820460521562425e-08j), (-0.0001591911475617126+1.4086114571180604e-08j), (-0.0014423704380117487+7.428748274473421e-08j), (0.00011732610158833095-1.0052852528498877e-08j), (-1.512233435499922e-05+1.4481851594460128e-09j), (-0.00022723240768025108+1.1660902460669853e-08j), (-8.44981101077237e-06+1.1403901164160294e-09j), (-0.0004974961088517757+2.5637513385145856e-08j), (7.53119908701232e-05-6.5629063289594755e-09j), (0.0006324659293675106-3.255657247893167e-08j), (-5.8770637328614676e-05+5.051041273532332e-09j), (-3.5175303635373877e-06+1.8633064395180758e-10j), (1.148056079114593e-05-9.38794994816299e-10j), (3.244154724501237e-05-1.659460253009246e-09j), (1.3594343476443802e-05-1.2838095271768e-09j), (0.00025155020754145496-1.2950483578329594e-08j), (-3.005333294898574e-05+2.581691028711465e-09j), (-0.0002251705884184632+1.1588719978741765e-08j), (1.2202613535624304e-05-1.0375561745730949e-09j)]"
