Key,Values
C5_b,0.25
C5_v,"[(-0.03938984362609795+3.5396972417534354e-14j), (0.0019512039936638054+1.1771937519734739e-14j), (0.0009374279147470516+2.5049636573316414e-15j), (-0.0042014300821890775+5.291121158101599e-15j), (0.0007616707810939813+3.359830826845264e-15j), (-0.0004785095008684008+9.154740709504341e-16j), (0.0003759193161196145+9.3191404652167e-16j), (-0.0011621388816168568+1.5863572073182132e-15j), (0.000311410427322504+1.1632017365844326e-15j), (0.00014745869085540652+2.998429499301597e-16j), (-0.00016383384963104572+3.265635948595264e-16j), (0.00016288856264943784+3.927118145352793e-16j), (-0.00040197001610167504+5.902289396326444e-16j), (0.00013131725116983096+4.666753145156346e-16j), (-7.141193502958048e-05+1.737505038249615e-16j), (6.331452303759306e-05+1.0809957665341034e-16j), (-7.290389967093418e-05+1.2814208929637504e-16j), (7.304910574119758e-05+1.7898266956936255e-16j), (-0.00015041675353979318+2.364064396522587e-16j), (5.7274488307273456e-05+1.8730685626131912e-16j), (2.8307349996561483e-05+7.66562685192097e-17j), (-3.360544441900054e-05+3.887827252213223e-17j), (2.91133228836132e-05+5.1450375554223785e-17j), (-3.539711529191067e-05+5.184085149634037e-17j), (3.4037967176319406e-05+9.301877605883809e-17j), (-5.7941633024149605e-05+1.2058479080301983e-16j), (2.7222598416802664e-05+9.883501696380422e-17j), (-1.7044821650543774e-05-1.785529632806307e-18j), (1.491459936398638e-05+1.5721862095162713e-17j), (-1.7656821296870815e-05+3.747918012462308e-17j), (1.5433592214779297e-05+5.199319169891949e-17j), (-1.971430036149637e-05+5.356653476849528e-17j), (1.8321230354986665e-05+3.941412394282759e-17j), (-2.4644060779996457e-05+4.8780353167727306e-17j), (1.728252850802432e-05+9.244099616109854e-18j)]"
C5,"[(0.21061015637390204+3.5396972417534354e-14j), (0.25195120399366383+1.1771937519734739e-14j), (0.25093742791474705+2.5049636573316414e-15j), (0.24579856991781093+5.291121158101599e-15j), (0.25076167078109396+3.359830826845264e-15j), (0.2495214904991316+9.154740709504341e-16j), (0.25037591931611963+9.3191404652167e-16j), (0.24883786111838313+1.5863572073182132e-15j), (0.2503114104273225+1.1632017365844326e-15j), (0.2501474586908554+2.998429499301597e-16j), (0.24983616615036897+3.265635948595264e-16j), (0.25016288856264945+3.927118145352793e-16j), (0.24959802998389832+5.902289396326444e-16j), (0.2501313172511698+4.666753145156346e-16j), (0.24992858806497043+1.737505038249615e-16j), (0.2500633145230376+1.0809957665341034e-16j), (0.24992709610032907+1.2814208929637504e-16j), (0.2500730491057412+1.7898266956936255e-16j), (0.2498495832464602+2.364064396522587e-16j), (0.2500572744883073+1.8730685626131912e-16j), (0.25002830734999654+7.66562685192097e-17j), (0.249966394555581+3.887827252213223e-17j), (0.25002911332288363+5.1450375554223785e-17j), (0.2499646028847081+5.184085149634037e-17j), (0.2500340379671763+9.301877605883809e-17j), (0.24994205836697586+1.2058479080301983e-16j), (0.2500272225984168+9.883501696380422e-17j), (0.24998295517834945-1.785529632806307e-18j), (0.250014914599364+1.5721862095162713e-17j), (0.24998234317870313+3.747918012462308e-17j), (0.2500154335922148+5.199319169891949e-17j), (0.2499802856996385+5.356653476849528e-17j), (0.250018321230355+3.941412394282759e-17j), (0.24997535593922+4.8780353167727306e-17j), (0.250017282528508+9.244099616109854e-18j)]"
C6_b,0.25
C6_v,"[(0.010516343718224764-2.9716489634057952e-15j), (-0.004729654095215993-2.5720658678087155e-16j), (-0.0017452704998151783+6.281375663222711e-16j), (0.0021686060950671764-3.7655008692715146e-16j), (-0.0013765389990220277-6.426067151616212e-17j), (0.00038962529763916505+1.516087366994319e-16j), (-0.000581523433135039+2.6623577246977365e-16j), (0.0007096044173117586-1.6256741835371264e-17j), (-0.0005023272006435006+1.3382105568126036e-17j), (-0.00019833192584732724+1.3648895351792515e-16j), (0.0001385151625218536+1.0514026553218906e-16j), (-0.00023402563526866166+1.1240032861111266e-16j), (0.0002647482197439867+2.5753177729272358e-17j), (-0.00019927193487214058+1.7266529387510265e-17j), (5.948631366946415e-05+5.580761386032503e-17j), (-7.997137661633316e-05+6.24320500001134e-17j), (6.131278737446946e-05+5.609898092352453e-17j), (-0.00010084062186125721+4.836200024383081e-17j), (0.00010390227230762504+2.1006157865464278e-17j), (-8.353289214842678e-05+1.4080548314027293e-17j), (-3.401777921928903e-05+2.2494121883235662e-17j), (2.8297470192012573e-05+3.025034050155518e-17j), (-3.536969412245609e-05+2.890901485291672e-17j), (2.960002027119271e-05+2.9123267699677455e-17j), (-4.5544246684146915e-05+1.981514684089051e-17j), (4.196386339046547e-05+7.444163015364364e-18j), (-3.8310797135010836e-05+6.7752519209775444e-18j), (1.4759717277724987e-05+2.2513495082796924e-17j), (-1.7456024242443668e-05+1.360460518097914e-17j), (1.5136696069982871e-05+1.2277569636991199e-17j), (-1.826255918343098e-05+8.876452175954229e-18j), (1.6428688974156995e-05+9.193776978871666e-18j), (-2.3709405442095224e-05+1.2807757439473888e-17j), (1.9253364214198263e-05+1.3911268541720208e-17j), (-2.2528495428748365e-05+1.6895605514387653e-17j)]"
C6,"[(0.26051634371822474-2.9716489634057952e-15j), (0.245270345904784-2.5720658678087155e-16j), (0.24825472950018482+6.281375663222711e-16j), (0.2521686060950672-3.7655008692715146e-16j), (0.24862346100097799-6.426067151616212e-17j), (0.25038962529763914+1.516087366994319e-16j), (0.24941847656686497+2.6623577246977365e-16j), (0.25070960441731177-1.6256741835371264e-17j), (0.2494976727993565+1.3382105568126036e-17j), (0.24980166807415266+1.3648895351792515e-16j), (0.25013851516252184+1.0514026553218906e-16j), (0.24976597436473133+1.1240032861111266e-16j), (0.250264748219744+2.5753177729272358e-17j), (0.24980072806512785+1.7266529387510265e-17j), (0.2500594863136695+5.580761386032503e-17j), (0.24992002862338367+6.24320500001134e-17j), (0.2500613127873745+5.609898092352453e-17j), (0.24989915937813875+4.836200024383081e-17j), (0.2501039022723076+2.1006157865464278e-17j), (0.24991646710785156+1.4080548314027293e-17j), (0.2499659822207807+2.2494121883235662e-17j), (0.250028297470192+3.025034050155518e-17j), (0.24996463030587754+2.890901485291672e-17j), (0.2500296000202712+2.9123267699677455e-17j), (0.24995445575331585+1.981514684089051e-17j), (0.25004196386339045+7.444163015364364e-18j), (0.249961689202865+6.7752519209775444e-18j), (0.2500147597172777+2.2513495082796924e-17j), (0.24998254397575756+1.360460518097914e-17j), (0.25001513669607+1.2277569636991199e-17j), (0.24998173744081656+8.876452175954229e-18j), (0.25001642868897417+9.193776978871666e-18j), (0.2499762905945579+1.2807757439473888e-17j), (0.2500192533642142+1.3911268541720208e-17j), (0.24997747150457125+1.6895605514387653e-17j)]"
C7_b,0.25
C7_v,(-0.049249757142659584+1.4059039590549852e-15j)
C7,(0.20075024285734042+1.4059039590549852e-15j)
C8A_b,"[(-0.09540581717807076+1.0714888857401191e-17j), (-5.457982890979625e-07-1.7946762226590515e-17j), (1.8362219678201388e-07+1.0565183671519636e-18j), (0.026735433553749174+1.0704292109147407e-17j), (4.526501797905419e-07-3.488700268066598e-17j), (-0.003983275486133675-8.296685734406555e-17j), (8.759467332856505e-09+3.7703849738577744e-17j), (-0.012825122508330672-2.3421258748227493e-18j), (-3.391633796984278e-07-1.973015317147766e-17j), (-8.264092839377329e-08-2.2297502512265647e-17j), (0.00033470768024078076+3.3340892424630177e-18j), (-7.341428513481167e-08+8.827101724666184e-18j), (0.007026674548142593+2.637163004570012e-17j), (2.516438532413598e-07+3.860777050806223e-17j), (0.0007672033835679077+6.755809384991692e-17j), (6.683942072541565e-08-3.4048494764475136e-17j), (0.000523318787999413+6.872907281225509e-18j), (8.428876008753945e-08+7.03581416356016e-18j), (-0.004013277702271953+2.022159587691425e-17j), (-1.913301465545762e-07+1.6343625216842327e-17j), (-3.005730336863835e-08-4.147849781183525e-18j), (-0.0006267812285057895-6.864037595072779e-18j), (-3.759845796292379e-08+3.5225608177029065e-17j), (-0.0006333906485073429-8.659664535413456e-18j), (-7.60706945200062e-08+6.729763935357123e-18j), (0.0022392553462616933+4.2656495555588624e-17j), (1.4440021230555154e-07+7.109009826344675e-17j), (0.0003176699663880048-4.729204657442302e-17j), (5.886341312510897e-09+3.4717472409270376e-17j), (0.0004210317776408381+2.4082807695117973e-17j), (1.5362426315166182e-08+2.8084729732691645e-17j), (0.0005971151511408378+3.522677797804822e-17j), (7.386870745922893e-08-1.8593530517467125e-20j), (-0.0010585699486308274+1.9748788348044742e-17j), (-5.427522377147127e-08-3.0170664526394256e-17j)]"
