Key,Values
G1a,"[(0.19558013260895984+1.2130470944864644e-16j), (1.480441321101924e-06+4.520045522053825e-17j), (-5.678962570761745e-06-2.3415590527963288e-17j), (-0.061527313987016025-9.894312874247406e-17j), (2.3443005748858223e-06+1.0937005536465648e-16j), (0.019020689819350522+1.7168175625348466e-16j), (2.8232700989223552e-06-1.5520621007058047e-16j), (0.034409810731961796+8.991609735821037e-17j), (-2.59624426771337e-06+1.0933761976121517e-16j), (6.338741872040748e-07+4.974836003327381e-17j), (-0.010625753449734845-3.805242256223905e-17j), (-2.6015016184905356e-06-2.827100743865611e-17j), (-0.022259911572968874-1.07768328672631e-16j), (2.112495375879944e-06-7.380610275369669e-17j), (0.005996954956932449-1.418705210511763e-16j), (-1.5578016070025203e-06+9.865801857862444e-17j), (0.006957791053896566-5.36900179963167e-18j), (2.870844017649477e-06-3.3032006055478105e-17j), (0.014995422891005953+3.440561198665932e-17j), (-1.3843427712719296e-06-5.791486585643675e-17j), (3.0107080680674622e-06-1.901965911425298e-17j), (-0.0040704533653691585+1.6653532759166897e-17j), (1.7226403406105643e-06-7.028432195888175e-17j), (-0.004898301810840139+1.58775170903112e-17j), (-3.4003993045845634e-06+3.7221802564343785e-17j), (-0.009897608235271325-1.5952658956658e-16j), (-7.991734668503677e-07-2.0997057668271452e-16j), (0.0030050522306819317+1.0995177231954551e-16j), (-3.3908498602549737e-06-6.905159452996888e-17j), (0.003161916658700783-3.593482749667046e-17j), (-1.3956316810091086e-06-9.293673190977512e-17j), (0.003674296807890067-6.237104429153408e-17j), (5.3614187145061724e-06+7.466557712774107e-17j), (0.00597705194981955+4.6828639206759813e-17j), (5.947544838278127e-06+1.5880977462947975e-17j)]"
G1b,(-0.78232053043584-3.151064595199744e-19j)
G1c,"[(0.5000027667676484+2.987711174053516e-17j), (-0.2681056372438879-6.938893903907228e-18j), (-0.09154619445427836-6.078387005748845e-17j), (-9.690494242086908e-07+3.2515626025987743e-18j), (0.05423500651010843+4.3977950621443274e-17j), (-6.014518141595305e-07+1.8442806023020593e-16j), (0.018722566885438604-1.4606913768810958e-16j), (3.0175212473632354e-08+6.820577812213037e-17j), (-0.02429979831798566+7.513521055324546e-17j), (-0.0037661378768130884+3.883094256882575e-17j), (7.02158939491057e-07-6.836701410643961e-17j), (-0.008481936763154369+2.066760391300493e-18j), (2.1440649309950147e-07-3.763951524614871e-18j), (0.014528977363926467-1.1470641786813727e-16j), (-5.289790411199515e-07-1.3803954410111918e-16j), (0.001741460804274843+1.2183721913305856e-16j), (-4.341811327063367e-07-1.2383997732919156e-17j), (0.005204999438906514-1.2902005852577503e-17j), (-1.9859731734505502e-07-1.0332306230660565e-16j), (-0.010195629311469506-4.6214117602194626e-17j), (-0.0008611004568762498+1.0141274081145787e-16j), (2.1530305870319225e-07-6.106360600440491e-17j), (-0.001150952536388116-4.492662752236809e-17j), (2.0254662755571538e-07-4.302072573946591e-17j), (-0.003873809652784435-8.316884468254253e-17j), (2.2249682826403478e-07-2.1141683190979317e-16j), (0.00784111257090371-2.2960903266048584e-16j), (3.0882958148160706e-08+1.55655389004621e-16j), (0.0006388208832233215-1.0912494866066602e-16j), (-5.897898169789972e-08-3.909393538312025e-17j), (0.0009961557975142203-2.2169223921897352e-16j), (-1.4141692740977625e-07-1.4802946026008484e-16j), (0.003466623228606524-6.335806445462167e-17j), (-1.3803195963174635e-07-4.72955803851359e-17j), (-0.004875316186006004+8.813208409591544e-17j)]"
G1d,"[(0.19558013260895984+1.2130470944864644e-16j), (1.480441321101924e-06+4.520045522053825e-17j), (-5.678962570761745e-06-2.3415590527963288e-17j), (-0.061527313987016025-9.894312874247406e-17j), (2.3443005748858223e-06+1.0937005536465648e-16j), (0.019020689819350522+1.7168175625348466e-16j), (2.8232700989223552e-06-1.5520621007058047e-16j), (0.034409810731961796+8.991609735821037e-17j), (-2.59624426771337e-06+1.0933761976121517e-16j), (6.338741872040748e-07+4.974836003327381e-17j), (-0.010625753449734845-3.805242256223905e-17j), (-2.6015016184905356e-06-2.827100743865611e-17j), (-0.022259911572968874-1.07768328672631e-16j), (2.112495375879944e-06-7.380610275369669e-17j), (0.005996954956932449-1.418705210511763e-16j), (-1.5578016070025203e-06+9.865801857862444e-17j), (0.006957791053896566-5.36900179963167e-18j), (2.870844017649477e-06-3.3032006055478105e-17j), (0.014995422891005953+3.440561198665932e-17j), (-1.3843427712719296e-06-5.791486585643675e-17j), (3.0107080680674622e-06-1.901965911425298e-17j), (-0.0040704533653691585+1.6653532759166897e-17j), (1.7226403406105643e-06-7.028432195888175e-17j), (-0.004898301810840139+1.58775170903112e-17j), (-3.4003993045845634e-06+3.7221802564343785e-17j), (-0.009897608235271325-1.5952658956658e-16j), (-7.991734668503677e-07-2.0997057668271452e-16j), (0.0030050522306819317+1.0995177231954551e-16j), (-3.3908498602549737e-06-6.905159452996888e-17j), (0.003161916658700783-3.593482749667046e-17j), (-1.3956316810091086e-06-9.293673190977512e-17j), (0.003674296807890067-6.237104429153408e-17j), (5.3614187145061724e-06+7.466557712774107e-17j), (0.00597705194981955+4.6828639206759813e-17j), (5.947544838278127e-06+1.5880977462947975e-17j)]"
G1f,"[(0.5000027667676484+2.987711174053516e-17j), (-0.2681056372438879-6.938893903907228e-18j), (-0.09154619445427836-6.078387005748845e-17j), (-9.690494242086908e-07+3.2515626025987743e-18j), (0.05423500651010843+4.3977950621443274e-17j), (-6.014518141595305e-07+1.8442806023020593e-16j), (0.018722566885438604-1.4606913768810958e-16j), (3.0175212473632354e-08+6.820577812213037e-17j), (-0.02429979831798566+7.513521055324546e-17j), (-0.0037661378768130884+3.883094256882575e-17j), (7.02158939491057e-07-6.836701410643961e-17j), (-0.008481936763154369+2.066760391300493e-18j), (2.1440649309950147e-07-3.763951524614871e-18j), (0.014528977363926467-1.1470641786813727e-16j), (-5.289790411199515e-07-1.3803954410111918e-16j), (0.001741460804274843+1.2183721913305856e-16j), (-4.341811327063367e-07-1.2383997732919156e-17j), (0.005204999438906514-1.2902005852577503e-17j), (-1.9859731734505502e-07-1.0332306230660565e-16j), (-0.010195629311469506-4.6214117602194626e-17j), (-0.0008611004568762498+1.0141274081145787e-16j), (2.1530305870319225e-07-6.106360600440491e-17j), (-0.001150952536388116-4.492662752236809e-17j), (2.0254662755571538e-07-4.302072573946591e-17j), (-0.003873809652784435-8.316884468254253e-17j), (2.2249682826403478e-07-2.1141683190979317e-16j), (0.00784111257090371-2.2960903266048584e-16j), (3.0882958148160706e-08+1.55655389004621e-16j), (0.0006388208832233215-1.0912494866066602e-16j), (-5.897898169789972e-08-3.909393538312025e-17j), (0.0009961557975142203-2.2169223921897352e-16j), (-1.4141692740977625e-07-1.4802946026008484e-16j), (0.003466623228606524-6.335806445462167e-17j), (-1.3803195963174635e-07-4.72955803851359e-17j), (-0.004875316186006004+8.813208409591544e-17j)]"
G1a_,"[(0.2013372413816692-8.719910885641073e-17j), (0.003866460943613801-6.787105599759258e-17j), (0.0002713244828284888+1.2978907904150575e-16j), (-0.06535742294037057+1.1368075507214268e-16j), (-0.002309174139505203-5.3722217646656745e-17j), (0.021193777538774716+2.450664059098971e-16j), (-0.0003967105493689736+1.4194916943266467e-16j), (0.03709234253648962-1.0462176417103754e-16j), (0.0015185545743665431-5.927875378064495e-17j), (0.0002584832132535592-6.801055805463521e-17j), (-0.012047092653798275-1.6130935152180298e-17j), (0.00033444983268089213-6.6373501746846975e-18j), (-0.02419075161029715+7.48488604775143e-18j), (-0.0011113954894553912-5.573157602888868e-18j), (0.006923470303477858-1.559646765245062e-16j), (-0.00017852122633047916-1.1077835697370642e-16j), (0.007960461583805478-4.5056592485851197e-17j), (-0.0002839738357193279-2.2002129547493295e-17j), (0.016378271416619735-1.4024200658340262e-16j), (0.0008786565386856232+5.1580918355997873e-17j), (0.00011717083653342838-2.484889716752162e-16j), (-0.004754866924885253-3.558047259980904e-17j), (0.00013862285851386474+5.863413648169521e-17j), (-0.005634973217563705-6.244498940726113e-18j), (0.0002583801106971989-9.58517664589899e-17j), (-0.010848655340968438+4.366243746603595e-17j), (-0.0007202247540058227+2.0175985990418532e-16j), (0.0035623767132741406-8.014197100779961e-17j), (-9.261185355186014e-05+1.0834607663957647e-16j), (0.00371668137772391-2.892979489109489e-17j), (-0.00012538879042220462-9.730714498057402e-18j), (0.0042351766928889695-2.9637086896186986e-17j), (-0.00026970942793565856-6.184018141314196e-17j), (0.006575503205997704-7.7778409952377e-17j), (0.0005301885728622605+1.4310113424093052e-16j)]"
G1b_,(-0.7823205304358398-3.151064595199744e-19j)
G1c_,"[(-0.4999972332323516-2.93702474873879e-17j), (-0.2681056372438879+7.15573433840433e-18j), (-0.09154619445427821-1.105278725896738e-16j), (-9.69049424183831e-07-9.490872506217962e-17j), (0.05423500651010843-5.719166459861036e-17j), (-6.014518138256133e-07-2.354385735665331e-16j), (0.01872256688543886-1.3604026759261867e-16j), (3.017521245747858e-08+1.785674570535806e-18j), (-0.02429979831798564+1.0028870095490916e-18j), (-0.0037661378768128265+1.2470493220189541e-16j), (7.02158939797468e-07+1.0679832565927037e-16j), (-0.008481936763154405+8.779665904880274e-17j), (2.1440649293327017e-07+8.222934194697565e-17j), (0.014528977363926159+2.844729961756202e-17j), (-5.289790410939303e-07+2.8988696264944695e-16j), (0.0017414608042750522+1.865098787218189e-16j), (-4.341811327930677e-07+4.9396242844927715e-17j), (0.0052049994389065605+2.1385887852276575e-17j), (-1.9859731737792527e-07+1.1682355706746766e-16j), (-0.010195629311469417-1.1061572664783359e-16j), (-0.0008611004568756059+6.559089509957206e-16j), (2.1530305889427714e-07+3.455756550333045e-16j), (-0.001150952536388071+6.232891942370769e-18j), (2.0254662750860217e-07-1.6447501747947105e-18j), (-0.003873809652784565+3.084802648742828e-17j), (2.224968283681637e-07+6.891962948484268e-17j), (0.007841112570903608-1.7966246437621514e-16j), (3.0882958081787615e-08+2.373398440595782e-16j), (0.0006388208832230364+4.065758146820642e-18j), (-5.897898187379658e-08+3.6700151566489967e-17j), (0.0009961557975142676+3.8082601308553343e-17j), (-1.4141692762955414e-07+4.9538356214622004e-17j), (0.003466623228606232-1.3751749305263017e-16j), (-1.3803195974700472e-07-1.3331899583704586e-16j), (-0.004875316186006116-1.5895759101353102e-16j)]"
G1g,(-0.500000022797035-4.755310728521419e-18j)
G1h,(-0.49999997410931507-2.914335439641036e-18j)
