Key,Values
C5_b,0.25
C5_v,"[(-0.03193467252642613+2.859072868487051e-14j), (0.0013584718071305347+1.041782198574391e-14j), (0.0006186659062278703+8.679275048779434e-16j), (-0.0035391943872438757+5.322863158773958e-15j), (0.0005381162539473754+4.1853254722029774e-15j), (-0.0002942642072972107+1.0525087227595302e-15j), (0.000242255695151816+1.843814982651641e-16j), (-0.0009919095926508778+1.8597872895557785e-15j), (0.0002549713019663977+2.23796487392886e-15j), (8.851390122952468e-05-3.166002480798655e-17j), (-6.835617711747102e-05+3.633930348560689e-16j), (0.00010958592282320123+4.906287015448421e-17j), (-0.00036006199702619376+7.771468536876309e-16j), (0.00013265186741831492+1.3941978490907463e-15j), (-1.4430938616343126e-05+1.4341608137250715e-16j), (3.739994397778656e-05-4.275168196819616e-17j), (-1.909496331777401e-05+1.2026537886463862e-16j), (5.343483092469978e-05+4.4741679284542276e-17j), (-0.00013382838796236593+3.128584035992539e-16j), (7.272859245657756e-05+9.09850892661792e-16j), (1.5290053245610016e-05-1.0691122301116945e-17j), (-4.539385573871409e-06+1.8312083252690043e-17j), (1.7378431911184195e-05-2.172607575690815e-17j), (-3.899072397278762e-06+2.5862192932710883e-17j), (2.7196154579351308e-05+6.964679424839096e-17j), (-3.604725963258898e-05+1.0230160234338923e-16j), (4.180477016678999e-05+6.29990527198605e-16j), (-2.7714249862163365e-06-1.5708678467743233e-17j), (7.621168290795931e-06-3.528491804729339e-17j), (-1.8208538402642866e-06+1.236385211261224e-17j), (9.105882211640433e-06+1.410594899949982e-17j), (2.7520433440923e-06+9.081694066376177e-18j), (1.5143167538098758e-05+8.454145044678748e-17j), (1.2608265771231283e-05-4.064193303633521e-17j), (3.2731657015506354e-05+4.0778321629034314e-16j)]"
C5,"[(0.21806532747357388+2.859072868487051e-14j), (0.25135847180713056+1.041782198574391e-14j), (0.2506186659062279+8.679275048779434e-16j), (0.24646080561275613+5.322863158773958e-15j), (0.2505381162539474+4.1853254722029774e-15j), (0.24970573579270278+1.0525087227595302e-15j), (0.2502422556951518+1.843814982651641e-16j), (0.24900809040734911+1.8597872895557785e-15j), (0.2502549713019664+2.23796487392886e-15j), (0.25008851390122955-3.166002480798655e-17j), (0.24993164382288252+3.633930348560689e-16j), (0.2501095859228232+4.906287015448421e-17j), (0.2496399380029738+7.771468536876309e-16j), (0.2501326518674183+1.3941978490907463e-15j), (0.24998556906138367+1.4341608137250715e-16j), (0.2500373999439778-4.275168196819616e-17j), (0.24998090503668222+1.2026537886463862e-16j), (0.2500534348309247+4.4741679284542276e-17j), (0.24986617161203764+3.128584035992539e-16j), (0.25007272859245655+9.09850892661792e-16j), (0.25001529005324563-1.0691122301116945e-17j), (0.24999546061442612+1.8312083252690043e-17j), (0.2500173784319112-2.172607575690815e-17j), (0.24999610092760272+2.5862192932710883e-17j), (0.25002719615457936+6.964679424839096e-17j), (0.24996395274036742+1.0230160234338923e-16j), (0.2500418047701668+6.29990527198605e-16j), (0.24999722857501377-1.5708678467743233e-17j), (0.2500076211682908-3.528491804729339e-17j), (0.24999817914615974+1.236385211261224e-17j), (0.25000910588221165+1.410594899949982e-17j), (0.2500027520433441+9.081694066376177e-18j), (0.2500151431675381+8.454145044678748e-17j), (0.2500126082657712-4.064193303633521e-17j), (0.2500327316570155+4.0778321629034314e-16j)]"
C6_b,0.25
C6_v,"[(0.008661204654559676-4.625621469080096e-15j), (-0.003463853929541284-5.770311943389981e-16j), (-0.0012373846031809828+8.055396535246788e-16j), (0.0017071553913432663-1.263080104532745e-15j), (-0.0009973445889184382-6.615561826087458e-16j), (0.00026888957405676644-3.291576713930507e-16j), (-0.00038124645303992775+3.8029550030978716e-16j), (0.0005822221914230721-4.691526207397177e-16j), (-0.0004098228918395632-5.566468941428644e-16j), (-0.00011347281337460518+1.987089149908147e-16j), (7.89238807266724e-05-1.1162990109497672e-16j), (-0.00015295224626050283+1.7596401356484862e-16j), (0.00023335052988445522-1.729658609738672e-16j), (-0.00019760981343595045-4.544012009777704e-16j), (2.172440269978227e-05-3.3274141157032936e-17j), (-4.3160834571344636e-05+9.913055965198988e-17j), (2.779768008732486e-05-2.659731602798587e-17j), (-6.93315910937102e-05+7.05483012026013e-17j), (9.282313373439784e-05-3.477065604099717e-17j), (-0.00010322256939320316-3.6935825180509e-16j), (-1.5986804758411422e-05+4.6513527082629894e-17j), (8.129935700324487e-06-2.032497153989672e-18j), (-1.8492666207312026e-05+4.625278146386087e-17j), (9.431290523225563e-06+7.75058306727909e-18j), (-3.347519038046293e-05+1.1547824885914808e-17j), (2.736311140260681e-05+3.580520133822052e-17j), (-5.583575419535488e-05-3.322396900801013e-16j), (4.2162396289412126e-06+7.811117219780167e-18j), (-7.345888570214009e-06+3.1446144224753055e-17j), (3.699292514857528e-06+6.442692655950641e-18j), (-8.883211136465451e-06+1.382141419848527e-17j), (1.056207535358329e-06+2.1532047634037088e-17j), (-1.7819804676215505e-05-1.1285161421722388e-17j), (-6.47589323926167e-06+9.820280252459083e-17j), (-3.584982035918781e-05-3.7839835939036286e-16j)]"
C6,"[(0.25866120465455966-4.625621469080096e-15j), (0.2465361460704587-5.770311943389981e-16j), (0.24876261539681901+8.055396535246788e-16j), (0.25170715539134325-1.263080104532745e-15j), (0.24900265541108157-6.615561826087458e-16j), (0.25026888957405674-3.291576713930507e-16j), (0.24961875354696006+3.8029550030978716e-16j), (0.25058222219142307-4.691526207397177e-16j), (0.24959017710816045-5.566468941428644e-16j), (0.2498865271866254+1.987089149908147e-16j), (0.25007892388072667-1.1162990109497672e-16j), (0.2498470477537395+1.7596401356484862e-16j), (0.25023335052988444-1.729658609738672e-16j), (0.24980239018656406-4.544012009777704e-16j), (0.25002172440269976-3.3274141157032936e-17j), (0.24995683916542866+9.913055965198988e-17j), (0.2500277976800873-2.659731602798587e-17j), (0.2499306684089063+7.05483012026013e-17j), (0.2500928231337344-3.477065604099717e-17j), (0.2498967774306068-3.6935825180509e-16j), (0.24998401319524158+4.6513527082629894e-17j), (0.2500081299357003-2.032497153989672e-18j), (0.24998150733379268+4.625278146386087e-17j), (0.2500094312905232+7.75058306727909e-18j), (0.24996652480961953+1.1547824885914808e-17j), (0.2500273631114026+3.580520133822052e-17j), (0.24994416424580465-3.322396900801013e-16j), (0.25000421623962893+7.811117219780167e-18j), (0.2499926541114298+3.1446144224753055e-17j), (0.25000369929251487+6.442692655950641e-18j), (0.24999111678886354+1.382141419848527e-17j), (0.2500010562075354+2.1532047634037088e-17j), (0.24998218019532378-1.1285161421722388e-17j), (0.24999352410676073+9.820280252459083e-17j), (0.24996415017964083-3.7839835939036286e-16j)]"
C7_b,0.25
C7_v,(-0.04263238489043+9.35231658961844e-16j)
C7,(0.20736761510957+9.35231658961844e-16j)
C8A_b,"[(-0.09779006630447992-6.065235472432322e-17j), (-7.40220660550962e-07-2.2600227610269124e-17j), (2.8394812853808725e-06+1.1707795263981644e-17j), (0.030763656993508012+4.947156437123703e-17j), (-1.1721502874429112e-06-5.468502768232824e-17j), (-0.009510344909675261-8.584087812674233e-17j), (-1.4116350494611776e-06+7.760310503529024e-17j), (-0.017204905365980898-4.495804867910518e-17j), (1.298122133856685e-06-5.4668809880607586e-17j), (-3.169370936020374e-07-2.4874180016636904e-17j), (0.005312876724867422+1.9026211281119523e-17j), (1.3007508092452678e-06+1.4135503719328055e-17j), (0.011129955786484437+5.38841643363155e-17j), (-1.056247687939972e-06+3.6903051376848345e-17j), (-0.0029984774784662244+7.093526052558815e-17j), (7.789008035012601e-07-4.932900928931222e-17j), (-0.003478895526948283+2.684500899815835e-18j), (-1.4354220088247385e-06+1.6516003027739053e-17j), (-0.007497711445502976-1.720280599332966e-17j), (6.921713856359648e-07+2.8957432928218376e-17j), (-1.5053540340337311e-06+9.50982955712649e-18j), (0.0020352266826845792-8.326766379583449e-18j), (-8.613201703052821e-07+3.5142160979440876e-17j), (0.0024491509054200694-7.9387585451556e-18j), (1.7001996522922817e-06-1.8610901282171892e-17j), (0.004948804117635663+7.976329478329e-17j), (3.9958673342518386e-07+1.0498528834135726e-16j), (-0.0015025261153409658-5.4975886159772755e-17j), (1.6954249301274868e-06+3.452579726498444e-17j), (-0.0015809583293503915+1.796741374833523e-17j), (6.978158405045543e-07+4.646836595488756e-17j), (-0.0018371484039450335+3.118552214576704e-17j), (-2.6807093572530862e-06-3.7332788563870535e-17j), (-0.002988525974909775-2.3414319603379907e-17j), (-2.9737724191390636e-06-7.940488731473988e-18j)]"
