Key,Values
C5_b,0.25
C5_v,"[(-0.0379909004089343+1.2210781459777418e-13j), (0.0017843602632513801+4.680366821327413e-14j), (0.0009299500422815386+8.601414055136755e-15j), (-0.004451407231656546+2.334328365699252e-14j), (0.0008553700246761687+1.8845704435591028e-14j), (-0.0006001305497431247+5.6413877571519246e-15j), (0.0004405672016892195+3.3833770476948726e-15j), (-0.0014540429937176184+9.146014813907206e-15j), (0.00047136787461502254+9.830914501066338e-15j), (0.00020783912692524682+1.355172332180143e-15j), (-0.0002200501318760973+2.1316706991225418e-15j), (0.0002401869198974683+1.7595795218051222e-15j), (-0.0006257204208982314+4.328811689779933e-15j), (0.0002858174320320919+5.886754466333059e-15j), (-9.222700675354536e-05+8.028182188468515e-16j), (0.00011545908676988535+6.932929870461693e-16j), (-0.00010915028024222072+9.298239480333543e-16j), (0.00014618415706860345+1.1393736713768275e-15j), (-0.00029941287798317145+2.19608234550131e-15j), (0.00018870377321417818+3.821360574698452e-15j), (6.805666359231437e-05+3.9208930687030574e-16j), (-5.5652652700236254e-05+3.1797895686123954e-16j), (7.443686601208271e-05+4.3741742809438597e-16j), (-6.704595794340885e-05+4.526994576983256e-16j), (0.00010045251754300859+8.918266840879148e-16j), (-0.0001523855688713162+1.18733553905083e-15j), (0.00014043862038667137+2.682788528432547e-15j), (-4.129757842955838e-05+1.4188777643654419e-16j), (4.940681239348272e-05+2.3393471298385925e-16j), (-4.293337522374875e-05+1.9214205858616892e-16j), (5.760055275591555e-05+3.658387070213605e-16j), (-5.199184069807279e-05+2.9629806332471957e-16j), (8.320550530556956e-05+8.526544779366508e-16j), (-8.982346291913762e-05+7.288921218922125e-16j), (0.00013371136153743696+2.2519599246855534e-15j)]"
C5,"[(0.2120090995910657+1.2210781459777418e-13j), (0.2517843602632514+4.680366821327413e-14j), (0.2509299500422815+8.601414055136755e-15j), (0.24554859276834345+2.334328365699252e-14j), (0.25085537002467617+1.8845704435591028e-14j), (0.24939986945025688+5.6413877571519246e-15j), (0.2504405672016892+3.3833770476948726e-15j), (0.24854595700628238+9.146014813907206e-15j), (0.25047136787461505+9.830914501066338e-15j), (0.25020783912692524+1.355172332180143e-15j), (0.2497799498681239+2.1316706991225418e-15j), (0.25024018691989747+1.7595795218051222e-15j), (0.24937427957910177+4.328811689779933e-15j), (0.2502858174320321+5.886754466333059e-15j), (0.24990777299324646+8.028182188468515e-16j), (0.2501154590867699+6.932929870461693e-16j), (0.24989084971975778+9.298239480333543e-16j), (0.25014618415706863+1.1393736713768275e-15j), (0.24970058712201681+2.19608234550131e-15j), (0.25018870377321417+3.821360574698452e-15j), (0.25006805666359233+3.9208930687030574e-16j), (0.24994434734729976+3.1797895686123954e-16j), (0.2500744368660121+4.3741742809438597e-16j), (0.2499329540420566+4.526994576983256e-16j), (0.250100452517543+8.918266840879148e-16j), (0.24984761443112868+1.18733553905083e-15j), (0.25014043862038665+2.682788528432547e-15j), (0.24995870242157045+1.4188777643654419e-16j), (0.25004940681239346+2.3393471298385925e-16j), (0.24995706662477626+1.9214205858616892e-16j), (0.25005760055275594+3.658387070213605e-16j), (0.24994800815930193+2.9629806332471957e-16j), (0.25008320550530555+8.526544779366508e-16j), (0.24991017653708086+7.288921218922125e-16j), (0.25013371136153745+2.2519599246855534e-15j)]"
C6_b,0.25
C6_v,"[(0.009974567874882188+2.2711491798863827e-14j), (-0.00424537299395626+1.1849295511649846e-14j), (-0.0016893042455207279+4.659012158893864e-15j), (0.0022897695130447773+2.7986122263622377e-15j), (-0.001459800724341997+3.239605896129437e-15j), (0.0005150079004362868+8.190472159350982e-16j), (-0.0006337432901820782+2.082822977496114e-15j), (0.0009125466457334268+1.1602585009764172e-15j), (-0.0007026781340171655+1.133409058659165e-15j), (-0.0002535929837762317+1.0218648674356192e-15j), (0.00021051777360566257+5.010273990488407e-16j), (-0.00030998913664894616+1.0286980343495399e-15j), (0.00043560761589771067+7.093360298094634e-16j), (-0.0003956377643224863+4.209987190180285e-16j), (9.331058534462146e-05+3.3831894937137966e-16j), (-0.0001308703530962235+5.073967841643715e-16j), (0.00010934401049737372+3.677370287193556e-16j), (-0.00017684720917553995+5.265733573516072e-16j), (0.0002252333369530376+5.295062406071387e-16j), (-0.0002479751435603449+1.5399559183665923e-16j), (-7.323457909546423e-05+2.578816299981923e-16j), (5.648988185338995e-05+2.5441532701813645e-16j), (-8.076470541969054e-05+2.6630633413585243e-16j), (6.81321810887015e-05+3.0208130587853973e-16j), (-0.00011621985568398876+2.7572700469486564e-16j), (0.00012459371599267383+4.581238874260666e-16j), (-0.00017507210904890705+2.254329451082653e-17j), (4.119782286951067e-05+1.9928859105530177e-16j), (-5.180243107181116e-05+1.5679419182118538e-16j), (4.3126285016079836e-05+2.0833341186433088e-16j), (-6.084226968449693e-05+1.5518850015876606e-16j), (5.2508545059788685e-05+2.816641716495915e-16j), (-9.359924182994277e-05+1.8010912795240428e-16j), (8.159219874511405e-05+4.938131820593695e-16j), (-0.00015732551055652123-1.8443587683638383e-16j)]"
C6,"[(0.2599745678748822+2.2711491798863827e-14j), (0.24575462700604375+1.1849295511649846e-14j), (0.24831069575447928+4.659012158893864e-15j), (0.25228976951304477+2.7986122263622377e-15j), (0.248540199275658+3.239605896129437e-15j), (0.2505150079004363+8.190472159350982e-16j), (0.24936625670981794+2.082822977496114e-15j), (0.2509125466457334+1.1602585009764172e-15j), (0.24929732186598283+1.133409058659165e-15j), (0.24974640701622378+1.0218648674356192e-15j), (0.25021051777360565+5.010273990488407e-16j), (0.24969001086335105+1.0286980343495399e-15j), (0.2504356076158977+7.093360298094634e-16j), (0.2496043622356775+4.209987190180285e-16j), (0.2500933105853446+3.3831894937137966e-16j), (0.24986912964690378+5.073967841643715e-16j), (0.2501093440104974+3.677370287193556e-16j), (0.24982315279082445+5.265733573516072e-16j), (0.250225233336953+5.295062406071387e-16j), (0.24975202485643966+1.5399559183665923e-16j), (0.24992676542090453+2.578816299981923e-16j), (0.2500564898818534+2.5441532701813645e-16j), (0.24991923529458032+2.6630633413585243e-16j), (0.2500681321810887+3.0208130587853973e-16j), (0.249883780144316+2.7572700469486564e-16j), (0.25012459371599266+4.581238874260666e-16j), (0.2498249278909511+2.254329451082653e-17j), (0.2500411978228695+1.9928859105530177e-16j), (0.2499481975689282+1.5679419182118538e-16j), (0.25004312628501607+2.0833341186433088e-16j), (0.2499391577303155+1.5518850015876606e-16j), (0.2500525085450598+2.816641716495915e-16j), (0.24990640075817006+1.8010912795240428e-16j), (0.2500815921987451+4.938131820593695e-16j), (0.24984267448944347-1.8443587683638383e-16j)]"
C7_b,0.25
C7_v,(-0.04495554600587855+8.314766366065594e-15j)
C7,(0.20504445399412147+8.314766366065594e-15j)
C8A_b,"[(-0.09743643545508214-3.0461807014817437e-17j), (-6.376923747463033e-07-2.3449867168229854e-17j), (3.802538116879422e-07+5.37248135793415e-18j), (0.030090298683822632+2.3122887706277397e-17j), (-2.0952913497496825e-08-2.7056871064445628e-17j), (-0.008145032955109434-7.44896016996374e-17j), (-1.4543102498833404e-07+5.986885488214748e-17j), (-0.01640231614706936-1.9867967519106888e-17j), (2.8543140890062944e-07-3.373822881079281e-17j), (3.6607943251219534e-08-2.242898925902317e-18j), (0.003669529714070259+6.948698935886414e-18j), (1.5083515442496351e-07+5.6297636026498735e-18j), (0.010314989914243462+3.655273148036225e-17j), (-4.090815029347227e-07+3.920125505780414e-17j), (-0.0010413088329205237+6.383213702309713e-17j), (-4.726269161881124e-08-4.054587436205448e-17j), (-0.0018025015325886253+8.284987085157384e-18j), (-1.8175586754191887e-07+1.368945831213423e-17j), (-0.0067380994772209815+1.2275276483378286e-17j), (4.564600495849781e-07+1.6819499464678597e-17j), (3.7408205597486416e-08-9.682808797233787e-18j), (4.6098263741585705e-05-8.993071226052111e-18j), (6.532939506806344e-08+3.445424139976478e-17j), (0.0008603075129591216-1.1470519453394859e-17j), (2.2807201784301445e-07-6.198863136560098e-18j), (0.004294815427496455+5.199789868941597e-17j), (-4.14145962455903e-07+8.444063369854786e-17j), (0.0005338108351342812-5.117766294886772e-17j), (-3.719751995659551e-08+4.139141300530452e-17j), (0.00033279525180172323+2.2665630892624475e-17j), (-9.128756109358913e-08+3.343445313951686e-17j), (-0.0004220731325723501+3.883785673173498e-17j), (-3.247027222459439e-07-2.0348745808911988e-17j), (-0.0025073593232469884+7.67487569709304e-18j), (2.487894776206405e-07-1.9889708921924356e-17j)]"
