C,full,bubble,vertex,vertex_T
C1,0.9157091214123598,0.9772439147981686,-0.061534793385808806,6.9407211670915e-06
C4,0.2294297550420128,0.25000000000001277,-0.02057024495799997,0.0007040626929254541
C5,0.20660993762679333,0.25,-0.04339006237320667,0.0
C6,0.2654156219582226,0.25,0.01541562195822261,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,-0.09084076046578878,-0.09084076046581628,2.7506427794679856e-14,0.0
C8B,-0.09084076046574666,-0.09084076046581628,6.962926650169134e-14,0.0
C9,-0.18168152093163256,-0.18168152093163256,0.0,0.0
C10,0.027957914900949662,0.0,0.027957914900949662,0.0
C11,-0.05880568433142927,0.0,-0.05880568433142927,0.0
C12,0.21118534450360882,0.24999999999994119,-0.038814655496332354,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.860893363613673,0.8704330513414833,-0.009539687727810282,-5.821513604174691e-06
Ct2,0.8603612023152948,0.8704330513416264,-0.010071849026331601,-6.7195230938531185e-06
Ctt,0.7858239317492938,0.77930958013423,0.006514351615063781,1.053573271549635e-05
Cμ1,-0.5019194457752945,-0.5173350677334908,0.015415621958196308,0.015415621958228102
Cμ2,-0.32003528275272247,-0.3354509047110338,0.015415621958311313,0.015415621958239487
Cμt1,-0.2728262445337312,-0.27282624453376025,2.9042204344766966e-14,2.047023628456396e-14
Cμt2,-0.4547104075562268,-0.4547104075562172,-9.60666381147569e-15,2.0373567390406158e-14
