C,full,bubble,vertex,vertex_T
C1,0.9157091214123602,0.9772439147981686,-0.061534793385808514,6.9407211670915e-06
C4,0.2294297550420128,0.25000000000001255,-0.02057024495799976,0.0007040626929256015
C5,0.2066099376267935,0.25,-0.04339006237320651,0.0
C6,0.26541562195822255,0.25,0.015415621958222573,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,-0.0908407604657895,-0.09084076046581625,2.67500038842356e-14,0.0
C8B,-0.09084076046574581,-0.09084076046581625,7.044867102706426e-14,0.0
C9,-0.1816815209316325,-0.1816815209316325,0.0,0.0
C10,0.02795791490094977,0.0,0.02795791490094977,0.0
C11,-0.058805684331429076,0.0,-0.058805684331429076,0.0
C12,0.21118534450360854,0.24999999999994102,-0.03881465549633249,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.8608933636136739,0.8704330513414833,-0.009539687727809403,-5.821513604174691e-06
Ct2,0.8603612023152942,0.8704330513416263,-0.010071849026332055,-6.7195230938531185e-06
Ctt,0.7858239317492938,0.77930958013423,0.0065143516150637775,1.053573271549635e-05
Cμ1,-0.501919445775298,-0.5173350677334907,0.015415621958192722,0.015415621958224419
Cμ2,-0.3200352827527261,-0.3354509047110338,0.015415621958307703,0.015415621958235573
Cμt1,-0.2728262445337311,-0.27282624453376014,2.903242239736766e-14,2.047087704804794e-14
Cμt2,-0.45471040755622666,-0.45471040755621706,-9.602695301275536e-15,2.037923559936409e-14
