C,full,bubble,vertex,vertex_T
C1,0.685034413493765,0.6745093747459944,0.010525038747770667,-6.9407211670915e-06
C4,-0.11482001137897264,-0.11482001137886887,-1.0378481666681888e-13,-4.0402343978479304e-18
C5,0.2570505759027099,0.25,0.007050575902709922,0.0
C6,0.2400151190923086,0.25,-0.009984880907691389,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,0.005615024025743373,3.993978444072923e-14,0.005615024025703434,0.0
C8B,0.0056112576770764545,3.993978444072923e-14,0.005611257677036515,0.0
C9,7.987956888145846e-14,7.987956888145846e-14,0.0,0.0
C10,-0.0029316542864280706,0.0,-0.0029316542864280706,0.0
C11,0.01703545681040131,0.0,0.01703545681040131,0.0
C12,-0.12272539289198842,-0.12272539289197655,-1.1864891170981508e-14,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.5652278102392723,0.5640677273082233,0.0011600829310489513,5.821513604174691e-06
Ct2,0.5661105327421059,0.5640677273082233,0.0020428054338825323,6.7195230938531185e-06
Ctt,0.4664654302835561,0.46906349189227003,-0.002598061608713948,-1.053573271549635e-05
Cμ1,-0.4363778671299173,-0.42639298622224836,-0.009984880907668933,-0.009984880907691274
Cμ2,-0.4363778671299388,-0.42639298622224836,-0.009984880907690478,-0.00998488090770121
Cμt1,-0.36376832604495224,-0.3637683260449475,-4.694792313848102e-15,-1.834793601773743e-14
Cμt2,-0.3637683260449427,-0.3637683260449475,4.8561821778050264e-15,-1.834505149785754e-14
