C,full,bubble,vertex,vertex_T
C1,0.9157091214123598,0.9772439147981686,-0.06153479338580877,6.9407211670915e-06
C4,0.22942975504201274,0.25000000000001266,-0.02057024495799991,0.0007040626929255058
C5,0.20660993762679342,0.25,-0.0433900623732066,0.0
C6,0.2654156219582226,0.25,0.015415621958222592,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,-0.0908407604657888,-0.0908407604658163,2.749118324486408e-14,0.0
C8B,-0.09084076046574667,-0.0908407604658163,6.961897385578226e-14,0.0
C9,-0.1816815209316326,-0.1816815209316326,0.0,0.0
C10,0.027957914900949697,0.0,0.027957914900949697,0.0
C11,-0.05880568433142919,0.0,-0.05880568433142919,0.0
C12,0.2111853445036087,0.24999999999994107,-0.038814655496332354,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.8608933636136729,0.8704330513414832,-0.009539687727810279,-5.821513604174691e-06
Ct2,0.8603612023152947,0.8704330513416263,-0.010071849026331597,-6.7195230938531185e-06
Ctt,0.7858239317492937,0.7793095801342299,0.0065143516150637775,1.053573271549635e-05
Cμ1,-0.5019194457752965,-0.5173350677334907,0.015415621958194287,0.015415621958226081
Cμ2,-0.32003528275272397,-0.33545090471103384,0.015415621958309868,0.015415621958238042
Cμt1,-0.2728262445337312,-0.27282624453376025,2.904674932027403e-14,2.0473011842125526e-14
Cμt2,-0.4547104075562267,-0.4547104075562171,-9.606605198871653e-15,2.037356739040622e-14
