C,full,bubble,vertex,vertex_T
C1,0.6850344134937653,0.6745093747459947,0.010525038747770573,-6.9407211670915e-06
C4,-0.11482001137897237,-0.11482001137886837,-1.0399903134303886e-13,-1.3604862516208347e-16
C5,0.25705057590270974,0.25,0.007050575902709757,0.0
C6,0.24001511909230863,0.25,-0.009984880907691356,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,0.005615024025743578,3.987098706950043e-14,0.005615024025703707,0.0
C8B,0.005611257677076157,3.987098706950043e-14,0.005611257677036286,0.0
C9,7.974197413900086e-14,7.974197413900086e-14,0.0,0.0
C10,-0.0029316542864281604,0.0,-0.0029316542864281604,0.0
C11,0.01703545681040111,0.0,0.01703545681040111,0.0
C12,-0.12272539289198807,-0.12272539289197608,-1.1994492926819538e-14,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.5652278102392725,0.5640677273082235,0.001160082931049021,5.821513604174691e-06
Ct2,0.5661105327421061,0.5640677273082235,0.0020428054338825366,6.7195230938531185e-06
Ctt,0.46646543028355636,0.4690634918922703,-0.002598061608713968,-1.053573271549635e-05
Cμ1,-0.43637786712991383,-0.42639298622224847,-0.009984880907665349,-0.009984880907687633
Cμ2,-0.4363778671299351,-0.42639298622224836,-0.009984880907686755,-0.009984880907697623
Cμt1,-0.3637683260449522,-0.36376832604494747,-4.696125481576532e-15,-1.834271450007474e-14
Cμt2,-0.3637683260449428,-0.36376832604494763,4.85430702005683e-15,-1.83431010181494e-14
