C,full,bubble,vertex,vertex_T
C1,0.7126577051681549,0.7272439147981686,-0.014586209630013804,6.9407211670915e-06
C4,0.0034593134288415767,-3.768108995785096e-15,0.003459313428845345,-2.2491432610952408e-07
C5,0.23852509513555412,0.25,-0.011474904864445872,0.0
C6,0.25831178755095213,0.25,0.008311787550952155,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,0.029579384983077744,0.029579384983113455,-3.5710722124616126e-14,0.0
C8B,0.02957938498308281,0.029579384983113455,-3.06444317631796e-14,0.0
C9,0.05915876996622691,0.05915876996622691,0.0,0.0
C10,0.0031599452056813387,0.0,0.0031599452056813387,0.0
C11,-0.019786692415398034,0.0,-0.019786692415398034,0.0
C12,0.0058482331817204716,4.825236460865956e-14,0.005848233181672219,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.6185965991096066,0.6204330513415548,-0.0018364522319481967,-5.821513604174691e-06
Ct2,0.6180398984969416,0.6204330513415548,-0.002393152844613128,-6.7195230938531185e-06
Ctt,0.5305781259926109,0.52930958013423,0.0012685458583808304,1.053573271549635e-05
Cμ1,-0.4180811986713259,-0.42639298622226623,0.008311787550940291,0.008311787550955302
Cμ2,-0.41808119867126814,-0.4263929862222663,0.008311787550998172,0.008311787550962428
Cμt1,-0.3637683260449641,-0.36376832604497283,8.722335779981729e-15,5.682528557947302e-15
Cμt2,-0.3637683260449838,-0.3637683260449728,-1.1044825739105373e-14,5.6676274740702365e-15
