C,full,bubble,vertex,vertex_T
C1,0.6850344134937644,0.6745093747459943,0.010525038747770084,-6.9407211670915e-06
C4,-0.11482001137897245,-0.11482001137886867,-1.0377975059967633e-13,-1.3854792292739893e-16
C5,0.25705057590270974,0.25,0.0070505759027097445,0.0
C6,0.24001511909230866,0.25,-0.009984880907691352,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,0.005615024025747332,4.35045780900975e-14,0.005615024025703828,0.0
C8B,0.005611257677080051,4.35045780900975e-14,0.005611257677036546,0.0
C9,8.7009156180195e-14,8.7009156180195e-14,0.0,0.0
C10,-0.0029316542864281513,0.0,-0.0029316542864281513,0.0
C11,0.017035456810401098,0.0,0.017035456810401098,0.0
C12,-0.12272539289198794,-0.12272539289197598,-1.196568202639273e-14,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.565227810239272,0.5640677273082233,0.0011600829310487568,5.821513604174691e-06
Ct2,0.5661105327421055,0.5640677273082233,0.0020428054338822443,6.7195230938531185e-06
Ctt,0.46646543028355636,0.4690634918922703,-0.002598061608713969,-1.053573271549635e-05
Cμ1,-0.436377867129912,-0.4263929862222468,-0.009984880907665217,-0.009984880907687633
Cμ2,-0.4363778671299334,-0.4263929862222467,-0.00998488090768671,-0.009984880907697578
Cμt1,-0.3637683260449503,-0.3637683260449457,-4.626519426006838e-15,-2.0047132356926234e-14
Cμt2,-0.36376832604494086,-0.3637683260449458,4.918241228354729e-15,-2.005182532603e-14
