C,full,bubble,vertex,vertex_T
C1,0.6878224884045404,0.6745093747459955,0.013313113658544942,-6.9407211670915e-06
C4,-0.11482001137897085,-0.11482001137886766,-1.0319669273195124e-13,-1.2273586249657166e-18
C5,0.25705057590271124,0.25,0.007050575902711256,0.0
C6,0.2400151190923051,0.25,-0.009984880907694907,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,0.005615024025759037,5.47968023674859e-14,0.0056150240257042405,0.0
C8B,0.005611257677091804,5.47968023674859e-14,0.005611257677037008,0.0
C9,1.095936047349718e-13,1.095936047349718e-13,0.0,0.0
C10,-0.0029316542864259443,0.0,-0.0029316542864259443,0.0
C11,0.017035456810406177,0.0,0.017035456810406177,0.0
C12,-0.1227253928919867,-0.12272539289197489,-1.1811007777943503e-14,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.5640617704473444,0.5640677273082245,-5.956860880158984e-06,5.821513604174691e-06
Ct2,0.5664685750758776,0.5640677273082245,0.0024008477676530776,6.7195230938531185e-06
Ctt,0.46556210051810876,0.4690634918922716,-0.00350139137416286,-1.053573271549635e-05
Cμ1,-0.4363778671299144,-0.4263929862222416,-0.009984880907672813,-0.009984880907695183
Cμ2,-0.4363778671299348,-0.4263929862222416,-0.009984880907693242,-0.009984880907704153
Cμt1,-0.36376832604494463,-0.36376832604494025,-4.398908511821683e-15,-2.5173975807617984e-14
Cμt2,-0.3637683260449351,-0.36376832604494025,5.150256479907927e-15,-2.5156203968919722e-14
