C,full,bubble,vertex,vertex_T
C1,0.6850344134937651,0.6745093747459945,0.010525038747770615,-6.9407211670915e-06
C4,-0.11482001137897263,-0.1148200113788688,-1.0383316216290513e-13,-5.578623947555863e-17
C5,0.25705057590270985,0.25,0.00705057590270987,0.0
C6,0.24001511909230863,0.25,-0.009984880907691378,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,0.005615024025743422,3.997864224659099e-14,0.005615024025703443,0.0
C8B,0.005611257677076504,3.997864224659099e-14,0.0056112576770365255,0.0
C9,7.995728449318198e-14,7.995728449318198e-14,0.0,0.0
C10,-0.002931654286428118,0.0,-0.002931654286428118,0.0
C11,0.01703545681040125,0.0,0.01703545681040125,0.0
C12,-0.12272539289198835,-0.12272539289197648,-1.1859078343381668e-14,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.5652278102392724,0.5640677273082234,0.0011600829310489495,5.821513604174691e-06
Ct2,0.5661105327421059,0.5640677273082233,0.0020428054338825323,6.7195230938531185e-06
Ctt,0.4664654302835562,0.46906349189227015,-0.0025980616087139512,-1.053573271549635e-05
Cμ1,-0.43637786712991583,-0.4263929862222484,-0.009984880907667424,-0.009984880907689765
Cμ2,-0.4363778671299374,-0.42639298622224836,-0.009984880907689037,-0.00998488090769977
Cμt1,-0.3637683260449522,-0.36376832604494747,-4.695664012394779e-15,-1.8348491129249743e-14
Cμt2,-0.3637683260449427,-0.3637683260449475,4.8561002971417164e-15,-1.834505149785761e-14
