C,full,bubble,vertex,vertex_T
C1,0.9157091214123568,0.9772439147981687,-0.06153479338581187,6.9407211670915e-06
C4,0.22942975504201407,0.2500000000000113,-0.020570244957997245,0.0007040626929255629
C5,0.20660993762677407,0.25,-0.043390062373225936,0.0
C6,0.2654156219582226,0.25,0.015415621958222584,0.0
C7,0.1833297552643287,0.25,-0.06667024473567128,0.0
C8A,-0.09084076046581833,-0.09084076046584293,2.458709320385739e-14,0.0
C8B,-0.09084076046577018,-0.09084076046584293,7.274659690732131e-14,0.0
C9,-0.18168152093168585,-0.18168152093168585,0.0,0.0
C10,0.027957914900969136,0.0,0.027957914900969136,0.0
C11,-0.058805684331448525,0.0,-0.058805684331448525,0.0
C12,0.2111853445036051,0.2499999999999382,-0.038814655496333096,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.8608933636136745,0.8704330513414817,-0.009539687727807177,-5.821513604174691e-06
Ct2,0.8603612023152957,0.8704330513416281,-0.010071849026332432,-6.7195230938531185e-06
Ctt,0.7858239317492958,0.77930958013423,0.006514351615065755,1.053573271549635e-05
Cμ1,-0.501919445775325,-0.5173350677335179,0.015415621958192915,0.015415621958224941
Cμ2,-0.32003528275269894,-0.3354509047110076,0.015415621958308645,0.015415621958236578
Cμt1,-0.2728262445337056,-0.2728262445337346,2.90561763221078e-14,2.1486325631030176e-14
Cμt2,-0.4547104075562544,-0.4547104075562448,-9.576077566029849e-15,2.1404823091899558e-14
