Key,Values
G1a,"[(0.19436531417056324+1.181708858468718e-17j), (-2.948386081497698e-07+4.0202206435220814e-17j), (2.8180631086585827e-07-1.8414534818709268e-17j), (-0.059272903816642325-2.552099135847047e-17j), (1.4428226539818175e-07+5.2504214059356286e-17j), (0.014797831367167872+1.7746556838941808e-16j), (-1.7250308532882985e-07-1.0927611361672427e-16j), (0.03181302553424696+2.977161281390871e-17j), (-6.632455844149781e-08+4.3279069792004014e-17j), (4.6977220961672274e-08-1.343585790685199e-17j), (-0.005904439698924856-2.6193190216467132e-17j), (1.2668440914918323e-07-7.063836064541903e-18j), (-0.019700210220912798-6.055247530878573e-17j), (9.661055348604837e-11-7.331964345825756e-17j), (0.0009428221140044496-1.2620712150717897e-16j), (-9.025912954329727e-09+7.449299931997153e-17j), (0.002418404894344738-6.868079666778194e-18j), (-9.521321060678297e-08-2.1033944801789476e-17j), (0.012667822257225334-3.127952509890606e-17j), (5.2656617193559264e-08-2.943947298723359e-17j), (-1.9335932333726852e-08+6.323486061218918e-18j), (0.0006644379659684713+1.0761719341689515e-17j), (-1.671008742435654e-08-7.595007285701718e-17j), (-0.0007566327032427144+2.2231147657031585e-17j), (7.017939450531451e-08+2.6323109782320137e-18j), (-0.007916236337622052-9.717414298963237e-17j), (-7.63450916668039e-08-1.5194735969106079e-16j), (-0.0014379833040449846+1.2033804920432048e-16j), (3.621927415787504e-08-7.667023941860579e-17j), (-0.001227539698784114-4.230283664644872e-17j), (3.859202986125301e-08-5.688578389614022e-17j), (-1.447884924696502e-05-7.425121949268121e-17j), (-6.480533162691676e-08+2.1920858647812644e-17j), (0.004489203178647309-2.0521080352492565e-17j), (-2.192741958878845e-08+4.71769681391533e-17j)]"
G1b,(-0.7774612566822535-4.700139549910524e-19j)
G1c,"[(0.5000002932326207+1.3463775184412803e-17j), (-0.2701848207078421+1.5341460740669888e-17j), (-0.09061733790444657-6.940015262066764e-17j), (4.1253117123210815e-08+9.766884624702509e-18j), (0.054919756564790624+3.626402157079836e-17j), (1.6222638835389145e-08+1.784172124100541e-16j), (0.018566486614152368-1.511919929531036e-16j), (-3.213903071986307e-08+7.339435642815871e-17j), (-0.024225630626668125+7.92009687000661e-17j), (-0.00393177408332242+4.0010823555511794e-17j), (7.867368187863773e-09-7.678091192112112e-17j), (-0.00862678050875378+5.692061405548898e-18j), (3.475674976242323e-08-2.9547475676701764e-18j), (0.014064775927375523-1.1586574744377041e-16j), (-9.589462662374362e-09-1.2806558720594584e-16j), (0.0018787747246070505+1.251169307048272e-16j), (-5.735198126828986e-09-1.687618104351811e-17j), (0.00537061577258545-9.703609443745265e-18j), (-2.7719411329400082e-08-1.063109870248916e-16j), (-0.009503171839206816-5.209591438792849e-17j), (-0.0008337147418966021+1.0525742039542928e-16j), (8.852658687878762e-09-6.194208313697086e-17j), (-0.0010986704582864374-4.946672411965114e-17j), (3.151873891866305e-09-3.9939097247828955e-17j), (-0.003980474367113483-7.739423124165489e-17j), (1.8314411644806137e-08-2.0867835031260938e-16j), (0.006854066317949676-2.3254950753687914e-16j), (-1.2945076166722983e-08+1.497338932067174e-16j), (0.00042764487158549315-1.1058862159352145e-16j), (-1.1296290838376797e-08-4.044526653884059e-17j), (0.0007693736627340538-2.205267218835516e-16j), (-2.695603472449475e-09-1.481338008689369e-16j), (0.0036583803551059617-6.37781927964598e-17j), (-9.251062940057922e-09-4.7781618452332867e-17j), (-0.0032356107215245488+8.551644635479416e-17j)]"
G1d,"[(0.19436531417056324+1.181708858468718e-17j), (-2.948386081497698e-07+4.0202206435220814e-17j), (2.8180631086585827e-07-1.8414534818709268e-17j), (-0.059272903816642325-2.552099135847047e-17j), (1.4428226539818175e-07+5.2504214059356286e-17j), (0.014797831367167872+1.7746556838941808e-16j), (-1.7250308532882985e-07-1.0927611361672427e-16j), (0.03181302553424696+2.977161281390871e-17j), (-6.632455844149781e-08+4.3279069792004014e-17j), (4.6977220961672274e-08-1.343585790685199e-17j), (-0.005904439698924856-2.6193190216467132e-17j), (1.2668440914918323e-07-7.063836064541903e-18j), (-0.019700210220912798-6.055247530878573e-17j), (9.661055348604837e-11-7.331964345825756e-17j), (0.0009428221140044496-1.2620712150717897e-16j), (-9.025912954329727e-09+7.449299931997153e-17j), (0.002418404894344738-6.868079666778194e-18j), (-9.521321060678297e-08-2.1033944801789476e-17j), (0.012667822257225334-3.127952509890606e-17j), (5.2656617193559264e-08-2.943947298723359e-17j), (-1.9335932333726852e-08+6.323486061218918e-18j), (0.0006644379659684713+1.0761719341689515e-17j), (-1.671008742435654e-08-7.595007285701718e-17j), (-0.0007566327032427144+2.2231147657031585e-17j), (7.017939450531451e-08+2.6323109782320137e-18j), (-0.007916236337622052-9.717414298963237e-17j), (-7.63450916668039e-08-1.5194735969106079e-16j), (-0.0014379833040449846+1.2033804920432048e-16j), (3.621927415787504e-08-7.667023941860579e-17j), (-0.001227539698784114-4.230283664644872e-17j), (3.859202986125301e-08-5.688578389614022e-17j), (-1.447884924696502e-05-7.425121949268121e-17j), (-6.480533162691676e-08+2.1920858647812644e-17j), (0.004489203178647309-2.0521080352492565e-17j), (-2.192741958878845e-08+4.71769681391533e-17j)]"
G1f,"[(0.5000002932326207+1.3463775184412803e-17j), (-0.2701848207078421+1.5341460740669888e-17j), (-0.09061733790444657-6.940015262066764e-17j), (4.1253117123210815e-08+9.766884624702509e-18j), (0.054919756564790624+3.626402157079836e-17j), (1.6222638835389145e-08+1.784172124100541e-16j), (0.018566486614152368-1.511919929531036e-16j), (-3.213903071986307e-08+7.339435642815871e-17j), (-0.024225630626668125+7.92009687000661e-17j), (-0.00393177408332242+4.0010823555511794e-17j), (7.867368187863773e-09-7.678091192112112e-17j), (-0.00862678050875378+5.692061405548898e-18j), (3.475674976242323e-08-2.9547475676701764e-18j), (0.014064775927375523-1.1586574744377041e-16j), (-9.589462662374362e-09-1.2806558720594584e-16j), (0.0018787747246070505+1.251169307048272e-16j), (-5.735198126828986e-09-1.687618104351811e-17j), (0.00537061577258545-9.703609443745265e-18j), (-2.7719411329400082e-08-1.063109870248916e-16j), (-0.009503171839206816-5.209591438792849e-17j), (-0.0008337147418966021+1.0525742039542928e-16j), (8.852658687878762e-09-6.194208313697086e-17j), (-0.0010986704582864374-4.946672411965114e-17j), (3.151873891866305e-09-3.9939097247828955e-17j), (-0.003980474367113483-7.739423124165489e-17j), (1.8314411644806137e-08-2.0867835031260938e-16j), (0.006854066317949676-2.3254950753687914e-16j), (-1.2945076166722983e-08+1.497338932067174e-16j), (0.00042764487158549315-1.1058862159352145e-16j), (-1.1296290838376797e-08-4.044526653884059e-17j), (0.0007693736627340538-2.205267218835516e-16j), (-2.695603472449475e-09-1.481338008689369e-16j), (0.0036583803551059617-6.37781927964598e-17j), (-9.251062940057922e-09-4.7781618452332867e-17j), (-0.0032356107215245488+8.551644635479416e-17j)]"
G1a_,"[(0.2007566188196154-4.092487009521289e-17j), (0.0033971723975537824-1.8731649333745407e-17j), (0.00015605494256808403+1.3664830070335726e-16j), (-0.0639650502201617+4.9842848228836015e-17j), (-0.0023697263675418485+3.3940610196479815e-18j), (0.017947191119083886+1.2409393108852162e-16j), (-0.0001740888023762923+8.809142651444724e-17j), (0.03532010767449023-5.091571654301e-17j), (0.0017535004414689767-3.5211522355521493e-17j), (6.786643322649188e-05+2.6851562016826246e-18j), (-0.008042762361530816-1.622300891817941e-17j), (0.0001709842550811888-3.700723220370061e-17j), (-0.02233035558945134-6.680160876658855e-17j), (-0.0013915785917814124-1.1831577625504291e-17j), (0.002137998403314517-1.7893844635579984e-16j), (-0.00010304346475262558-7.985354680761497e-17j), (0.0038507946757291235-2.666883493315225e-17j), (-0.00023002242219842995-2.5591371113357017e-17j), (0.014602023525646943-6.684919200576505e-17j), (0.0011337163274292527+3.572651838745644e-17j), (0.00013894072931132503-2.925919722651738e-16j), (7.212493489166631e-05-3.4692113454565136e-17j), (0.00018291408868949466+5.3791250720052264e-17j), (-0.0017231464012488033-1.4982775784405688e-17j), (0.00033200794312271024-7.376488499146585e-17j), (-0.00928344778930771-2.858779020907057e-17j), (-0.0009190292102184994+1.4078873429492628e-16j), (-0.001309560746771907-7.804302399311907e-17j), (-0.00018740483661697558+1.0350513168305935e-16j), (-0.0009181467946997228-3.258729380337253e-17j), (-0.0002777096466492144-3.6481346300075326e-17j), (0.0007171273691328474-1.764862866054131e-17j), (-0.00046030285161193006+6.559423143537302e-18j), (0.005396791137004858-3.703369201268982e-18j), (0.000773322988252037+1.2501056729163127e-16j)]"
G1b_,(-0.7774612566822533-4.700139549910524e-19j)
G1c_,"[(-0.4999997067673793-1.351807795040019e-17j), (-0.270184820707842+3.333921680392926e-17j), (-0.0906173379044464-1.0789829498353902e-16j), (4.1253117163156366e-08-1.0717517352826676e-16j), (0.0549197565647906-6.51275162814359e-17j), (1.6222639190283883e-08-2.1547615153276074e-16j), (0.01856648661415261-1.4783096621839853e-16j), (-3.213903071612976e-08+1.4712528437575913e-17j), (-0.024225630626668087+6.451002926288751e-18j), (-0.0039317740833221615+1.1887628550970638e-16j), (7.867368496075247e-09+1.0631118358525027e-16j), (-0.008626780508753805+8.423573253854566e-17j), (3.4756749613734955e-08+8.379764031534471e-17j), (0.01406477592737521+3.262417175611603e-17j), (-9.589462618191764e-09+2.8355819333228705e-16j), (0.0018787747246072574+1.8862407295816563e-16j), (-5.735198199036181e-09+4.9501338319564034e-17j), (0.005370615772585508+1.7320129705455933e-17j), (-2.7719411365567555e-08+1.2256883515468197e-16j), (-0.009503171839206726-9.939423416260862e-17j), (-0.0008337147418959689+6.519277352366217e-16j), (8.852658876212738e-09+3.406363829409908e-16j), (-0.0010986704582864014+4.631576155586514e-18j), (3.1518738297967647e-09+5.306324235051e-18j), (-0.003980474367113603+3.7298703669435395e-17j), (1.8314411735882564e-08+5.95992295544385e-17j), (0.006854066317949576-1.8512243875421636e-16j), (-1.2945076240110946e-08+2.4469468524107223e-16j), (0.000427644871585207+2.6834003769016235e-18j), (-1.1296291017168376e-08+3.428334462507534e-17j), (0.0007693736627340939+3.504683522559393e-17j), (-2.695603692381707e-09+4.456696586246282e-17j), (0.0036583803551056616-1.4137996329210978e-16j), (-9.251063051286986e-09-1.2967607995995435e-16j), (-0.003235610721524668-1.501891059435545e-16j)]"
G1g,(-0.4999999995136588+2.448613431834572e-17j)
G1h,(-0.5000000141519436+2.5587171270657905e-17j)
