Key,Values
C5_b,0.25
C5_v,"[(-0.03812329043826411+3.943272748664501e-14j), (0.001963231833386015+1.53009001070785e-14j), (0.0010615223682357783+3.049811849931767e-15j), (-0.004738209833201778+8.02805886114331e-15j), (0.0009588437970414181+6.060840577881477e-15j), (-0.0007179920735801556+1.9587153520576447e-15j), (0.0005207397751729069+1.268710239040037e-15j), (-0.0015995009684987376+3.1648282352286096e-15j), (0.0005278743369266927+3.029519778066843e-15j), (0.00025872024432792436+5.248140065968187e-16j), (-0.0002885992635251185+7.838596619411861e-16j), (0.00029059407902528624+6.730921030732777e-16j), (-0.0007088686031885946+1.511619592121224e-15j), (0.00031561913972879657+1.7369671906565545e-15j), (-0.00013815824704646205+3.478234776495397e-16j), (0.0001489474675294948+2.675812635242983e-16j), (-0.00015461317620771+3.5797711880704833e-16j), (0.00017877742399794968+4.292937186403058e-16j), (-0.0003515909635776719+7.744717144724327e-16j), (0.00020426757565926478+1.061242150850704e-15j), (9.161946332251751e-05+1.7617543996729646e-16j), (-8.872595564625644e-05+1.376199497321717e-16j), (9.757350842864816e-05+1.7044210556101826e-16j), (-9.987044123641477e-05+1.8453353755360977e-16j), (0.00012274898241269137+3.1917027458255647e-16j), (-0.0001897809685877933+4.413907058853198e-16j), (0.00014899367157853328+7.152373789752388e-16j), (-6.674829942657791e-05+6.10766046806977e-17j), (6.761940678599096e-05+8.827971155969096e-17j), (-6.89492166627232e-05+1.0511015267705409e-16j), (7.524285245265311e-05+1.487838200037625e-16j), (-7.870777852699553e-05+1.4642911328443412e-16j), (0.00010043162101455556+2.7083513792408937e-16j), (-0.00012367210180616906+2.7202497629754945e-16j), (0.0001388423315447217+5.575904371474261e-16j)]"
C5,"[(0.21187670956173588+3.943272748664501e-14j), (0.25196323183338604+1.53009001070785e-14j), (0.25106152236823576+3.049811849931767e-15j), (0.24526179016679822+8.02805886114331e-15j), (0.2509588437970414+6.060840577881477e-15j), (0.24928200792641986+1.9587153520576447e-15j), (0.2505207397751729+1.268710239040037e-15j), (0.24840049903150127+3.1648282352286096e-15j), (0.2505278743369267+3.029519778066843e-15j), (0.25025872024432794+5.248140065968187e-16j), (0.24971140073647488+7.838596619411861e-16j), (0.25029059407902526+6.730921030732777e-16j), (0.24929113139681142+1.511619592121224e-15j), (0.2503156191397288+1.7369671906565545e-15j), (0.24986184175295353+3.478234776495397e-16j), (0.25014894746752947+2.675812635242983e-16j), (0.2498453868237923+3.5797711880704833e-16j), (0.25017877742399797+4.292937186403058e-16j), (0.24964840903642233+7.744717144724327e-16j), (0.2502042675756593+1.061242150850704e-15j), (0.25009161946332253+1.7617543996729646e-16j), (0.24991127404435373+1.376199497321717e-16j), (0.25009757350842865+1.7044210556101826e-16j), (0.2499001295587636+1.8453353755360977e-16j), (0.2501227489824127+3.1917027458255647e-16j), (0.2498102190314122+4.413907058853198e-16j), (0.25014899367157856+7.152373789752388e-16j), (0.24993325170057343+6.10766046806977e-17j), (0.250067619406786+8.827971155969096e-17j), (0.24993105078333727+1.0511015267705409e-16j), (0.25007524285245264+1.487838200037625e-16j), (0.249921292221473+1.4642911328443412e-16j), (0.25010043162101453+2.7083513792408937e-16j), (0.24987632789819383+2.7202497629754945e-16j), (0.2501388423315447+5.575904371474261e-16j)]"
C6_b,0.25
C6_v,"[(0.010387223591113104-5.0366730887519346e-15j), (-0.004568397762553842-7.759661505531743e-16j), (-0.001874956707404664+7.294041906592781e-16j), (0.002485728347544001-1.257667780502318e-15j), (-0.0016170947988229062-5.939405845767117e-16j), (0.0006058772208105848-1.570126055925135e-16j), (-0.0007395295458359193+3.991404164580373e-16j), (0.0010203738669778712-4.2010388003833643e-16j), (-0.0007822627498553151-3.818793470120859e-16j), (-0.00031704119251395107+2.449257334620438e-16j), (0.0002652185464872327+3.3979190610291205e-17j), (-0.0003746328089188545+2.0938935015612066e-16j), (0.0004995210472420806-1.3550284055384101e-16j), (-0.0004360192822466012-2.4788365084599803e-16j), (0.00013111939260252538+8.188611317413565e-17j), (-0.00017136405075380607+1.3632007478645447e-16j), (0.00014634136566649624+7.440856277164891e-17j), (-0.0002180526044851175+1.0429936552457039e-16j), (0.00026613143648617085-1.5233672289592537e-17j), (-0.0002687089877336937-1.554850884948312e-16j), (-0.00010083323618042435+7.31626376486432e-17j), (8.434651043312113e-05+7.519907806051448e-17j), (-0.00010816583942248529+7.786773514249048e-17j), (9.524166091380756e-05+7.68730118489921e-17j), (-0.00014418021026278984+4.874900351713246e-17j), (0.00015426281682669323+3.598012053856621e-17j), (-0.00018653763729767505-9.919178520052806e-17j), (6.316407841872923e-05+6.698559847251942e-17j), (-7.277882129709012e-05+5.59766162282588e-17j), (6.536497109716462e-05+6.076225898044592e-17j), (-8.151360386945186e-05+4.8685765918470056e-17j), (7.47550699027059e-05+7.02534624032783e-17j), (-0.00011528585474525409+2.6568510474331342e-17j), (0.00010827671061814223+8.399276776234931e-17j), (-0.00016547500590666963-9.882126380309997e-17j)]"
C6,"[(0.2603872235911131-5.0366730887519346e-15j), (0.24543160223744614-7.759661505531743e-16j), (0.24812504329259533+7.294041906592781e-16j), (0.252485728347544-1.257667780502318e-15j), (0.2483829052011771-5.939405845767117e-16j), (0.25060587722081057-1.570126055925135e-16j), (0.24926047045416408+3.991404164580373e-16j), (0.2510203738669779-4.2010388003833643e-16j), (0.24921773725014468-3.818793470120859e-16j), (0.24968295880748606+2.449257334620438e-16j), (0.25026521854648726+3.3979190610291205e-17j), (0.24962536719108114+2.0938935015612066e-16j), (0.2504995210472421-1.3550284055384101e-16j), (0.2495639807177534-2.4788365084599803e-16j), (0.2501311193926025+8.188611317413565e-17j), (0.2498286359492462+1.3632007478645447e-16j), (0.2501463413656665+7.440856277164891e-17j), (0.24978194739551488+1.0429936552457039e-16j), (0.2502661314364862-1.5233672289592537e-17j), (0.2497312910122663-1.554850884948312e-16j), (0.24989916676381957+7.31626376486432e-17j), (0.2500843465104331+7.519907806051448e-17j), (0.2498918341605775+7.786773514249048e-17j), (0.2500952416609138+7.68730118489921e-17j), (0.2498558197897372+4.874900351713246e-17j), (0.2501542628168267+3.598012053856621e-17j), (0.24981346236270233-9.919178520052806e-17j), (0.2500631640784187+6.698559847251942e-17j), (0.24992722117870292+5.59766162282588e-17j), (0.25006536497109716+6.076225898044592e-17j), (0.24991848639613054+4.8685765918470056e-17j), (0.25007475506990273+7.02534624032783e-17j), (0.24988471414525473+2.6568510474331342e-17j), (0.25010827671061814+8.399276776234931e-17j), (0.24983452499409334-9.882126380309997e-17j)]"
C7_b,0.25
C7_v,(-0.04658540190631387+9.28090304741441e-16j)
C7,(0.20341459809368612+9.28090304741441e-16j)
C8A_b,"[(-0.09718265708528162-5.90854429234359e-18j), (1.474193040748849e-07-2.0101103217610407e-17j), (-1.4090315543292913e-07+9.207267409354634e-18j), (0.029636451908321162+1.2760495679235235e-17j), (-7.214113269909087e-08-2.6252107029678143e-17j), (-0.007398915683583936-8.873278419470904e-17j), (8.625154266441492e-08+5.463805680836214e-17j), (-0.01590651276712348-1.4885806406954354e-17j), (3.3162279220748905e-08-2.1639534896002007e-17j), (-2.3488610480836137e-08+6.717928953425995e-18j), (0.002952219849462428+1.3096595108233566e-17j), (-6.334220457459161e-08+3.5319180322709516e-18j), (0.009850105110456399+3.027623765439286e-17j), (-4.830527674302419e-11+3.665982172912878e-17j), (-0.0004714110570022248+6.310356075358948e-17j), (4.512956477164863e-09-3.724649965998577e-17j), (-0.001209202447172369+3.434039833389097e-18j), (4.7606605303391486e-08+1.0516972400894738e-17j), (-0.006333911128612667+1.563976254945303e-17j), (-2.6328308596779632e-08+1.4719736493616795e-17j), (9.667966166863426e-09-3.161743030609459e-18j), (-0.00033221898298423563-5.380859670844757e-18j), (8.35504371217827e-09+3.797503642850859e-17j), (0.0003783163516213572-1.1115573828515792e-17j), (-3.5089697252657254e-08-1.3161554891160069e-18j), (0.003958118168811026+4.8587071494816186e-17j), (3.817254583340195e-08+7.597367984553039e-17j), (0.0007189916520224923-6.016902460216024e-17j), (-1.810963707893752e-08+3.8335119709302896e-17j), (0.000613769849392057+2.115141832322436e-17j), (-1.9296014930626504e-08+2.844289194807011e-17j), (7.23942462348251e-06+3.7125609746340605e-17j), (3.240266581345838e-08-1.0960429323906322e-17j), (-0.0022446015893236547+1.0260540176246283e-17j), (1.0963709794394225e-08-2.358848406957665e-17j)]"
