Key,Values
C5_b,0.25
C5_v,"[(-0.03335860100922283+3.043367105534381e-14j), (0.0013890567653173902+1.1197337938319878e-14j), (0.0006365111043455895+9.69083103327361e-16j), (-0.0036247188664920325+5.607520476171031e-15j), (0.0005657407496341706+4.6364975159480065e-15j), (-0.0003063209255178435+1.0909921941022219e-15j), (0.00025181567645081655+2.242304162982363e-16j), (-0.0010255292325436235+1.961151730769116e-15j), (0.0002731640114356064+2.539957738535094e-15j), (9.189725455362898e-05-2.1021589569585698e-17j), (-6.989408404999486e-05+3.5598556535098295e-16j), (0.00011419577113900737+6.753552880147177e-17j), (-0.00037451366390471694+8.120632500738096e-16j), (0.0001451295222954382+1.6157884108350452e-15j), (-1.2510255006381304e-05+1.2808267100863781e-16j), (3.8399680590559316e-05-3.780842910501613e-17j), (-1.7772196079261936e-05+1.0584189168313151e-16j), (5.5624883295620994e-05+5.965957847503936e-17j), (-0.00013916966346163543+3.1639584957838484e-16j), (8.167687505918742e-05+1.084554124435741e-15j), (1.5123821446157098e-05-5.221853812532351e-18j), (-2.2678961565225316e-06-1.0654107057252274e-18j), (1.7433264888656752e-05-1.573279359925697e-17j), (-1.8292123534311559e-06+6.435071685363411e-18j), (2.8216552158438304e-05+8.55123097267426e-17j), (-3.656237639685837e-05+8.980028351264198e-17j), (4.87130463009849e-05+7.844559441154718e-16j), (-7.208544324599406e-07-3.5432443807917386e-17j), (7.095549446063556e-06-2.946547541164711e-17j), (2.8888763485081636e-07-5.583524099071937e-18j), (8.843156754689453e-06+2.3751111560333894e-17j), (5.046834144051399e-06-1.1593130317878196e-17j), (1.5685678562453568e-05+1.0402525899877937e-16j), (1.5136496566244099e-05-6.461012637497437e-17j), (3.908895022747741e-05+5.805667213865057e-16j)]"
C5,"[(0.21664139899077717+3.043367105534381e-14j), (0.25138905676531736+1.1197337938319878e-14j), (0.2506365111043456+9.69083103327361e-16j), (0.24637528113350796+5.607520476171031e-15j), (0.25056574074963417+4.6364975159480065e-15j), (0.24969367907448214+1.0909921941022219e-15j), (0.25025181567645083+2.242304162982363e-16j), (0.24897447076745638+1.961151730769116e-15j), (0.2502731640114356+2.539957738535094e-15j), (0.2500918972545536-2.1021589569585698e-17j), (0.24993010591595+3.5598556535098295e-16j), (0.250114195771139+6.753552880147177e-17j), (0.24962548633609527+8.120632500738096e-16j), (0.25014512952229545+1.6157884108350452e-15j), (0.24998748974499363+1.2808267100863781e-16j), (0.25003839968059055-3.780842910501613e-17j), (0.24998222780392074+1.0584189168313151e-16j), (0.25005562488329564+5.965957847503936e-17j), (0.24986083033653836+3.1639584957838484e-16j), (0.25008167687505917+1.084554124435741e-15j), (0.25001512382144614-5.221853812532351e-18j), (0.2499977321038435-1.0654107057252274e-18j), (0.2500174332648887-1.573279359925697e-17j), (0.24999817078764658+6.435071685363411e-18j), (0.25002821655215846+8.55123097267426e-17j), (0.24996343762360315+8.980028351264198e-17j), (0.250048713046301+7.844559441154718e-16j), (0.24999927914556755-3.5432443807917386e-17j), (0.25000709554944606-2.946547541164711e-17j), (0.25000028888763487-5.583524099071937e-18j), (0.2500088431567547+2.3751111560333894e-17j), (0.25000504683414404-1.1593130317878196e-17j), (0.25001568567856247+1.0402525899877937e-16j), (0.25001513649656626-6.461012637497437e-17j), (0.2500390889502275+5.805667213865057e-16j)]"
C6_b,0.25
C6_v,"[(0.008859150120733726-4.8711182994203415e-15j), (-0.003542241847602661-8.144512734818966e-16j), (-0.0012697454274396341+8.012194665139742e-16j), (0.0017582247584064774-1.3124413903279285e-15j), (-0.0010373321127658498-8.20736923319244e-16j), (0.0002801890607552707-3.177401187913945e-16j), (-0.00039370111669485104+3.628491706654397e-16j), (0.0006049098636565386-4.726201151851807e-16j), (-0.0004345400490038337-6.854810636807406e-16j), (-0.00011707858266351797+1.9455447884715922e-16j), (8.165333206641012e-05-9.522280202557736e-17j), (-0.00015825789119273495+1.6346680669711779e-16j), (0.00024371848357626288-1.6099478412747212e-16j), (-0.00021395190235201238-5.596330943478322e-16j), (2.1020290014926213e-05-2.0636842517255336e-17j), (-4.38944263570458e-05+9.089734885351908e-17j), (2.7680295215431947e-05-1.2414496772263654e-17j), (-7.153607826277915e-05+5.581040610633472e-17j), (9.685641592511989e-05-1.5800953385634546e-17j), (-0.00011460668971637666-4.58171155627244e-16j), (-1.547305993593563e-05+4.547605765207411e-17j), (6.717185669656423e-06+1.3036649768273396e-17j), (-1.8213131686462038e-05+3.5853740181895015e-17j), (8.344211665541394e-06+2.4005100321285102e-17j), (-3.428209729169089e-05-5.2163767954903155e-18j), (2.7878221259735997e-05+5.884951136524688e-17j), (-6.434986669059234e-05-4.134202193213239e-16j), (2.7327242815639698e-06+1.7580282878613658e-17j), (-6.4916924694677965e-06+2.3383771096753566e-17j), (2.230882564419076e-06+1.832332377652855e-17j), (-8.280771856841092e-06+1.6963289666163252e-18j), (-3.838173786720933e-07+3.844889045280004e-17j), (-1.8038327335257257e-05-3.1598224545171587e-17j), (-8.217081103606344e-06+1.2700839747014488e-16j), (-4.3382036229889706e-05-4.70252284540169e-16j)]"
C6,"[(0.25885915012073374-4.8711182994203415e-15j), (0.24645775815239734-8.144512734818966e-16j), (0.24873025457256037+8.012194665139742e-16j), (0.2517582247584065-1.3124413903279285e-15j), (0.24896266788723415-8.20736923319244e-16j), (0.2502801890607553-3.177401187913945e-16j), (0.24960629888330516+3.628491706654397e-16j), (0.2506049098636565-4.726201151851807e-16j), (0.24956545995099616-6.854810636807406e-16j), (0.24988292141733648+1.9455447884715922e-16j), (0.2500816533320664-9.522280202557736e-17j), (0.24984174210880727+1.6346680669711779e-16j), (0.25024371848357624-1.6099478412747212e-16j), (0.24978604809764798-5.596330943478322e-16j), (0.25002102029001494-2.0636842517255336e-17j), (0.24995610557364295+9.089734885351908e-17j), (0.25002768029521544-1.2414496772263654e-17j), (0.24992846392173723+5.581040610633472e-17j), (0.2500968564159251-1.5800953385634546e-17j), (0.24988539331028362-4.58171155627244e-16j), (0.24998452694006407+4.547605765207411e-17j), (0.25000671718566964+1.3036649768273396e-17j), (0.24998178686831354+3.5853740181895015e-17j), (0.25000834421166557+2.4005100321285102e-17j), (0.2499657179027083-5.2163767954903155e-18j), (0.2500278782212597+5.884951136524688e-17j), (0.2499356501333094-4.134202193213239e-16j), (0.2500027327242816+1.7580282878613658e-17j), (0.24999350830753053+2.3383771096753566e-17j), (0.2500022308825644+1.832332377652855e-17j), (0.24999171922814317+1.6963289666163252e-18j), (0.24999961618262131+3.844889045280004e-17j), (0.24998196167266473-3.1598224545171587e-17j), (0.2499917829188964+1.2700839747014488e-16j), (0.2499566179637701-4.70252284540169e-16j)]"
C7_b,0.25
C7_v,(-0.04380854555136934+7.556782098435263e-16j)
C7,(0.20619145444863066+7.556782098435263e-16j)
C8A_b,"[(-0.09776274746616535-2.8136912726067766e-17j), (1.0251970947492445e-05-2.374776899736826e-17j), (-2.0196845876554088e-05+3.910889920286738e-18j), (0.030706433793137058+2.674817285706615e-17j), (-5.057798041861641e-06-3.6421756538840853e-17j), (-0.009371419136100175-9.27051275174623e-17j), (1.2385978326281655e-05+7.938398321172989e-17j), (-0.01712759356092183-3.1619280002533245e-17j), (6.237635177845435e-07-5.181886837781369e-17j), (-2.138353432795353e-06-1.6069600829677785e-17j), (0.005113307752556649+1.4574370536285964e-17j), (-5.30283700706076e-06+1.6289251146631246e-17j), (0.01104309396251006+4.933749119833033e-17j), (8.634542968901e-07+3.6638493788654784e-17j), (-0.002707503807633356+6.377870390306088e-17j), (-6.487062562746467e-06-4.93288029944598e-17j), (-0.0032479699313265327-6.076914866831407e-19j), (2.358007134072191e-06+1.0786936893341229e-17j), (-0.007412682105528337-6.556516535741523e-18j), (1.0186150320306916e-06+2.7623281482562712e-17j), (1.5698586665682828e-05-6.098065236165345e-19j), (0.0016965622570883172-9.199712376933565e-18j), (9.996592676819068e-06+3.667008359906377e-17j), (0.002219319924753921-9.33170686639088e-18j), (-4.045751491256696e-06-1.3570769491017633e-17j), (0.004876973892797073+6.559921273707868e-17j), (-8.38483701050172e-06+1.0311765934646261e-16j), (-0.00110753104515408-5.117507424365517e-17j), (-1.909358214810294e-05+3.943336936806429e-17j), (-0.001242850885698017+1.88187193909916e-17j), (-8.220310142608002e-06+4.470588184779391e-17j), (-0.0016409971708376764+3.2463373636254964e-17j), (1.1963267216560196e-05-3.803152174928839e-17j), (-0.0029402382135066637-8.62237320182514e-18j), (1.9106698167733807e-05-1.5386908795481222e-17j)]"
