Key,Values
G1a,"[(0.1948709652303479+5.93540549887097e-17j), (5.342880713083697e-07+4.8011740140443025e-17j), (-7.310357067970015e-07-9.358911078483634e-18j), (-0.06018004672097046-3.500348622862376e-17j), (3.2971320397619544e-07+4.646546331353548e-17j), (0.0162900531992385+1.4573792552301974e-16j), (4.863093815304242e-07-1.126260765855313e-16j), (0.03280425577246285+3.9688537510207e-17j), (-6.09686112363496e-07+6.268267841275342e-17j), (-3.132580245458217e-07-7.478711934751808e-18j), (-0.007339234098627513-2.0143762656340583e-17j), (-4.5738960608664686e-07-4.419252908617443e-18j), (-0.020629708714737946-7.179209862662128e-17j), (7.030604810172407e-07-7.961102695513497e-17j), (0.00208292946187454-1.2448334202292978e-16j), (2.215436627737306e-07+8.026939339135262e-17j), (0.0036052185574065947-1.3361762843792913e-17j), (4.3709985022873537e-07-3.004329479638934e-17j), (0.013476008175230581-2.9966963848593594e-17j), (-7.112609925905268e-07-3.312535876341837e-17j), (-9.700910473590881e-08+1.765481228539386e-17j), (-9.250424186685064e-05+1.462397169158401e-17j), (-1.6046684214526484e-07-7.197744345376993e-17j), (-0.0017208271733271758+2.3232355232276992e-17j), (-4.45920465156393e-07+1.4410338896110167e-17j), (-0.008589512053067551-9.508691942385674e-17j), (5.798447004875249e-07-1.5300931510343738e-16j), (-0.001067331154889691+1.0718619800570363e-16j), (3.58597920028267e-08-8.083001696223786e-17j), (-0.0006653073756110017-4.324904588551844e-17j), (1.4610320815644705e-07-6.319478560304814e-17j), (0.0008443439937471351-7.759618523160314e-17j), (5.78729603506663e-07+2.187182601944645e-17j), (0.005014657669420772-2.1879130869378138e-17j), (-2.376279206696917e-07+3.6592156753441206e-17j)]"
G1b,(-0.7794838609213919-4.889209525949823e-19j)
G1c,"[(0.4999996682796641+4.0807877783558485e-17j), (-0.26938183701875495+1.5449880957918438e-17j), (-0.0908009249876454-6.43816349914017e-17j), (-6.192749500365251e-07+1.522302667492577e-17j), (0.05475158189701519+4.9969861690320194e-17j), (7.167496841072036e-08+1.820553496615844e-16j), (0.018424971847896692-1.4560835176480325e-16j), (2.5105313302825876e-07+6.987561736991276e-17j), (-0.024349094115449575+7.771019071289853e-17j), (-0.0036945144638578127+4.392553343749752e-17j), (6.27945864030925e-08-7.257686933840904e-17j), (-0.008440531516503725+4.892462303340839e-18j), (-7.308461237727409e-08-5.256610783634139e-19j), (0.01430740107901535-1.1638769462110518e-16j), (-3.282019619774484e-08-1.3096321658510848e-16j), (0.0017435903212130975+1.2113248772094298e-16j), (-4.078706472668878e-08-1.1398841662917565e-17j), (0.005269309155427967-8.483881999699072e-18j), (1.7021126816517816e-08-1.0371158210358873e-16j), (-0.009772992244326352-5.0523821237824507e-17j), (-0.0008305898232513105+1.0739891120103352e-16j), (7.249222085721057e-11-6.304090603697597e-17j), (-0.0011265797666016224-4.562797080269465e-17j), (2.3184249133230045e-08-3.695031429987952e-17j), (-0.00401001294258287-8.292042957026315e-17j), (-1.392846194846637e-09-2.1079313127850435e-16j), (0.00714970876729371-2.268896333833259e-16j), (2.954258718992465e-08+1.5373381481667532e-16j), (0.0005468343533768415-1.089623183347932e-16j), (1.162143812144885e-08-3.888018994828259e-17j), (0.0009503360444375292-2.1860226302738983e-16j), (-2.058737934205919e-08-1.4534999924852308e-16j), (0.003772433428603333-6.21247844834194e-17j), (1.545799829860312e-09-4.762981571388321e-17j), (-0.0037582302864669066+8.711564455921028e-17j)]"
G1d,"[(0.1948709652303479+5.93540549887097e-17j), (5.342880713083697e-07+4.8011740140443025e-17j), (-7.310357067970015e-07-9.358911078483634e-18j), (-0.06018004672097046-3.500348622862376e-17j), (3.2971320397619544e-07+4.646546331353548e-17j), (0.0162900531992385+1.4573792552301974e-16j), (4.863093815304242e-07-1.126260765855313e-16j), (0.03280425577246285+3.9688537510207e-17j), (-6.09686112363496e-07+6.268267841275342e-17j), (-3.132580245458217e-07-7.478711934751808e-18j), (-0.007339234098627513-2.0143762656340583e-17j), (-4.5738960608664686e-07-4.419252908617443e-18j), (-0.020629708714737946-7.179209862662128e-17j), (7.030604810172407e-07-7.961102695513497e-17j), (0.00208292946187454-1.2448334202292978e-16j), (2.215436627737306e-07+8.026939339135262e-17j), (0.0036052185574065947-1.3361762843792913e-17j), (4.3709985022873537e-07-3.004329479638934e-17j), (0.013476008175230581-2.9966963848593594e-17j), (-7.112609925905268e-07-3.312535876341837e-17j), (-9.700910473590881e-08+1.765481228539386e-17j), (-9.250424186685064e-05+1.462397169158401e-17j), (-1.6046684214526484e-07-7.197744345376993e-17j), (-0.0017208271733271758+2.3232355232276992e-17j), (-4.45920465156393e-07+1.4410338896110167e-17j), (-0.008589512053067551-9.508691942385674e-17j), (5.798447004875249e-07-1.5300931510343738e-16j), (-0.001067331154889691+1.0718619800570363e-16j), (3.58597920028267e-08-8.083001696223786e-17j), (-0.0006653073756110017-4.324904588551844e-17j), (1.4610320815644705e-07-6.319478560304814e-17j), (0.0008443439937471351-7.759618523160314e-17j), (5.78729603506663e-07+2.187182601944645e-17j), (0.005014657669420772-2.1879130869378138e-17j), (-2.376279206696917e-07+3.6592156753441206e-17j)]"
G1f,"[(0.4999996682796641+4.0807877783558485e-17j), (-0.26938183701875495+1.5449880957918438e-17j), (-0.0908009249876454-6.43816349914017e-17j), (-6.192749500365251e-07+1.522302667492577e-17j), (0.05475158189701519+4.9969861690320194e-17j), (7.167496841072036e-08+1.820553496615844e-16j), (0.018424971847896692-1.4560835176480325e-16j), (2.5105313302825876e-07+6.987561736991276e-17j), (-0.024349094115449575+7.771019071289853e-17j), (-0.0036945144638578127+4.392553343749752e-17j), (6.27945864030925e-08-7.257686933840904e-17j), (-0.008440531516503725+4.892462303340839e-18j), (-7.308461237727409e-08-5.256610783634139e-19j), (0.01430740107901535-1.1638769462110518e-16j), (-3.282019619774484e-08-1.3096321658510848e-16j), (0.0017435903212130975+1.2113248772094298e-16j), (-4.078706472668878e-08-1.1398841662917565e-17j), (0.005269309155427967-8.483881999699072e-18j), (1.7021126816517816e-08-1.0371158210358873e-16j), (-0.009772992244326352-5.0523821237824507e-17j), (-0.0008305898232513105+1.0739891120103352e-16j), (7.249222085721057e-11-6.304090603697597e-17j), (-0.0011265797666016224-4.562797080269465e-17j), (2.3184249133230045e-08-3.695031429987952e-17j), (-0.00401001294258287-8.292042957026315e-17j), (-1.392846194846637e-09-2.1079313127850435e-16j), (0.00714970876729371-2.268896333833259e-16j), (2.954258718992465e-08+1.5373381481667532e-16j), (0.0005468343533768415-1.089623183347932e-16j), (1.162143812144885e-08-3.888018994828259e-17j), (0.0009503360444375292-2.1860226302738983e-16j), (-2.058737934205919e-08-1.4534999924852308e-16j), (0.003772433428603333-6.21247844834194e-17j), (1.545799829860312e-09-4.762981571388321e-17j), (-0.0037582302864669066+8.711564455921028e-17j)]"
G1a_,"[(0.20102507468888323+3.0135501793044134e-18j), (0.0035452239273595083-1.5287250632045613e-17j), (0.00026784896858769887+9.933203007308806e-17j), (-0.06456093993258945+6.312986848467544e-17j), (-0.002318409038792026-1.5443104694340404e-17j), (0.019163722519013375+2.019302034338339e-16j), (-0.0002995662234654649+9.790345617544105e-17j), (0.036024143628557985-5.642770043719108e-17j), (0.0016455644209307024-3.447762908503904e-17j), (0.00014819325333674963-1.2579160463922876e-17j), (-0.009351556986193058-2.3308460736641724e-17j), (0.0002451361452901189-3.830621800662848e-17j), (-0.023025343632758363-6.532207247023082e-17j), (-0.0012630692441522031-1.1576881524188652e-17j), (0.0033822728266069586-1.922186791292679e-16j), (-0.00012083387784492268-8.944667923005412e-17j), (0.005038728223004218-3.000496590565254e-17j), (-0.00025351353219727114-1.8926017692801774e-17j), (0.015238895251530625-7.486038523930883e-17j), (0.001014878486332283+3.9654694458657325e-17j), (0.00011471526205127178-2.688625327712405e-16j), (-0.0009340536621111935-3.1270213098807525e-17j), (0.00015979826162044179+6.663512301778971e-17j), (-0.002775515251456362-1.6233645341660395e-17j), (0.00029990724104517967-7.121775534501995e-17j), (-0.009843919794356327-1.7122723052270153e-17j), (-0.0008490714631082918+1.4509166166697812e-16j), (-0.0005686122745379752-7.833978286043234e-17j), (-0.0001456796172353812+1.1297079426520195e-16j), (-4.245514153257334e-05-3.8186407098754767e-17j), (-0.00022076280687602755-3.922101358966312e-17j), (0.0016910485925075247-1.9960168383030315e-17j), (-0.00035452497289258973-8.72782748850831e-18j), (0.005843638210291604-1.1753288968986844e-17j), (0.0007315793633269593+1.2549640146519714e-16j)]"
G1b_,(-0.7794838609213917-4.889209525949823e-19j)
G1c_,"[(-0.5000003317203361-2.247172410199155e-17j), (-0.2693818370187549-8.348356728138384e-18j), (-0.09080092498764526-9.193995638680824e-17j), (-6.192749500143554e-07-9.769813505815436e-17j), (0.05475158189701517-4.7535488999911335e-17j), (7.167496872153202e-08-2.286904596490798e-16j), (0.018424971847896945-1.5102936262723077e-16j), (2.510531330283945e-07+4.375409900407417e-18j), (-0.02434909411544954+5.421010862427522e-18j), (-0.003694514463857541+1.2779331611359083e-16j), (6.279458669183516e-08+1.0535103534359057e-16j), (-0.008440531516503756+8.42628375928578e-17j), (-7.308461252892531e-08+7.927140788551351e-17j), (0.01430740107901503+2.236669437686501e-17j), (-3.282019619111456e-08+2.859924503778959e-16j), (0.0017435903212133005+1.9049432170570313e-16j), (-4.0787064804316355e-08+4.892767202114626e-17j), (0.005269309155428019+1.805196617188365e-17j), (1.7021126773281767e-08+1.2119064179455328e-16j), (-0.009772992244326255-1.0085790709546405e-16j), (-0.0008305898232506903+6.501711176993868e-16j), (7.249240662987946e-11+3.4729441971372333e-16j), (-0.00112657976660159+1.1213022155752428e-17j), (2.318424907447477e-08+4.844121041162627e-18j), (-0.004010012942582994+3.728375163073893e-17j), (-1.3928460948607171e-09+7.011681661908832e-17j), (0.007149708767293601-1.9022496522847626e-16j), (2.954258716550117e-08+2.396908580654551e-16j), (0.0005468343533765606+9.459663954936026e-18j), (1.1621437952285214e-08+3.394501617401258e-17j), (0.0009503360444375747+2.9571614254542133e-17j), (-2.0587379549031757e-08+3.9952067115592356e-17j), (0.0037724334286030454-1.454999315475547e-16j), (1.545799719658533e-09-1.285059049772983e-16j), (-0.0037582302864670202-1.3969944992475725e-16j)]"
G1g,(-0.4999999965550853+2.969697513073577e-18j)
G1h,(-0.4999999907349856+3.469446951953614e-18j)
