C,full,bubble,vertex,vertex_T
C1,0.020563060078107043,1.1102230246251565e-16,0.02056306007810693,-1.4254776336593402e-05
C4,-0.1804856800379453,-0.42625424744150475,0.24576856740355946,0.2457685674035637
C5,0.5067109955503799,0.25,0.2567109955503799,0.0
C6,0.18431998649626025,0.25,-0.06568001350373975,0.0
C7,0.18431998649626025,0.25,-0.06568001350373975,0.0
C8A,-0.05434985864711813,-5.421711048112262e-15,-0.05434985864711271,0.0
C8B,-0.05434985864711816,-5.421711048112262e-15,-0.05434985864711274,0.0
C9,-1.0843422096224525e-14,-1.0843422096224525e-14,0.0,0.0
C10,0.1912385937315921,0.0,0.1912385937315921,0.0
C11,0.32239100905411966,0.0,0.32239100905411966,0.0
C12,-0.363802844210424,-0.36380284421042564,1.5975150901637853e-15,0.0
C13,0.5,0.5,0.0,0.0
Ct1,-0.007109513504467063,2.220446049250313e-16,-0.007109513504467285,7.34956595833456e-06
Ct2,0.0018291043987931563,2.220446049250313e-16,0.0018291043987929342,7.2625734467054405e-06
Ctt,-0.0023711773747392712,2.220446049250313e-16,-0.0023711773747394933,-9.150200330671321e-06
Cμ1,-8.128180013503751,-9.381384558082573e-15,-8.128180013503743,-8.12818001350374
Cμ2,-8.980688508386937,-0.8525084948830188,-8.128180013503918,-8.128180013503918
Cμt1,-0.7276056884208594,-0.7276056884208593,-1.1229939860413112e-16,7.669685217594464e-15
Cμt2,-8.188255658540712e-15,-8.049116928532385e-15,-1.3913873000832757e-16,7.670343455775126e-15
