C,full,bubble,vertex,vertex_T
C1,0.6846270775760426,0.6738296253839609,0.010797452192081728,-1.4254776336593402e-05
C4,-0.11504467443533953,-0.11504467443533997,4.451715258963804e-16,-5.897697203434851e-17
C5,0.2562572123558655,0.25,0.006257212355865521,0.0
C6,0.24079776457522573,0.25,-0.009202235424774288,0.0
C7,0.18431998649626025,0.25,-0.06568001350373975,0.0
C8A,0.0050851795567682994,2.628749687072985e-15,0.0050851795567656705,0.0
C8B,0.005082742812096923,2.628749687072985e-15,0.005082742812094294,0.0
C9,5.25749937414597e-15,5.25749937414597e-15,0.0,0.0
C10,-0.0029436919810304257,0.0,-0.0029436919810304257,0.0
C11,0.015459447780639806,0.0,0.015459447780639806,0.0
C12,-0.12271552641133057,-0.12271552641133107,4.963339369056416e-16,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.5653191622864483,0.5638189591673644,0.001500203119083899,7.34956595833456e-06
Ct2,0.5662752878468511,0.5638189591673644,0.002456328679486713,7.2625734467054405e-06
Ctt,0.46607355200555206,0.46917363613274077,-0.003100084127188689,-9.150200330671321e-06
Cμ1,-0.43545648286627614,-0.4262542474415036,-0.009202235424772566,-0.009202235424772387
Cμ2,-0.43545648286627614,-0.42625424744150353,-0.009202235424772602,-0.009202235424772713
Cμt1,-0.3638028442104243,-0.36380284421042436,4.6989890024372864e-17,-1.1978477359856667e-15
Cμt2,-0.36380284421042436,-0.3638028442104244,4.702976263897672e-17,-1.1986430999231392e-15
