C,full,bubble,vertex,vertex_T
C1,0.7123704062364536,0.7267707338476942,-0.014400327611240542,1.4254776336593402e-05
C4,0.0034621957327252814,2.880555487385121e-16,0.0034621957327249935,-1.0379858986084295e-07
C5,0.23954324227365803,0.25,-0.010456757726341956,0.0
C6,0.25729768891350974,0.25,0.007297688913509733,0.0
C7,0.18431998649626025,0.25,-0.06568001350373975,0.0
C8A,0.02959294780490096,0.02959294780490044,5.215992555979974e-16,0.0
C8B,0.029592947804899454,0.02959294780490044,-9.863787006874058e-16,0.0
C9,0.05918589560980088,0.05918589560980088,0.0,0.0
C10,0.003157518948527222,0.0,0.003157518948527222,0.0
C11,-0.01775444663985169,0.0,-0.01775444663985169,0.0
C12,0.005647515671660164,-1.0232254835897491e-15,0.005647515671661187,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.6181487279082499,0.620290030303976,-0.0021413023957260746,-7.34956595833456e-06
Ct2,0.617568027600514,0.620290030303976,-0.0027220027034620614,-7.2625734467054405e-06
Ctt,0.5310227963084475,0.529410037822381,0.001612758486066414,9.150200330671321e-06
Cμ1,-0.41895655852799235,-0.4262542474415048,0.007297688913512459,0.007297688913512509
Cμ2,-0.41895655852799235,-0.4262542474415048,0.007297688913512473,0.007297688913512591
Cμt1,-0.3638028442104256,-0.3638028442104256,-1.459357847449965e-17,-1.3507055033733412e-16
Cμt2,-0.3638028442104256,-0.3638028442104256,-5.3206720933818514e-18,-1.463705019202583e-16
