Key,Values
C5_b,0.25
C5_v,"[(-0.03538112751956066+2.5962735586550922e-14j), (0.0013170074379094112+6.2705471837191816e-15j), (0.0004745034082149699+1.2516306477151116e-15j), (-0.0022143306088035354+1.9355687975926673e-15j), (0.0002631414806881619+8.886452594249563e-16j), (-0.00012176624942417662+1.3983976745658742e-16j), (0.00011194409538192344+2.9650117140287086e-16j), (-0.0003144800948865189+2.925316336171833e-16j), (5.183332983124567e-05+1.4284730896866777e-16j), (2.324176930502313e-05+2.2799949800703782e-17j), (-3.522120060356969e-05+5.596435664016128e-17j), (2.546858667216886e-05+6.543188566008606e-17j), (-5.2645027703582275e-05+7.582744144194054e-17j), (1.0266258521448728e-05+5.141783545249213e-17j), (-8.216503854270129e-06+6.891281529170621e-17j), (5.353127209610825e-06-4.649666639675254e-18j), (-9.612028977749791e-06+1.740528192043535e-17j), (5.6203565721912245e-06+2.194068437154453e-17j), (-9.369898918585165e-06+3.03555828074949e-17j), (2.0478467358977147e-06+1.394675099260163e-17j), (1.3039152223461096e-06+4.060559290658401e-17j), (-1.679820220142681e-06-2.6895283688954454e-18j), (1.2985797314489901e-06+6.901632204166317e-18j), (-2.3318086439116476e-06+1.8957911918771356e-18j), (1.2186689482473782e-06+1.824615548513267e-17j), (-1.7275022187377576e-06+3.507314213698408e-17j), (4.2545661181504177e-07+2.0332782213939074e-17j), (-3.980354850662785e-07-2.0088341048227404e-17j), (3.3134291993008966e-07-3.664188488206645e-18j), (-3.9350655020128236e-07+1.6466285112981034e-17j), (3.3205782620417144e-07+2.995243923925277e-17j), (-5.310100253827625e-07+2.6819887302913964e-17j), (2.7235520650755947e-07-1.6222881427454717e-20j), (-2.9711066411256927e-07+1.1418291486470109e-17j), (1.0293200993230589e-07-3.204769182280217e-17j)]"
C5,"[(0.21461887248043934+2.5962735586550922e-14j), (0.2513170074379094+6.2705471837191816e-15j), (0.250474503408215+1.2516306477151116e-15j), (0.24778566939119648+1.9355687975926673e-15j), (0.2502631414806882+8.886452594249563e-16j), (0.24987823375057583+1.3983976745658742e-16j), (0.2501119440953819+2.9650117140287086e-16j), (0.24968551990511348+2.925316336171833e-16j), (0.2500518333298312+1.4284730896866777e-16j), (0.250023241769305+2.2799949800703782e-17j), (0.24996477879939644+5.596435664016128e-17j), (0.2500254685866722+6.543188566008606e-17j), (0.24994735497229642+7.582744144194054e-17j), (0.25001026625852146+5.141783545249213e-17j), (0.24999178349614573+6.891281529170621e-17j), (0.2500053531272096-4.649666639675254e-18j), (0.24999038797102224+1.740528192043535e-17j), (0.2500056203565722+2.194068437154453e-17j), (0.2499906301010814+3.03555828074949e-17j), (0.2500020478467359+1.394675099260163e-17j), (0.25000130391522235+4.060559290658401e-17j), (0.24999832017977985-2.6895283688954454e-18j), (0.25000129857973147+6.901632204166317e-18j), (0.24999766819135608+1.8957911918771356e-18j), (0.25000121866894826+1.824615548513267e-17j), (0.24999827249778125+3.507314213698408e-17j), (0.25000042545661183+2.0332782213939074e-17j), (0.24999960196451493-2.0088341048227404e-17j), (0.25000033134291993-3.664188488206645e-18j), (0.2499996064934498+1.6466285112981034e-17j), (0.2500003320578262+2.995243923925277e-17j), (0.2499994689899746+2.6819887302913964e-17j), (0.2500002723552065-1.6222881427454717e-20j), (0.2499997028893359+1.1418291486470109e-17j), (0.2500001029320099-3.204769182280217e-17j)]"
C6_b,0.25
C6_v,"[(0.008965670145959288-1.209210940943164e-15j), (-0.0036055560997129464+9.798109884178758e-17j), (-0.0010540625585480996+3.0487353727813653e-16j), (0.0010411723722780243+3.8786392132164064e-17j), (-0.0005523796532810542+6.28831365951137e-17j), (9.27357811895175e-05+7.525403833549615e-17j), (-0.00020966366496392687+6.389903907715789e-17j), (0.00016981545911099296+3.2381118051227716e-17j), (-9.748973952020446e-05+2.1634187782225396e-17j), (-3.52228548373646e-05+2.3934047507748555e-17j), (2.4262227016670283e-05+1.798552285071383e-17j), (-4.4322129849875156e-05+1.4103399567801856e-17j), (3.0320675027567135e-05+4.674358194537807e-18j), (-1.804550692819466e-05-6.958024541326889e-19j), (5.866293401273788e-06-4.258517283806114e-18j), (-7.524400272545378e-06+6.393266433674074e-18j), (6.4323536069897945e-06+3.493638876524071e-18j), (-9.329699349128011e-06+2.3420267458755817e-18j), (5.639031174042845e-06-2.7621205788319674e-18j), (-3.421470572028058e-06-1.3893500400255099e-18j), (-1.7579434406586757e-06-8.506128437009929e-18j), (1.2923213753151674e-06+8.097359421078091e-19j), (-1.7894158529818032e-06-1.4392769825701277e-19j), (1.5656031110928234e-06+1.6178744647711435e-18j), (-1.9483533793031677e-06-3.383946876226141e-18j), (1.0784096481316664e-06-7.879650538994553e-18j), (-6.911018302910434e-07-3.9364859042416936e-18j), (3.198263042200286e-07+2.0272158079750865e-18j), (-4.295962474125869e-07+1.6934484116056482e-18j), (3.1494349680539473e-07-3.875846968175104e-18j), (-4.537637999685723e-07-7.181810367660487e-18j), (3.677852120941092e-07-6.916495603725515e-18j), (-4.109390196786873e-07+3.5968789702839694e-19j), (2.029819971530366e-07-1.2731654266010274e-18j), (-1.4978664680372688e-07+7.645223695152859e-18j)]"
C6,"[(0.2589656701459593-1.209210940943164e-15j), (0.24639444390028706+9.798109884178758e-17j), (0.2489459374414519+3.0487353727813653e-16j), (0.251041172372278+3.8786392132164064e-17j), (0.24944762034671894+6.28831365951137e-17j), (0.2500927357811895+7.525403833549615e-17j), (0.24979033633503608+6.389903907715789e-17j), (0.250169815459111+3.2381118051227716e-17j), (0.2499025102604798+2.1634187782225396e-17j), (0.24996477714516263+2.3934047507748555e-17j), (0.2500242622270167+1.798552285071383e-17j), (0.24995567787015013+1.4103399567801856e-17j), (0.25003032067502756+4.674358194537807e-18j), (0.2499819544930718-6.958024541326889e-19j), (0.25000586629340127-4.258517283806114e-18j), (0.24999247559972745+6.393266433674074e-18j), (0.250006432353607+3.493638876524071e-18j), (0.24999067030065086+2.3420267458755817e-18j), (0.25000563903117407-2.7621205788319674e-18j), (0.24999657852942797-1.3893500400255099e-18j), (0.24999824205655935-8.506128437009929e-18j), (0.2500012923213753+8.097359421078091e-19j), (0.249998210584147-1.4392769825701277e-19j), (0.2500015656031111+1.6178744647711435e-18j), (0.2499980516466207-3.383946876226141e-18j), (0.25000107840964814-7.879650538994553e-18j), (0.2499993088981697-3.9364859042416936e-18j), (0.2500003198263042+2.0272158079750865e-18j), (0.2499995704037526+1.6934484116056482e-18j), (0.2500003149434968-3.875846968175104e-18j), (0.24999954623620002-7.181810367660487e-18j), (0.2500003677852121-6.916495603725515e-18j), (0.24999958906098033+3.5968789702839694e-19j), (0.25000020298199715-1.2731654266010274e-18j), (0.2499998502133532+7.645223695152859e-18j)]"
C7_b,0.25
C7_v,(-0.05322355685752285-2.64764307955663e-16j)
C7,(0.19677644314247716-2.64764307955663e-16j)
C8A_b,"[(-0.08980005831697137-1.236209151103318e-17j), (1.6981658834121778e-07+1.0819886120066395e-19j), (-1.610145425282664e-08-4.7553934341394477e-20j), (0.01973802108421099+6.271814910957073e-18j), (-1.0404037120190057e-07-3.81142107708294e-18j), (0.00015290284856084036-8.511437801575423e-17j), (-2.8379908040589955e-08+3.430593720302164e-17j), (-0.006873942687439153-3.765779638184645e-18j), (5.399973445396283e-08-2.177645753890636e-17j), (1.9618026323915007e-08-2.3013673418662527e-17j), (-0.0012053917187460103+1.4097969868596566e-17j), (2.3964292361841718e-08+5.492145065628759e-18j), (0.002641795633698404+2.168700714685215e-17j), (-2.6593072617223858e-08+4.036433323336996e-17j), (0.0005684636832008103+5.906160094954356e-17j), (-5.8750116668467864e-09-3.606391827318998e-17j), (0.0007819548319570892+1.0192677070785364e-17j), (-1.4597543802978426e-08+9.415813636694372e-18j), (-0.0010534083960222842+2.325441173042945e-17j), (1.2895129871099935e-08+1.6010783479149028e-17j), (-6.717974270638774e-10-1.3854961343493736e-20j), (-0.00014630952722031616-1.3485411235641801e-17j), (5.123249434918423e-10+2.6580997509172176e-17j), (-0.0004012443547218597-2.7891385154676554e-18j), (7.919071102048193e-09+1.0798301253757983e-17j), (0.0004278988001314961+4.396957330792541e-17j), (-7.012186911725343e-09+5.839189485754511e-17j), (-2.0504712542210096e-05-4.05784001255795e-17j), (1.2933245970535674e-09+2.0819974225037903e-17j), (2.1318202628888998e-06+2.4998755494774347e-17j), (1.0918591650805478e-09+3.232706435599736e-17j), (0.00017936715108826147+3.3945427362526214e-17j), (-3.4963882433606506e-09+1.0393680109840799e-17j), (-0.00014124853718945217+2.0325066158308758e-17j), (1.5061910645893758e-09-3.457837338101186e-17j)]"
