Key,Values
G1a,"[(0.17960011663394274+2.472418302206636e-17j), (-3.3963317668243556e-07-2.163977224013279e-19j), (3.220290850565328e-08+9.510786868278895e-20j), (-0.03947604216842198-1.2543629821914146e-17j), (2.0808074240380113e-07+7.62284215416588e-18j), (-0.0003058056971216807+1.7022875603150846e-16j), (5.675981608117991e-08-6.861187440604328e-17j), (0.013747885374878307+7.53155927636929e-18j), (-1.0799946890792566e-07+4.355291507781272e-17j), (-3.923605264783001e-08+4.6027346837325053e-17j), (0.0024107834374920206-2.819593973719313e-17j), (-4.7928584723683435e-08-1.0984290131257518e-17j), (-0.005283591267396808-4.33740142937043e-17j), (5.3186145234447715e-08-8.072866646673992e-17j), (-0.0011369273664016207-1.1812320189908713e-16j), (1.1750023333693573e-08+7.212783654637996e-17j), (-0.0015639096639141785-2.038535414157073e-17j), (2.919508760595685e-08-1.8831627273388743e-17j), (0.0021068167920445685-4.65088234608589e-17j), (-2.579025974219987e-08-3.2021566958298056e-17j), (1.3435948541277547e-09+2.770992268698747e-20j), (0.0002926190544406323+2.6970822471283602e-17j), (-1.0246498869836846e-09-5.316199501834435e-17j), (0.0008024887094437194+5.578277030935311e-18j), (-1.5838142204096385e-08-2.1596602507515965e-17j), (-0.0008557976002629922-8.793914661585082e-17j), (1.4024373823450687e-08-1.1678378971509022e-16j), (4.100942508442019e-05+8.1156800251159e-17j), (-2.586649194107135e-09-4.1639948450075805e-17j), (-4.2636405257777995e-06-4.9997510989548695e-17j), (-2.1837183301610957e-09-6.465412871199472e-17j), (-0.00035873430217652294-6.789085472505243e-17j), (6.992776486721301e-09-2.0787360219681598e-17j), (0.00028249707437890434-4.0650132316617517e-17j), (-3.0123821291787516e-09+6.915674676202372e-17j)]"
G1b,(-0.7184004665357709-1.3265244992812312e-22j)
G1c,"[(0.5000006487019526+2.373615195217382e-17j), (-0.28024814893104155-1.5395670849294163e-17j), (-0.10034222659997698-6.536566197983915e-17j), (4.258970964310073e-08+2.408114669043976e-18j), (0.0514563135870873+4.8734887653223424e-17j), (-1.0648648786985621e-07+1.559890348681129e-16j), (0.023623179053173366-1.4685518426316158e-16j), (-1.0891250477625505e-07+7.8491287439165e-17j), (-0.01692858821496283+7.35089072945172e-17j), (-0.0033788338114605736+3.464273515753052e-17j), (1.8654798065549933e-08-6.980435741450254e-17j), (-0.009311167881059101-1.2468324983583301e-18j), (7.354682120284335e-08+1.0069760941891862e-17j), (0.006353548950705083-1.2250151903097492e-16j), (1.4392411275603209e-08-1.1067314035885258e-16j), (-2.565461617008724e-06+1.1718870231852696e-16j), (8.008123707054331e-09-7.085781328361945e-18j), (0.003938195429822746-5.102526474259905e-18j), (-4.075283063327144e-08-1.0833042172052182e-16j), (-0.00250203838356342-5.59583846274081e-17j), (0.0005106798324357345+1.2179388610047148e-16j), (-9.482318977102917e-09-6.739831896879607e-17j), (0.00047306554055557355-5.044928233846613e-17j), (-1.0148577014476132e-08-3.687284304524964e-17j), (-0.0016947735990486643-7.926701848542049e-17j), (2.0611251660560228e-08-1.9179530806440408e-16j), (0.0011466010517683094-2.1897495752418172e-16j), (1.7422933306190987e-09+1.4162828436257644e-16j), (-0.00024273592888451943-9.985502008591496e-17j), (3.2246947657946517e-09-4.218236567753665e-17j), (-0.00038206273210242335-2.0641176485050594e-16j), (7.335740957798953e-09-1.4610397766608744e-16j), (0.0006040841207786145-4.842317952863384e-17j), (-8.132039981564138e-09-2.806331327327824e-17j), (-0.00022345350872015013+7.316331785203745e-17j)]"
G1d,"[(0.17960011663394274+2.472418302206636e-17j), (-3.3963317668243556e-07-2.163977224013279e-19j), (3.220290850565328e-08+9.510786868278895e-20j), (-0.03947604216842198-1.2543629821914146e-17j), (2.0808074240380113e-07+7.62284215416588e-18j), (-0.0003058056971216807+1.7022875603150846e-16j), (5.675981608117991e-08-6.861187440604328e-17j), (0.013747885374878307+7.53155927636929e-18j), (-1.0799946890792566e-07+4.355291507781272e-17j), (-3.923605264783001e-08+4.6027346837325053e-17j), (0.0024107834374920206-2.819593973719313e-17j), (-4.7928584723683435e-08-1.0984290131257518e-17j), (-0.005283591267396808-4.33740142937043e-17j), (5.3186145234447715e-08-8.072866646673992e-17j), (-0.0011369273664016207-1.1812320189908713e-16j), (1.1750023333693573e-08+7.212783654637996e-17j), (-0.0015639096639141785-2.038535414157073e-17j), (2.919508760595685e-08-1.8831627273388743e-17j), (0.0021068167920445685-4.65088234608589e-17j), (-2.579025974219987e-08-3.2021566958298056e-17j), (1.3435948541277547e-09+2.770992268698747e-20j), (0.0002926190544406323+2.6970822471283602e-17j), (-1.0246498869836846e-09-5.316199501834435e-17j), (0.0008024887094437194+5.578277030935311e-18j), (-1.5838142204096385e-08-2.1596602507515965e-17j), (-0.0008557976002629922-8.793914661585082e-17j), (1.4024373823450687e-08-1.1678378971509022e-16j), (4.100942508442019e-05+8.1156800251159e-17j), (-2.586649194107135e-09-4.1639948450075805e-17j), (-4.2636405257777995e-06-4.9997510989548695e-17j), (-2.1837183301610957e-09-6.465412871199472e-17j), (-0.00035873430217652294-6.789085472505243e-17j), (6.992776486721301e-09-2.0787360219681598e-17j), (0.00028249707437890434-4.0650132316617517e-17j), (-3.0123821291787516e-09+6.915674676202372e-17j)]"
G1f,"[(0.5000006487019526+2.373615195217382e-17j), (-0.28024814893104155-1.5395670849294163e-17j), (-0.10034222659997698-6.536566197983915e-17j), (4.258970964310073e-08+2.408114669043976e-18j), (0.0514563135870873+4.8734887653223424e-17j), (-1.0648648786985621e-07+1.559890348681129e-16j), (0.023623179053173366-1.4685518426316158e-16j), (-1.0891250477625505e-07+7.8491287439165e-17j), (-0.01692858821496283+7.35089072945172e-17j), (-0.0033788338114605736+3.464273515753052e-17j), (1.8654798065549933e-08-6.980435741450254e-17j), (-0.009311167881059101-1.2468324983583301e-18j), (7.354682120284335e-08+1.0069760941891862e-17j), (0.006353548950705083-1.2250151903097492e-16j), (1.4392411275603209e-08-1.1067314035885258e-16j), (-2.565461617008724e-06+1.1718870231852696e-16j), (8.008123707054331e-09-7.085781328361945e-18j), (0.003938195429822746-5.102526474259905e-18j), (-4.075283063327144e-08-1.0833042172052182e-16j), (-0.00250203838356342-5.59583846274081e-17j), (0.0005106798324357345+1.2179388610047148e-16j), (-9.482318977102917e-09-6.739831896879607e-17j), (0.00047306554055557355-5.044928233846613e-17j), (-1.0148577014476132e-08-3.687284304524964e-17j), (-0.0016947735990486643-7.926701848542049e-17j), (2.0611251660560228e-08-1.9179530806440408e-16j), (0.0011466010517683094-2.1897495752418172e-16j), (1.7422933306190987e-09+1.4162828436257644e-16j), (-0.00024273592888451943-9.985502008591496e-17j), (3.2246947657946517e-09-4.218236567753665e-17j), (-0.00038206273210242335-2.0641176485050594e-16j), (7.335740957798953e-09-1.4610397766608744e-16j), (0.0006040841207786145-4.842317952863384e-17j), (-8.132039981564138e-09-2.806331327327824e-17j), (-0.00022345350872015013+7.316331785203745e-17j)]"
G1a_,"[(0.1872754007592111+3.798620098120343e-17j), (0.00597791229927756+7.036183277886455e-18j), (-0.0005862030217074773+7.665618248726914e-17j), (-0.04416261380855878+2.792861667932332e-17j), (-0.004206897575204696-1.3118846287074604e-17j), (0.000806905720654756+1.8656727296037571e-16j), (-0.0009818136407780498+4.569912157026401e-17j), (0.016331683838101567-2.749172793727519e-17j), (0.0024568514363759353-1.8915221224921747e-17j), (0.0008700095352665876+1.8621607967743988e-17j), (0.002419116994377424-3.1006199397131644e-17j), (0.001012673128420496-3.756349859167242e-17j), (-0.0066394989745103715-7.979709180481804e-17j), (-0.0013353575985136118-1.2371236700593601e-17j), (-0.0013967065211363142-1.6786861866158374e-16j), (-0.0003360837436534358-7.105027029470419e-17j), (-0.0017878445053065076-3.063768463347749e-17j), (-0.0007032607956267966-1.6255392733684453e-17j), (0.002795379912084681-5.263841183270328e-17j), (0.0007043260997083341+1.1642407043854177e-17j), (-2.2405979420198017e-06-2.815779056702606e-16j), (0.0004321169841098003-5.90029160232027e-17j), (6.043255685013262e-05+3.222199873503796e-17j), (0.0009908426627902864+7.258182537625156e-18j), (0.0004182331308582103-5.054176054806483e-17j), (-0.0011923903337479162-4.3868168420426315e-17j), (-0.00041143505561520117+8.812530783233741e-17j), (1.9537383753979656e-05-6.137592922832324e-17j), (6.451678229587867e-05+6.13477140076972e-17j), (-4.7798727667780895e-05-2.130994996450746e-17j), (4.631854191515478e-05-3.295370646280448e-17j), (-0.00048104729412471755-4.0733000768287814e-17j), (-0.0002010457883673773+4.577366046962239e-17j), (0.00041349243462372607+1.86336098334039e-17j), (9.161754878904855e-05+1.0098701289373199e-16j)]"
G1b_,(-0.7184004665357707-1.3265244992812312e-22j)
G1c_,"[(-0.49999935129804757-1.377050602674244e-17j), (-0.28024814893104144+8.456776945386935e-18j), (-0.10034222659997687-8.696893438167139e-17j), (4.258970967596624e-08-9.449338093913404e-17j), (0.05145631358708728-5.2150124496552763e-17j), (-1.064864875012325e-07-2.226396309187706e-16j), (0.02362317905317361-1.4468677991819057e-16j), (-1.0891250479258966e-07+3.965795024154833e-18j), (-0.016928588214962806+1.805196617188365e-17j), (-0.0033788338114603073+1.2574692194193592e-16j), (1.865479836836369e-08+1.1576728011699951e-16j), (-0.009311167881059129+8.451355934524507e-17j), (7.354682102043989e-08+7.221785041188934e-17j), (0.006353548950704753+2.1384647299190548e-17j), (1.4392411297225843e-08+2.5783129745607357e-16j), (-2.565461616797955e-06+1.9207996738296318e-16j), (8.00812361982032e-09+5.351596512400032e-17j), (0.003938195429822795+1.4433441421213278e-17j), (-4.075283066524055e-08+1.1950498811050696e-16j), (-0.0025020383835633285-1.0020738579197275e-16j), (0.0005106798324363828+6.349441803545244e-16j), (-9.482318803047255e-09+3.5074985836200335e-16j), (0.00047306554055562733+1.0442222173751015e-17j), (-1.0148577065156482e-08-4.080736733352752e-18j), (-0.0016947735990487994+2.371689045973954e-17j), (2.0611251774388565e-08+5.684040731457339e-17j), (0.0011466010517682049-1.966946028796046e-16j), (1.7422932692569764e-09+2.492064800610855e-16j), (-0.00024273592888480176-2.4530074152484538e-18j), (3.224694595357673e-09+3.6753373349378606e-17j), (-0.00038206273210235467+2.7572616499021985e-17j), (7.335740754528992e-09+3.488422515580353e-17j), (0.0006040841207783135-1.532045432357798e-16j), (-8.132040119239286e-09-1.415353309722044e-16j), (-0.00022345350872025933-1.4324343577606924e-16j)]"
G1g,(-0.5000000010942687+1.1852743789166238e-17j)
G1h,(-0.4999999994557611+1.1709383462843448e-17j)
