Key,Values
C5_b,0.25
C5_v,"[(-0.038810407014009486+2.3902776846415726e-14j), (0.0020256733102133194+9.022491639881333e-15j), (0.0011001067885945475+1.8427292650648037e-15j), (-0.0048128715522131995+4.784402039359904e-15j), (0.0009788613167956576+3.458775034502518e-15j), (-0.0007389326837796309+1.0996595650753014e-15j), (0.0005359112092827662+7.690681485356239e-16j), (-0.001619277554300508+1.8424441651989902e-15j), (0.0005258471737197446+1.65225774869464e-15j), (0.0002645155905247999+2.9951758859872046e-16j), (-0.0002986171015068759+4.447711387785698e-16j), (0.00029417110612796517+3.984877504910943e-16j), (-0.0007101068392522967+8.664981138148656e-16j), (0.00030376886627283184+9.122298416948752e-16j), (-0.00014560377390004117+2.220289379173655e-16j), (0.000149531134461181+1.5018798246542252e-16j), (-0.00015923980340401788+2.002305303873684e-16j), (0.00017608002689142803+2.4548894654229334e-16j), (-0.0003467769468109152+4.354289496302671e-16j), (0.00018871518803657231+5.246936015795692e-16j), (9.01867387942229e-05+1.0890604108606912e-16j), (-9.209430785728985e-05+7.554867792001237e-17j), (9.503846123897127e-05+9.282924299799821e-17j), (-0.0001008616745521442+9.951163439338683e-17j), (0.00011650216840729527+1.7597816918661162e-16j), (-0.00018342341708668804+2.5129383025001427e-16j), (0.0001318862402450324+3.4167691976120147e-16j), (-6.729958552211356e-05+2.5539943895128287e-17j), (6.486810221496635e-05+4.3189994384835043e-17j), (-6.93737208854536e-05+6.522628448810169e-17j), (7.079541526610461e-05+8.807464982800569e-17j), (-7.72496372159979e-05+9.131222645429008e-17j), (9.172339007937058e-05+1.3361605917356573e-16j), (-0.00011720839138616318+1.4396800277158944e-16j), (0.000118844900963856+2.296563634066008e-16j)]"
C5,"[(0.21118959298599052+2.3902776846415726e-14j), (0.2520256733102133+9.022491639881333e-15j), (0.25110010678859457+1.8427292650648037e-15j), (0.2451871284477868+4.784402039359904e-15j), (0.25097886131679564+3.458775034502518e-15j), (0.24926106731622036+1.0996595650753014e-15j), (0.25053591120928276+7.690681485356239e-16j), (0.2483807224456995+1.8424441651989902e-15j), (0.25052584717371973+1.65225774869464e-15j), (0.2502645155905248+2.9951758859872046e-16j), (0.2497013828984931+4.447711387785698e-16j), (0.25029417110612795+3.984877504910943e-16j), (0.2492898931607477+8.664981138148656e-16j), (0.2503037688662728+9.122298416948752e-16j), (0.24985439622609995+2.220289379173655e-16j), (0.2501495311344612+1.5018798246542252e-16j), (0.24984076019659598+2.002305303873684e-16j), (0.2501760800268914+2.4548894654229334e-16j), (0.24965322305318907+4.354289496302671e-16j), (0.2501887151880366+5.246936015795692e-16j), (0.25009018673879424+1.0890604108606912e-16j), (0.24990790569214272+7.554867792001237e-17j), (0.250095038461239+9.282924299799821e-17j), (0.24989913832544786+9.951163439338683e-17j), (0.2501165021684073+1.7597816918661162e-16j), (0.2498165765829133+2.5129383025001427e-16j), (0.250131886240245+3.4167691976120147e-16j), (0.24993270041447788+2.5539943895128287e-17j), (0.25006486810221495+4.3189994384835043e-17j), (0.24993062627911455+6.522628448810169e-17j), (0.2500707954152661+8.807464982800569e-17j), (0.249922750362784+9.131222645429008e-17j), (0.25009172339007935+1.3361605917356573e-16j), (0.24988279160861385+1.4396800277158944e-16j), (0.25011884490096387+2.296563634066008e-16j)]"
C6_b,0.25
C6_v,"[(0.010552855826282098-7.076124966867877e-15j), (-0.004700830275063012-2.0294546087103468e-15j), (-0.0019379581455114465+7.482082146017813e-17j), (0.0025368947691455914-1.4842002385341916e-15j), (-0.0016556526022126076-8.913707329576511e-16j), (0.0006179218326501407-2.466704836289923e-16j), (-0.0007652721259784418+9.018249022573315e-17j), (0.0010335680395175567-5.159064506197975e-16j), (-0.0007841268483110295-4.449258967363908e-16j), (-0.0003279890230665702+9.026365007047934e-17j), (0.000269595109643537-3.319369766730325e-17j), (-0.0003835769596063486+4.9880957857052235e-17j), (0.0004984953869238742-2.0247200293327564e-16j), (-0.00042323009644674797-2.452766562243008e-16j), (0.00013457341558071006+2.0710333186001292e-17j), (-0.00017459213011455013+5.2187646538046787e-17j), (0.00014726855220806415+1.8277433387200175e-17j), (-0.00021807287551587237+2.1909866833487373e-17j), (0.0002602290488171883-7.398753754436262e-17j), (-0.0002508712804225502-1.3704247636176308e-16j), (-0.00010081177035279099+2.9567422134435164e-17j), (8.530115124694913e-05+3.2308725938321176e-17j), (-0.00010701788119729594+3.129587902931017e-17j), (9.38286944123017e-05+2.7266100797677107e-17j), (-0.00013921108638377552+4.249014859995099e-18j), (0.00014702293817681387-2.1064343693650702e-17j), (-0.00016712239535918744-7.981705170369086e-17j), (6.23716338283278e-05+2.9217099805771945e-17j), (-7.089547218486008e-05+2.803296009935896e-17j), (6.427761369545998e-05+2.343687186427275e-17j), (-7.788225833474513e-05+1.801334884615654e-17j), (7.162703477490412e-05+2.2173195648526472e-17j), (-0.0001070994690904932-1.6133881783581788e-19j), (0.00010064174174473745+1.7983296336674646e-17j), (-0.0001434235398844037-5.962586953311127e-17j)]"
C6,"[(0.26055285582628207-7.076124966867877e-15j), (0.24529916972493698-2.0294546087103468e-15j), (0.24806204185448855+7.482082146017813e-17j), (0.2525368947691456-1.4842002385341916e-15j), (0.24834434739778738-8.913707329576511e-16j), (0.25061792183265014-2.466704836289923e-16j), (0.24923472787402157+9.018249022573315e-17j), (0.25103356803951754-5.159064506197975e-16j), (0.24921587315168897-4.449258967363908e-16j), (0.24967201097693342+9.026365007047934e-17j), (0.25026959510964353-3.319369766730325e-17j), (0.24961642304039366+4.9880957857052235e-17j), (0.25049849538692387-2.0247200293327564e-16j), (0.24957676990355326-2.452766562243008e-16j), (0.2501345734155807+2.0710333186001292e-17j), (0.24982540786988544+5.2187646538046787e-17j), (0.2501472685522081+1.8277433387200175e-17j), (0.24978192712448413+2.1909866833487373e-17j), (0.2502602290488172-7.398753754436262e-17j), (0.24974912871957744-1.3704247636176308e-16j), (0.2498991882296472+2.9567422134435164e-17j), (0.25008530115124694+3.2308725938321176e-17j), (0.2498929821188027+3.129587902931017e-17j), (0.2500938286944123+2.7266100797677107e-17j), (0.2498607889136162+4.249014859995099e-18j), (0.2501470229381768-2.1064343693650702e-17j), (0.24983287760464082-7.981705170369086e-17j), (0.25006237163382833+2.9217099805771945e-17j), (0.24992910452781514+2.803296009935896e-17j), (0.2500642776136955+2.343687186427275e-17j), (0.24992211774166526+1.801334884615654e-17j), (0.2500716270347749+2.2173195648526472e-17j), (0.2498929005309095-1.6133881783581788e-19j), (0.25010064174174473+1.7983296336674646e-17j), (0.2498565764601156-5.962586953311127e-17j)]"
C7_b,0.25
C7_v,(-0.04617470166728525-4.1789103665685677e-16j)
C7,(0.20382529833271473-4.1789103665685677e-16j)
C8A_b,"[(-0.09697842466458031-1.5981757909587436e-17j), (-2.79119149508337e-07-5.264772929777879e-17j), (4.6720220725251324e-07+3.850908091083667e-18j), (0.029280313002680462+1.5583205856284167e-17j), (4.1596676373336467e-07-2.1727086820577655e-17j), (-0.006867937034614711-8.31268830560371e-17j), (-2.8424839032179836e-07+4.4948061509240536e-17j), (-0.015520691332767796-1.2070090366233645e-17j), (-4.263238387962939e-07-2.3797228406845814e-17j), (5.875147004434917e-08+4.680578654361325e-18j), (0.00247914004089168+1.3317759460950011e-17j), (1.230681668833134e-07+2.1123700432064846e-18j), (0.009490065326607419+2.847436057327075e-17j), (3.917846130028941e-07+3.7235524360329986e-17j), (-0.00015960528717324487+6.361164634978484e-17j), (4.133580983070852e-08-3.9886927737160145e-17j), (-0.0008469128775162586+6.61926193868247e-19j), (-1.8238791887046828e-08+1.146982590506855e-17j), (-0.006027092923227144+1.671755167212853e-17j), (-3.364803037464214e-07+2.0141189474295873e-17j), (-7.611747151347921e-08-4.974943804849082e-18j), (-0.00048534552527755077-4.177289357848719e-18j), (-8.123836913493041e-08+3.702321217718248e-17j), (0.00011351415407492881-6.532647881453345e-18j), (-5.8580289631975334e-08-3.668372881366033e-18j), (0.0037124284747048868+4.773281411385796e-17j), (2.568111964372479e-07+6.997124611392765e-17j), (0.0007230308132808237-5.409495038032701e-17j), (7.972285267561492e-08+3.851764407097837e-17j), (0.0006843316339761175+2.056101409064942e-17j), (1.0842888099346688e-07+3.1071288705019374e-17j), (0.00022472902658558796+3.3371329358964733e-17j), (1.3808517347770445e-07-5.784352664856198e-18j), (-0.002056411185519836+1.4002497667245118e-17j), (-2.1752235562406605e-07-1.903708205576942e-17j)]"
