C,full,bubble,vertex,vertex_T
C1,0.90433743827892,0.9716982159717396,-0.0673607776928195,3.594394928521473e-05
C4,0.22810896204310907,0.2499999999999999,-0.02189103795689082,0.0003247205892363066
C5,0.20970404461300052,0.25,-0.04029595538699947,0.0
C6,0.2624352957481304,0.25,0.012435295748130418,0.0
C7,0.18692775925667865,0.25,-0.06307224074332136,0.0
C8A,-0.09087384958200763,-0.09087384958200714,-4.833877505879441e-16,0.0
C8B,-0.09087384958200667,-0.09087384958200714,4.735765249426036e-16,0.0
C9,-0.1817476991640143,-0.1817476991640143,0.0,0.0
C10,0.027856750539969173,0.0,0.027856750539969173,0.0
C11,-0.052731251135129886,0.0,-0.052731251135129886,0.0
C12,0.21105233041333493,0.249999999999999,-0.038947669586664076,0.0
C13,0.5,0.5,0.0,0.0
Ct1,0.854675125146839,0.8679435064413759,-0.01326838129453692,-8.427038084569463e-06
Ct2,0.8549697356253079,0.8679435064413776,-0.012973770816069726,-6.758057663596853e-06
Ctt,0.7858522529163593,0.7791050590154383,0.006747193900921034,6.070870891567352e-06
Cμ1,-0.503253330115597,-0.515688625863732,0.01243529574813491,0.012435295748134834
Cμ2,-0.32140430980351187,-0.33383960555164605,0.012435295748134153,0.012435295748133953
Cμt1,-0.27277353046812625,-0.27277353046812625,-2.1396161721293128e-17,3.740426207310619e-16
Cμt2,-0.4546225507802122,-0.4546225507802122,-2.2040297888289372e-17,3.725764828748444e-16
