0.05,0.019365177001032907
0.1,0.015595543459059752
0.15000000000000002,0.010965603945872787
0.2,0.007552710169898835
0.25,0.0052126515731164835
0.3,0.0036045853167210873
0.35000000000000003,0.0024931660204839667
0.4,0.0017245018298286119
0.45,0.0011939676450172243
0.5,0.0008285716208679683
0.55,0.0005771377824007051
0.6000000000000001,0.00040398964179405583
0.6500000000000001,0.0002844648241875358
0.7000000000000001,0.00020164013339929454
0.7500000000000001,0.00014396104640426732
0.8,0.00010355809342374456
0.8500000000000001,0.0000750727244843985
0.9000000000000001,0.0000548500807263097
0.9500000000000001,0.000040389478712848925
1.,0.000029972590580573666
1.05,0.000022412600118010273
1.1,0.000016885061321386674
1.1500000000000001,0.000012813693433477713
1.2000000000000002,9.793054733836515e-6
1.2500000000000002,7.535984287376785e-6
1.3,5.8377118865859945e-6
1.35,4.551221462534283e-6
1.4000000000000001,3.5702435177420444e-6
1.4500000000000002,2.8174441732975453e-6
1.5000000000000002,2.236172568031991e-6
1.55,1.7846584561276302e-6
1.6,1.4319067935808505e-6
1.6500000000000001,1.1547746720241836e-6
1.7000000000000002,9.358770281242546e-7
1.7500000000000002,7.620768288918445e-7
1.8,6.233899532415155e-7
1.85,5.121860870149764e-7
1.9000000000000001,4.226021772524291e-7
1.9500000000000002,3.5010941901170156e-7
2.,2.911917830750177e-7
2.05,2.431060369956217e-7
2.1,2.0370163991700885e-7
2.15,1.7128486504147666e-7
2.1999999999999997,1.445157674362374e-7
2.25,1.2232967006031714e-7
2.3,1.0387704535430586e-7
2.35,8.847726651328713e-8
2.4,7.558286660436231e-8
2.45,6.475179589737756e-8
2.5,5.5625794664893036e-8
2.55,4.7913462863924394e-8
2.6,4.137695303052524e-8
2.65,3.582146942959774e-8
2.7,3.108694987541405e-8
2.75,2.7041451994280763e-8
2.8,2.3575875585102324e-8
2.85,2.059973627788203e-8
2.9,1.803776941700086e-8
2.95,1.582719200143856e-8
3.,1.3915488150662014e-8
3.05,1.2258611847837386e-8
3.1,1.0819524692839977e-8
3.15,9.56700149656875e-9
3.2,8.474653256929088e-9
3.25,7.520124079007928e-9
3.3,6.684430703396416e-9
3.35,5.9514167483065705e-9
3.4,5.307301348400628e-9
3.45,4.740304371253501e-9
3.5,4.24033474999419e-9
3.55,3.7987304413178435e-9
3.6,3.408041293617714e-9
3.65,3.0618468871423943e-9
3.7,2.754603573018599e-9
3.75,2.4815161037139433e-9
3.8,2.238428664647074e-9
3.85,2.0217336416106235e-9
3.9,1.8282935720925764e-9
3.95,1.655375420073213e-9
4.,1.5005944264956383e-9
4.05,1.3618664806980263e-9
4.1,1.2373671254284346e-9
4.15,1.1254970289087396e-9
4.2,1.024851925546244e-9
4.25,9.34196942026233e-10
4.3,8.524447259183887e-10
4.35,7.786364886186448e-10
4.4,7.119254907816952e-10
4.45,6.515630257553084e-10
4.5,5.968862071270564e-10
4.55,5.473073383388538e-10
4.6,5.023047811025805e-10
4.65,4.614147675052749e-10
4.7,4.242247386709863e-10
4.75,3.903670997562614e-10
4.8,3.5951394639077705e-10
4.8500000000000005,3.313724294962128e-10
4.9,3.056807862389377e-10
4.95,2.822047040496045e-10
5.,2.607342952654079e-10
5.05,2.4108121055022025e-10
5.1000000000000005,2.2307644620411793e-10
5.15,2.065680404506054e-10
5.2,1.914193248353513e-10
5.25,1.7750712011377345e-10
5.3,1.6472051500571183e-10
5.3500000000000005,1.5295936739434524e-10
5.4,1.4213319410316672e-10
5.45,1.3216028271756386e-10
5.5,1.2296666462852102e-10
5.55,1.1448536563207767e-10
5.6000000000000005,1.0665562877321122e-10
5.65,9.942241474547586e-11
5.7,9.273570800161224e-11
5.75,8.655007266433756e-11
5.8,8.082415292598455e-11
5.8500000000000005,7.552042324832087e-11
5.9,7.060452222873437e-11
5.95,6.604533586695993e-11
6.,6.181427592011346e-11
6.05,5.788533541384311e-11
6.1000000000000005,5.423486659772436e-11
6.15,5.084105358932334e-11
6.2,4.768402339649924e-11
6.25,4.474559611722384e-11
6.3,4.200909065055214e-11
6.3500000000000005,3.945926918547116e-11
6.4,3.708205964514377e-11
6.45,3.4864555686908716e-11
6.5,3.279501670228058e-11
6.55,3.0862534750042414e-11
6.6000000000000005,2.905706231182137e-11
6.65,2.73694678032399e-11
6.7,2.5791202507008393e-11
6.75,2.4314522617530088e-11
6.8,2.2932183929569305e-11
6.8500000000000005,2.163755286055391e-11
6.9,2.0424523183848464e-11
6.95,1.9287349495300532e-11
7.,1.8220869257845607e-11
7.05,1.722025300132657e-11
7.1000000000000005,1.628092105576684e-11
7.15,1.5398821107126537e-11
7.2,1.457009513039509e-11
