Key,Values
C5_b,0.25
C5_v,"[(-0.03524959389686938+3.3881050807552747e-14j), (0.0014812564868699326+1.2872353573806532e-14j), (0.000702222957171266+1.4181383198820325e-15j), (-0.003857427749718048+6.328674560979469e-15j), (0.0006408899283833775+5.368021599915502e-15j), (-0.00036941502507672406+1.2743789795298077e-15j), (0.000291094102607911+4.1212974013045033e-16j), (-0.00113531592330474+2.2911383651687112e-15j), (0.00032601323632084435+2.966446302695195e-15j), (0.00011249139060887617+6.12639025474617e-17j), (-9.494014018831562e-05+4.2231039415550565e-16j), (0.00013820780468783327+1.7244563371533254e-16j), (-0.0004327054291089999+9.839294418854427e-16j), (0.00018352160210003554+1.903534408363355e-15j), (-2.0326738735741353e-05+1.3257343710718935e-16j), (5.0159572980831244e-05+1.237713529393996e-17j), (-2.898355526121292e-05+1.238176855177983e-16j), (7.163038024446596e-05+1.3172711551376726e-16j), (-0.00017171776176710442+4.114045148812319e-16j), (0.0001113419993396674+1.3015092657315877e-15j), (2.1657557797344578e-05+2.9847980566376104e-17j), (-5.059080424965951e-06-7.943621703387828e-18j), (2.5182880599361826e-05+2.1682583621720652e-17j), (-7.797950668860555e-06+8.210449763751632e-18j), (4.039390268049293e-05+1.4483005925317283e-16j), (-5.645666048393187e-05+1.4635331244763576e-16j), (7.424857068986155e-05+9.730109258934957e-16j), (-1.6346352625355952e-06-4.94768909081839e-17j), (1.1650689698341379e-05-4.412866473398312e-18j), (-1.1543387807249801e-06-1.7449167704552013e-17j), (1.5231655578357307e-05+5.473773362713018e-17j), (2.666584146255898e-07-1.428080237491738e-17j), (2.7106401884015376e-05+1.6153223494295444e-16j), (-1.0190289168929194e-07-2.1739986516324186e-17j), (6.542677269571773e-05+8.070063209684569e-16j)]"
C5,"[(0.21475040610313062+3.3881050807552747e-14j), (0.2514812564868699+1.2872353573806532e-14j), (0.25070222295717126+1.4181383198820325e-15j), (0.24614257225028197+6.328674560979469e-15j), (0.2506408899283834+5.368021599915502e-15j), (0.24963058497492327+1.2743789795298077e-15j), (0.2502910941026079+4.1212974013045033e-16j), (0.24886468407669526+2.2911383651687112e-15j), (0.25032601323632087+2.966446302695195e-15j), (0.25011249139060887+6.12639025474617e-17j), (0.24990505985981168+4.2231039415550565e-16j), (0.2501382078046878+1.7244563371533254e-16j), (0.249567294570891+9.839294418854427e-16j), (0.25018352160210006+1.903534408363355e-15j), (0.24997967326126425+1.3257343710718935e-16j), (0.2500501595729808+1.237713529393996e-17j), (0.2499710164447388+1.238176855177983e-16j), (0.2500716303802445+1.3172711551376726e-16j), (0.2498282822382329+4.114045148812319e-16j), (0.25011134199933965+1.3015092657315877e-15j), (0.25002165755779737+2.9847980566376104e-17j), (0.24999494091957503-7.943621703387828e-18j), (0.2500251828805994+2.1682583621720652e-17j), (0.24999220204933115+8.210449763751632e-18j), (0.2500403939026805+1.4483005925317283e-16j), (0.24994354333951607+1.4635331244763576e-16j), (0.2500742485706899+9.730109258934957e-16j), (0.24999836536473746-4.94768909081839e-17j), (0.25001165068969833-4.412866473398312e-18j), (0.24999884566121927-1.7449167704552013e-17j), (0.2500152316555784+5.473773362713018e-17j), (0.2500002666584146-1.428080237491738e-17j), (0.250027106401884+1.6153223494295444e-16j), (0.24999989809710832-2.1739986516324186e-17j), (0.2500654267726957+8.070063209684569e-16j)]"
C6_b,0.25
C6_v,"[(0.009209255060347036-4.5026372800859936e-15j), (-0.0037452320734325927-7.104218482710503e-16j), (-0.0013701281854660691+7.370309314505212e-16j), (0.0019004791002149189-1.3008858711589941e-15j), (-0.0011543819710138664-8.955581072266773e-16j), (0.0003306485560795437-3.1705147230093926e-16j), (-0.00044431332864087775+3.4394430545026976e-16j), (0.0006799745384710491-4.838698114027609e-16j), (-0.0005096386600294523-7.65642782858274e-16j), (-0.00014106515968180362+1.827128982463797e-16j), (0.00010392797320223081-8.572514270196858e-17j), (-0.00018701201636812207+1.4724076588771022e-16j), (0.00028605270649883715-1.6634030330245116e-16j), (-0.00026565263700092354-6.276252364253178e-16j), (2.9039821689022007e-05-4.49438313329253e-18j), (-5.678404336027971e-05+7.930191544102011e-17j), (3.853860155883542e-05+2.782258364804698e-18j), (-8.978923963910071e-05+3.640985311882496e-17j), (0.00012178483421599332-1.435922181406983e-17j), (-0.00015295617169417772-5.140656013186002e-16j), (-2.2253073201222585e-05+2.4539423230982723e-17j), (1.0105531670791925e-05+3.012629318989482e-17j), (-2.6337305768021446e-05+2.099505147022233e-17j), (1.4584106917392496e-05+3.91061216153836e-17j), (-4.769199697984694e-05-2.8204086643384816e-17j), (4.4021260937503786e-05+6.496621108003749e-17j), (-9.611601069049593e-05-4.613039709799849e-16j), (4.224636149820293e-06+3.2385184103003156e-17j), (-1.105270625308885e-05+8.903932316595144e-18j), (4.270393316842797e-06+3.5507259986838827e-17j), (-1.4783369995549919e-05-1.5262205584585403e-17j), (4.754237749628277e-06+5.505444034044223e-17j), (-3.0373886011066352e-05-5.956663653786118e-17j), (4.90981567533146e-06+1.355657286462191e-16j), (-7.538744782197845e-05-5.291766632814394e-16j)]"
C6,"[(0.25920925506034703-4.5026372800859936e-15j), (0.24625476792656742-7.104218482710503e-16j), (0.24862987181453394+7.370309314505212e-16j), (0.2519004791002149-1.3008858711589941e-15j), (0.24884561802898614-8.955581072266773e-16j), (0.25033064855607956-3.1705147230093926e-16j), (0.24955568667135913+3.4394430545026976e-16j), (0.2506799745384711-4.838698114027609e-16j), (0.24949036133997055-7.65642782858274e-16j), (0.2498589348403182+1.827128982463797e-16j), (0.25010392797320224-8.572514270196858e-17j), (0.24981298798363188+1.4724076588771022e-16j), (0.25028605270649884-1.6634030330245116e-16j), (0.24973434736299907-6.276252364253178e-16j), (0.250029039821689-4.49438313329253e-18j), (0.2499432159566397+7.930191544102011e-17j), (0.25003853860155884+2.782258364804698e-18j), (0.2499102107603609+3.640985311882496e-17j), (0.250121784834216-1.435922181406983e-17j), (0.24984704382830583-5.140656013186002e-16j), (0.24997774692679878+2.4539423230982723e-17j), (0.2500101055316708+3.012629318989482e-17j), (0.249973662694232+2.099505147022233e-17j), (0.2500145841069174+3.91061216153836e-17j), (0.24995230800302015-2.8204086643384816e-17j), (0.2500440212609375+6.496621108003749e-17j), (0.24990388398930952-4.613039709799849e-16j), (0.2500042246361498+3.2385184103003156e-17j), (0.2499889472937469+8.903932316595144e-18j), (0.25000427039331685+3.5507259986838827e-17j), (0.24998521663000445-1.5262205584585403e-17j), (0.25000475423774965+5.505444034044223e-17j), (0.24996962611398893-5.956663653786118e-17j), (0.25000490981567536+1.355657286462191e-16j), (0.24992461255217802-5.291766632814394e-16j)]"
C7_b,0.25
C7_v,(-0.044324157028049524+4.623696208078209e-16j)
C7,(0.20567584297195046+4.623696208078209e-16j)
C8A_b,"[(-0.09768941217419931-1.1351920079514506e-18j), (-7.562195972694652e-07-7.125968984906982e-18j), (1.9541285179195077e-06+1.7679939067693518e-17j), (0.030561076833463336+2.4110018335752436e-17j), (9.154681720298563e-07-2.844070145339304e-17j), (-0.009042234122154783-8.530419336131385e-17j), (-1.3655979791980269e-06+5.224823482765864e-17j), (-0.01694222065053266-2.4786976464459723e-17j), (-1.4429196326163938e-06-3.91039252325227e-17j), (1.616321597481933e-07+2.7223477336749387e-18j), (0.004673903431412846+1.861555219151725e-17j), (1.270843304313429e-06+8.556269042648575e-18j), (0.010844105214407204+3.7278566215585165e-17j), (1.4571268001134023e-06+3.7743522125023965e-17j), (-0.0021144630696445154+6.116854380510682e-17j), (1.6953581696388023e-07-4.468885003145281e-17j), (-0.0027645842260700703+3.116113246773462e-18j), (-9.305631730563951e-07+4.429167508051746e-18j), (-0.007221074565957735+5.106271126291947e-18j), (-8.250709810909904e-07+2.3476715091876086e-17j), (-4.586062378165742e-07-7.69147873650433e-18j), (0.0010399952905455674-1.4218351460923503e-18j), (-4.824970102000139e-07+3.6873160475325494e-17j), (0.0017449192024698507-1.0224088477073152e-17j), (7.86745433797349e-08-1.389951489083967e-18j), (0.004712228059011372+5.548033550222438e-17j), (5.847550130902684e-07+8.617060398233773e-17j), (-0.0003768071568324452-5.433180165256766e-17j), (5.734241036631008e-07+4.097190116947097e-17j), (-0.0005934375970240576+1.9797639087524242e-17j), (1.192659905158731e-06+3.538176143638676e-17j), (-0.0012258411210153706+3.572394910736014e-17j), (4.28153653373937e-07-2.464795975626603e-17j), (-0.002824326357840895+6.813389777271292e-18j), (-2.0112465278748514e-06-1.7115556166265854e-17j)]"
