Key,Values
G1a,"[(0.19537882434839862+2.2703840159029012e-18j), (1.5124391945389304e-06+1.4251937969813964e-17j), (-3.908257035839015e-06-3.5359878135387036e-17j), (-0.06112215366692667-4.822003667150487e-17j), (-1.8309363440597127e-06+5.688140290678608e-17j), (0.018084468244309565+1.706083867226277e-16j), (2.7311959583960537e-06-1.0449646965531728e-16j), (0.03388444130106532+4.9573952928919446e-17j), (2.8858392652327875e-06+7.82078504650454e-17j), (-3.232643194963866e-07-5.4446954673498775e-18j), (-0.009347806862825691-3.72311043830345e-17j), (-2.541686608626858e-06-1.711253808529715e-17j), (-0.021688210428814407-7.455713243117033e-17j), (-2.9142536002268045e-06-7.548704425004793e-17j), (0.004228926139289031-1.2233708761021364e-16j), (-3.3907163392776045e-07+8.937770006290562e-17j), (0.0055291684521401405-6.232226493546924e-18j), (1.8611263461127902e-06-8.858335016103492e-18j), (0.01444214913191547-1.0212542252583894e-17j), (1.6501419621819808e-06-4.695343018375217e-17j), (9.172124756331484e-07+1.538295747300866e-17j), (-0.0020799905810911347+2.8436702921847005e-18j), (9.649940204000278e-07-7.374632095065099e-17j), (-0.0034898384049397014+2.0448176954146304e-17j), (-1.573490867594698e-07+2.779902978167934e-18j), (-0.009424456118022744-1.1096067100444876e-16j), (-1.1695100261805367e-06-1.7234120796467547e-16j), (0.0007536143136648904+1.0866360330513532e-16j), (-1.1468482073262015e-06-8.194380233894194e-17j), (0.0011868751940481152-3.9595278175048484e-17j), (-2.385319810317462e-06-7.076352287277352e-17j), (0.002451682242030741-7.144789821472029e-17j), (-8.56307306747874e-07+4.929591951253206e-17j), (0.00564865271568179-1.3626779554542585e-17j), (4.022493055749703e-06+3.423111233253171e-17j)]"
G1b,(-0.7815152973935942-3.521344804658237e-19j)
G1c,"[(0.5000008688815639+2.9649447709540204e-17j), (-0.2685133413629436-8.023096076392733e-18j), (-0.09121898525885459-6.54366824725341e-17j), (1.4955582268945322e-06+6.120040518580772e-18j), (0.05447542473172269+2.8914316687472796e-17j), (-1.2308705613971068e-06+1.8120207966759303e-16j), (0.01850105098437752-1.5748036555351952e-16j), (-1.244412270856906e-06+6.382223933689763e-17j), (-0.02439246174450165+7.361732751176575e-17j), (-0.003617780657947033+4.1817630664289565e-17j), (4.728266037213344e-07-7.358375152691919e-17j), (-0.008377592461565117+9.554531645028508e-19j), (7.089745979289641e-07-4.8021669574818206e-18j), (0.014492122593798474-1.1183825947601569e-16j), (8.419511180028782e-08-1.3765821600292273e-16j), (0.001669702852487509+1.2649928847474623e-16j), (5.4637876099932196e-08-1.954643834766688e-17j), (0.005206731249698492-7.562310153086393e-18j), (-4.396656209846436e-07-1.0056805912818304e-16j), (-0.010035386027785769-4.7135689448807305e-17j), (-0.0008225592907718151+1.0606512246363669e-16j), (-3.9628665465027555e-07-6.230208237591402e-17j), (-0.0011462146601574805-4.301063899567886e-17j), (-2.834514692200407e-07-3.859128016214589e-17j), (-0.003979536850983662-8.516670347602363e-17j), (5.33024457560673e-07-2.0937936380636547e-16j), (0.007551606804682058-2.2884035026085256e-16j), (5.509425617515096e-07+1.4734317069533332e-16j), (0.0006291960343976586-1.039207782327356e-16j), (5.124425367882826e-07-4.07064943121879e-17j), (0.001058756955005371-2.223969706310891e-16j), (2.2859449617118246e-07-1.4641478267185382e-16j), (0.0036853411022305656-6.444226662710717e-17j), (-5.668415809457942e-07-4.5425377727068163e-17j), (-0.004466390021294724+9.181837148236616e-17j)]"
G1d,"[(0.19537882434839862+2.2703840159029012e-18j), (1.5124391945389304e-06+1.4251937969813964e-17j), (-3.908257035839015e-06-3.5359878135387036e-17j), (-0.06112215366692667-4.822003667150487e-17j), (-1.8309363440597127e-06+5.688140290678608e-17j), (0.018084468244309565+1.706083867226277e-16j), (2.7311959583960537e-06-1.0449646965531728e-16j), (0.03388444130106532+4.9573952928919446e-17j), (2.8858392652327875e-06+7.82078504650454e-17j), (-3.232643194963866e-07-5.4446954673498775e-18j), (-0.009347806862825691-3.72311043830345e-17j), (-2.541686608626858e-06-1.711253808529715e-17j), (-0.021688210428814407-7.455713243117033e-17j), (-2.9142536002268045e-06-7.548704425004793e-17j), (0.004228926139289031-1.2233708761021364e-16j), (-3.3907163392776045e-07+8.937770006290562e-17j), (0.0055291684521401405-6.232226493546924e-18j), (1.8611263461127902e-06-8.858335016103492e-18j), (0.01444214913191547-1.0212542252583894e-17j), (1.6501419621819808e-06-4.695343018375217e-17j), (9.172124756331484e-07+1.538295747300866e-17j), (-0.0020799905810911347+2.8436702921847005e-18j), (9.649940204000278e-07-7.374632095065099e-17j), (-0.0034898384049397014+2.0448176954146304e-17j), (-1.573490867594698e-07+2.779902978167934e-18j), (-0.009424456118022744-1.1096067100444876e-16j), (-1.1695100261805367e-06-1.7234120796467547e-16j), (0.0007536143136648904+1.0866360330513532e-16j), (-1.1468482073262015e-06-8.194380233894194e-17j), (0.0011868751940481152-3.9595278175048484e-17j), (-2.385319810317462e-06-7.076352287277352e-17j), (0.002451682242030741-7.144789821472029e-17j), (-8.56307306747874e-07+4.929591951253206e-17j), (0.00564865271568179-1.3626779554542585e-17j), (4.022493055749703e-06+3.423111233253171e-17j)]"
G1f,"[(0.5000008688815639+2.9649447709540204e-17j), (-0.2685133413629436-8.023096076392733e-18j), (-0.09121898525885459-6.54366824725341e-17j), (1.4955582268945322e-06+6.120040518580772e-18j), (0.05447542473172269+2.8914316687472796e-17j), (-1.2308705613971068e-06+1.8120207966759303e-16j), (0.01850105098437752-1.5748036555351952e-16j), (-1.244412270856906e-06+6.382223933689763e-17j), (-0.02439246174450165+7.361732751176575e-17j), (-0.003617780657947033+4.1817630664289565e-17j), (4.728266037213344e-07-7.358375152691919e-17j), (-0.008377592461565117+9.554531645028508e-19j), (7.089745979289641e-07-4.8021669574818206e-18j), (0.014492122593798474-1.1183825947601569e-16j), (8.419511180028782e-08-1.3765821600292273e-16j), (0.001669702852487509+1.2649928847474623e-16j), (5.4637876099932196e-08-1.954643834766688e-17j), (0.005206731249698492-7.562310153086393e-18j), (-4.396656209846436e-07-1.0056805912818304e-16j), (-0.010035386027785769-4.7135689448807305e-17j), (-0.0008225592907718151+1.0606512246363669e-16j), (-3.9628665465027555e-07-6.230208237591402e-17j), (-0.0011462146601574805-4.301063899567886e-17j), (-2.834514692200407e-07-3.859128016214589e-17j), (-0.003979536850983662-8.516670347602363e-17j), (5.33024457560673e-07-2.0937936380636547e-16j), (0.007551606804682058-2.2884035026085256e-16j), (5.509425617515096e-07+1.4734317069533332e-16j), (0.0006291960343976586-1.039207782327356e-16j), (5.124425367882826e-07-4.07064943121879e-17j), (0.001058756955005371-2.223969706310891e-16j), (2.2859449617118246e-07-1.4641478267185382e-16j), (0.0036853411022305656-6.444226662710717e-17j), (-5.668415809457942e-07-4.5425377727068163e-17j), (-0.004466390021294724+9.181837148236616e-17j)]"
G1a_,"[(0.2012398109645887-1.917443575805189e-17j), (0.003764909356009965-5.4860629927766524e-17j), (0.0002958022333398271+7.193123294921505e-17j), (-0.06508963183631494+6.621711828896015e-17j), (-0.002274386038603884-2.6522295644426652e-17j), (0.02045658721228226+1.7167639667672634e-16j), (-0.0004051567045567357+1.1750041044311654e-16j), (0.036706616348700316-6.937185941378429e-17j), (0.001511954781396597-3.854338723185968e-17j), (0.0002569677468030716-1.0890972742204679e-17j), (-0.010980604701635512-1.0478889435944265e-17j), (0.00033160163841154227-1.941738328285758e-17j), (-0.02374704276138565-4.1840118871912225e-17j), (-0.0011153213399638117-1.3402871095637079e-17j), (0.005379937339303067-1.8065398689499502e-16j), (-0.00017385366328665565-8.830826694894434e-17j), (0.006731378212770552-3.7959265370499237e-17j), (-0.0002799006992717858-1.6797959119562874e-17j), (0.015936208984156493-1.0200293518807701e-16j), (0.0008886040843198969+4.388308293135079e-17j), (0.00011459078857491405-2.749226475703214e-16j), (-0.0029754499732842147-2.8998199419030574e-17j), (0.00013905109353873086+4.9273998898061567e-17j), (-0.004409247657815785-2.0961868452836993e-17j), (0.0002540144580658053-8.138827295699195e-17j), (-0.010467258100897471+3.6602411233226453e-19j), (-0.0007438014348208817+1.6535184273235373e-16j), (0.0015096858729383325-7.391401505273288e-17j), (-9.596474255619533e-05+1.0287085566852468e-16j), (0.0019405818896218148-3.406022713049988e-17j), (-0.00013059562329777505-2.862293735361732e-17j), (0.003176947748390855-2.308629184507434e-17j), (-0.0002554522638964249-2.6413875427178102e-17j), (0.006313115788352999-3.450368858305691e-17j), (0.0005766083751538701+1.2793585635328952e-16j)]"
G1b_,(-0.7815152973935939-3.521344804658237e-19j)
G1c_,"[(-0.4999991311184361-1.135560680999705e-17j), (-0.2685133413629435+2.190088388420719e-17j), (-0.09121898525885444-9.345513810788852e-17j), (1.4955582268933438e-06-1.0071926169863281e-16j), (0.05447542473172266-4.9073700832125144e-17j), (-1.230870561067619e-06-2.3627181397266704e-16j), (0.018501050984377782-1.4314179182239872e-16j), (-1.2444122708521862e-06-7.48867701649876e-18j), (-0.024392461744501614+1.1329912702473521e-17j), (-0.0036177806579467567+1.21748692647441e-16j), (4.7282660403978016e-07+1.0743089031418051e-16j), (-0.008377592461565163+8.531654657924215e-17j), (7.089745977826485e-07+7.980893424937854e-17j), (0.014492122593798156+2.7246474302284314e-17j), (8.419511182036896e-08+2.8562886196808537e-16j), (0.0016697028524877222+1.8339279747592308e-16j), (5.463787601771002e-08+5.2697426067306636e-17j), (0.005206731249698536+2.030168567979107e-17j), (-4.3966562102227116e-07+1.1853198879905212e-16j), (-0.010035386027785668-1.0855574252011113e-16j), (-0.0008225592907711841+6.495003267645981e-16j), (-3.9628665447630716e-07+3.5033469889410483e-16j), (-0.0011462146601574513+7.362410377534379e-18j), (-2.834514692668266e-07-3.0686274871543065e-18j), (-0.003979536850983772+3.940135690689207e-17j), (5.330244576702061e-07+6.873482363581944e-17j), (0.007551606804681954-1.7760840947912346e-16j), (5.509425616884606e-07+2.4609701043664924e-16j), (0.000629196034397381+1.0842021724855044e-19j), (5.124425366107515e-07+3.0522577482680046e-17j), (0.0010587569550054297+4.206704429243757e-17j), (2.2859449595608858e-07+4.2553270432272664e-17j), (0.0036853411022302615-1.3700249702069955e-16j), (-5.668415810653912e-07-1.2301517064744838e-16j), (-0.004466390021294826-1.494030593685025e-16j)]"
G1g,(-0.4999999781147044+2.588645624535443e-18j)
G1h,(-0.4999999926117873+3.469446951953614e-18j)
