Key,Values
G1a,"[(0.19560397329305335+1.7302837100082216e-16j), (0.0003161767091820904+6.88024835253657e-17j), (-0.0006407389431822024-5.1664228634819246e-17j), (-0.06162704003960146-2.097239956456099e-16j), (0.0002073604714014774+1.2936864393040408e-16j), (0.0192751051417385+1.9386011027256834e-16j), (0.00011392686871611786-1.9854115235722294e-16j), (0.03454908487826308+1.794509685363026e-16j), (-0.00015281128366491966+1.2069857849569282e-16j), (0.0004204830899503033+1.0373562347296737e-16j), (-0.0109931734573435-5.05261883784125e-17j), (-0.00016834048367722783-5.3962850745895643e-17j), (-0.022418033492898306-2.1124236449098644e-16j), (2.1467653739602873e-05-8.048874979748265e-17j), (0.0065374680637857166-1.307813325488615e-16j), (-0.0003698698661882968+1.0040167834634813e-16j), (0.007385592310018722+1.0720650668028614e-17j), (0.00030133200580211125-1.7361984765042802e-17j), (0.015150390264039696+1.324283768731532e-16j), (-0.00015811007337467454-8.087627946999077e-17j), (0.00032157977562512544-1.3167226030414367e-17j), (-0.00470453223384624+1.743556956249118e-17j), (0.00023749769609334966-6.084927582351284e-17j), (-0.005323622201553963-4.485194396518747e-18j), (-0.00016551174906995273+4.3318751898167006e-17j), (-0.010027541586385042-2.4969917934093323e-16j), (0.00021808610388954327-2.4996274226331266e-16j), (0.003751069288255878+8.60886284493515e-17j), (-0.00018959667444655708-9.018582756013971e-17j), (0.003794727039434693-4.137867176914957e-17j), (-0.0003718492020783405-1.276443502938012e-16j), (0.004033935572444186-5.274729442774489e-17j), (0.00010765577929565089+1.200981832426814e-16j), (0.006063531133091885+1.2718407602747955e-16j), (0.00030439585986004217-2.6766238285985126e-18j)]"
G1b,(-0.782415893172214-4.812951771726341e-19j)
G1c,"[(0.5000084023595489+3.5769954183884766e-17j), (-0.26795386650690406+9.75781955236954e-18j), (-0.09162499835558892-5.779677743011841e-17j), (3.274893882490015e-06+7.056199667376458e-18j), (0.05415591032267673+4.6383524191645487e-17j), (-7.5978842001776965e-06+1.7996806658981127e-16j), (0.01879602347694348-1.5265566588595902e-16j), (-1.3557277536970722e-07+6.754697973204903e-17j), (-0.024262102770729394+7.841492212501411e-17j), (-0.0038262262908369815+4.315925224724913e-17j), (3.8003911992232466e-06-7.094817027937976e-17j), (-0.008523470238039735-3.5101045334218206e-18j), (-1.647892199147177e-06-8.875470092341387e-19j), (0.014535286457717815-1.1443062882516555e-16j), (-2.323133198714758e-06-1.3377943623117482e-16j), (0.0017746453173851469+1.2037354620020313e-16j), (-6.19352029871091e-07-1.2985223299818097e-17j), (0.005205673120393852-7.589415207398531e-18j), (8.221629032503783e-07-1.0352992211875979e-16j), (-0.010245697355309558-5.605325231750058e-17j), (-0.0008794728843493338+1.0890087010998224e-16j), (3.890689165142697e-07-6.123181557674733e-17j), (-0.0011521649140532808-4.919948522479241e-17j), (-1.4687507469366006e-06-3.896702929934998e-17j), (-0.00383316204854477-8.491711304620587e-17j), (-2.1200607404980953e-06-2.107266042581402e-16j), (0.007928020906586493-2.2760791732259755e-16j), (-1.5012754412940982e-07+1.534364835406142e-16j), (0.0006397151159255497-1.070920695872557e-16j), (1.7655477839666066e-06-3.893477778250406e-17j), (0.000965385413414864-2.1780266392518177e-16j), (4.180273157185424e-06-1.4508815007694152e-16j), (0.0033910417543425767-6.01732205729455e-17j), (4.2992372103318035e-06-4.5268259589363546e-17j), (-0.004986351057807212+8.821339925885185e-17j)]"
G1d,"[(0.19560397329305335+1.7302837100082216e-16j), (0.0003161767091820904+6.88024835253657e-17j), (-0.0006407389431822024-5.1664228634819246e-17j), (-0.06162704003960146-2.097239956456099e-16j), (0.0002073604714014774+1.2936864393040408e-16j), (0.0192751051417385+1.9386011027256834e-16j), (0.00011392686871611786-1.9854115235722294e-16j), (0.03454908487826308+1.794509685363026e-16j), (-0.00015281128366491966+1.2069857849569282e-16j), (0.0004204830899503033+1.0373562347296737e-16j), (-0.0109931734573435-5.05261883784125e-17j), (-0.00016834048367722783-5.3962850745895643e-17j), (-0.022418033492898306-2.1124236449098644e-16j), (2.1467653739602873e-05-8.048874979748265e-17j), (0.0065374680637857166-1.307813325488615e-16j), (-0.0003698698661882968+1.0040167834634813e-16j), (0.007385592310018722+1.0720650668028614e-17j), (0.00030133200580211125-1.7361984765042802e-17j), (0.015150390264039696+1.324283768731532e-16j), (-0.00015811007337467454-8.087627946999077e-17j), (0.00032157977562512544-1.3167226030414367e-17j), (-0.00470453223384624+1.743556956249118e-17j), (0.00023749769609334966-6.084927582351284e-17j), (-0.005323622201553963-4.485194396518747e-18j), (-0.00016551174906995273+4.3318751898167006e-17j), (-0.010027541586385042-2.4969917934093323e-16j), (0.00021808610388954327-2.4996274226331266e-16j), (0.003751069288255878+8.60886284493515e-17j), (-0.00018959667444655708-9.018582756013971e-17j), (0.003794727039434693-4.137867176914957e-17j), (-0.0003718492020783405-1.276443502938012e-16j), (0.004033935572444186-5.274729442774489e-17j), (0.00010765577929565089+1.200981832426814e-16j), (0.006063531133091885+1.2718407602747955e-16j), (0.00030439585986004217-2.6766238285985126e-18j)]"
G1f,"[(0.5000084023595489+3.5769954183884766e-17j), (-0.26795386650690406+9.75781955236954e-18j), (-0.09162499835558892-5.779677743011841e-17j), (3.274893882490015e-06+7.056199667376458e-18j), (0.05415591032267673+4.6383524191645487e-17j), (-7.5978842001776965e-06+1.7996806658981127e-16j), (0.01879602347694348-1.5265566588595902e-16j), (-1.3557277536970722e-07+6.754697973204903e-17j), (-0.024262102770729394+7.841492212501411e-17j), (-0.0038262262908369815+4.315925224724913e-17j), (3.8003911992232466e-06-7.094817027937976e-17j), (-0.008523470238039735-3.5101045334218206e-18j), (-1.647892199147177e-06-8.875470092341387e-19j), (0.014535286457717815-1.1443062882516555e-16j), (-2.323133198714758e-06-1.3377943623117482e-16j), (0.0017746453173851469+1.2037354620020313e-16j), (-6.19352029871091e-07-1.2985223299818097e-17j), (0.005205673120393852-7.589415207398531e-18j), (8.221629032503783e-07-1.0352992211875979e-16j), (-0.010245697355309558-5.605325231750058e-17j), (-0.0008794728843493338+1.0890087010998224e-16j), (3.890689165142697e-07-6.123181557674733e-17j), (-0.0011521649140532808-4.919948522479241e-17j), (-1.4687507469366006e-06-3.896702929934998e-17j), (-0.00383316204854477-8.491711304620587e-17j), (-2.1200607404980953e-06-2.107266042581402e-16j), (0.007928020906586493-2.2760791732259755e-16j), (-1.5012754412940982e-07+1.534364835406142e-16j), (0.0006397151159255497-1.070920695872557e-16j), (1.7655477839666066e-06-3.893477778250406e-17j), (0.000965385413414864-2.1780266392518177e-16j), (4.180273157185424e-06-1.4508815007694152e-16j), (0.0033910417543425767-6.01732205729455e-17j), (4.2992372103318035e-06-4.5268259589363546e-17j), (-0.004986351057807212+8.821339925885185e-17j)]"
G1a_,"[(0.20136829773454964-1.8310852094733478e-16j), (0.0044584759155769805-1.0885389811754465e-16j), (0.000355453222777143+9.462970011424678e-17j), (-0.06542549704367402+1.9802013003271878e-16j), (-0.0028508205327637394-1.4122410922981499e-16j), (0.02139251467670014+2.302350761348671e-16j), (-0.00046561163670256285+2.270048298641525e-16j), (0.0372002529926729-2.0952408153607346e-16j), (0.0020518002923866916-9.839134715305953e-17j), (0.0003250660632328972-1.2421765744894956e-16j), (-0.012351454962337308+1.4322321286445354e-17j), (0.00040483492411389643+3.1557059482906213e-17j), (-0.02431996862776661+1.0811782648638066e-16j), (-0.0016392489133440502-1.4163434058702614e-17j), (0.007381165478715395-1.6729368106475695e-16j), (-0.00024880063031979324-1.514088333876007e-16j), (0.008322582650572004-6.613654427985258e-17j), (-0.0003596022819475868-2.6420253400371726e-17j), (0.016506642898472514-2.48421379381041e-16j), (0.001401358670676244+1.0649575839238867e-16j), (0.00018975266084834472-1.9909779430033799e-16j), (-0.005296151158151381-3.189502562886068e-17j), (0.00021371826852467212+5.880523713704058e-17j), (-0.005998941102682585+1.3354109688174486e-17j), (0.0003397167194826888-1.340576304325021e-16j), (-0.010959064452704214+1.4459455920605825e-16j), (-0.001239075239240263+2.81812096716242e-16j), (0.004200251001582571-7.057154334053483e-17j), (-0.00016803106836610143+1.0326387895605067e-16j), (0.004259954253754162-3.400477294223433e-17j), (-0.00020531083273877526+2.6291902682773483e-17j), (0.004546935626703978-5.0642693779596154e-17j), (-0.00035554879850840395-1.4461901728241022e-16j), (0.00665224887171375-1.8463603008425557e-16j), (0.0010472071727355445+1.8465318250143747e-16j)]"
G1b_,(-0.7824158931722139-4.812951771726341e-19j)
G1c_,"[(-0.4999915976404511-1.788889834819738e-17j), (-0.267953866506904+1.1275702593849246e-17j), (-0.09162499835558878-1.1154272304544728e-16j), (3.274893882507021e-06-1.0407801219837575e-16j), (0.054155910322676706-6.142682933488186e-17j), (-7.597884199841443e-06-2.4118946299320183e-16j), (0.01879602347694373-1.403228661739364e-16j), (-1.3557277537940728e-07+3.03047073516027e-18j), (-0.024262102770729366+7.860465750519907e-18j), (-0.003826226290836716+1.2549277840499976e-16j), (3.800391199526259e-06+1.0569160586056164e-16j), (-0.00852347023803976+8.771873201765534e-17j), (-1.647892199294248e-06+7.889926483992592e-17j), (0.014535286457717499+2.7408980024858425e-17j), (-2.323133198696749e-06+2.8462970065963485e-16j), (0.0017746453173853552+1.881632870348593e-16j), (-6.193520299528359e-07+4.580647336061342e-17j), (0.0052056731203939+2.065405138584886e-17j), (8.221629032028387e-07+1.1478740918100935e-16j), (-0.01024569735530948-1.0232158002831948e-16j), (-0.0008794728843487003+6.493196083707986e-16j), (3.890689166976443e-07+3.450794110684275e-16j), (-0.0011521649140532344+6.8376734667103395e-18j), (-1.4687507469898538e-06-1.4406890269725683e-18j), (-0.0038331620485448983+3.257537120617271e-17j), (-2.120060740389877e-06+6.67754431646448e-17j), (0.007928020906586388-1.8360879087747292e-16j), (-1.5012754419025005e-07+2.4162786792813994e-16j), (0.0006397151159252627+7.182839392716467e-19j), (1.7655477837908957e-06+3.119245521034342e-17j), (0.0009653854134149126+3.4423418976414766e-17j), (4.180273156965488e-06+4.4981970361806305e-17j), (0.003391041754342278-1.3974010750622545e-16j), (4.299237210215461e-06-1.3160218450793658e-16j), (-0.004986351057807329-1.5621998052800512e-16j)]"
G1g,(-0.5000008145892932-2.3382988253994876e-17j)
G1h,(-0.5000007977545624-1.8735013540549518e-17j)
