Key,Values
C5_b,0.25
C5_v,"[(-0.027500389290491586+2.2258028716557057e-14j), (0.0014360329330041824+8.096185386727813e-15j), (0.0006081901019402594+5.73278030996089e-16j), (-0.0034360844844423893+4.665144155215005e-15j), (0.0005063689164484607+3.1861863657334214e-15j), (-0.00028977716010140985+9.854125845023269e-16j), (0.00023019252652019918+1.060117877387683e-16j), (-0.0009638483654414805+1.683103043699605e-15j), (0.00023666970964587603+1.6390116577277874e-15j), (8.474369654192512e-05-5.060763161865895e-17j), (-6.981836905875784e-05+3.6514736653575097e-16j), (0.00010440431009269448+1.8520355681179445e-17j), (-0.00035090473947673795+7.332838089975064e-16j), (0.0001218210097155845+9.868488773321527e-16j), (-1.6866155827850055e-05+1.5979006101392992e-16j), (3.640200782646221e-05-4.773950626591172e-17j), (-2.159603901037828e-05+1.4340689445580183e-16j), (5.144555973583656e-05+2.341476181983449e-17j), (-0.00013321707296602876+3.224696267595398e-16j), (6.640065868923396e-05+6.098896318656856e-16j), (1.5434283376318042e-05-1.4556877672874896e-17j), (-6.42445852944883e-06+3.9681210367154357e-17j), (1.7451671454028276e-05-2.870367918868844e-17j), (-6.491636101283538e-06+5.2777534022482194e-17j), (2.6851785782104143e-05+4.806614590125193e-17j), (-4.034010751024264e-05+1.3838883763233993e-16j), (3.8441082127043976e-05+3.8043483408421213e-16j), (-4.017710435268338e-06+2.1751273587364056e-18j), (8.111467372856512e-06-3.7317453027650556e-17j), (-3.293572427993896e-06+3.140187971002658e-17j), (9.667526587883232e-06+4.524244253533685e-18j), (-2.1055626773999976e-07+3.823603252210324e-17j), (1.5789307753285374e-05+6.069300627321095e-17j), (4.386713560945975e-06+1.8864022828576082e-17j), (3.0631364571670506e-05+1.5747776820872374e-16j)]"
C5,"[(0.2224996107095084+2.2258028716557057e-14j), (0.2514360329330042+8.096185386727813e-15j), (0.25060819010194024+5.73278030996089e-16j), (0.24656391551555762+4.665144155215005e-15j), (0.25050636891644845+3.1861863657334214e-15j), (0.24971022283989858+9.854125845023269e-16j), (0.2502301925265202+1.060117877387683e-16j), (0.24903615163455853+1.683103043699605e-15j), (0.25023666970964586+1.6390116577277874e-15j), (0.25008474369654193-5.060763161865895e-17j), (0.24993018163094124+3.6514736653575097e-16j), (0.2501044043100927+1.8520355681179445e-17j), (0.24964909526052326+7.332838089975064e-16j), (0.2501218210097156+9.868488773321527e-16j), (0.24998313384417215+1.5979006101392992e-16j), (0.25003640200782645-4.773950626591172e-17j), (0.2499784039609896+1.4340689445580183e-16j), (0.25005144555973585+2.341476181983449e-17j), (0.24986678292703396+3.224696267595398e-16j), (0.25006640065868924+6.098896318656856e-16j), (0.2500154342833763-1.4556877672874896e-17j), (0.24999357554147056+3.9681210367154357e-17j), (0.250017451671454-2.870367918868844e-17j), (0.24999350836389872+5.2777534022482194e-17j), (0.2500268517857821+4.806614590125193e-17j), (0.24995965989248975+1.3838883763233993e-16j), (0.250038441082127+3.8043483408421213e-16j), (0.24999598228956474+2.1751273587364056e-18j), (0.25000811146737284-3.7317453027650556e-17j), (0.24999670642757202+3.140187971002658e-17j), (0.2500096675265879+4.524244253533685e-18j), (0.24999978944373227+3.823603252210324e-17j), (0.2500157893077533+6.069300627321095e-17j), (0.25000438671356096+1.8864022828576082e-17j), (0.25003063136457165+1.5747776820872374e-16j)]"
C6_b,0.25
C6_v,"[(0.008163127756642501-4.698231956959305e-15j), (-0.0033465422846361234-3.241916217505241e-16j), (-0.0011886874871868095+8.130724134830335e-16j), (0.001628400772011204-1.2742409031856089e-15j), (-0.0009544634128840194-3.6204480638780057e-16j), (0.0002592375115974373-3.578057650322388e-16j), (-0.0003684099365278474+3.8978814926568942e-16j), (0.0005554167453274759-5.052501321626481e-16j), (-0.0003867279585717438-3.1476499050767173e-16j), (-0.00011044002036916287+2.078506655989601e-16j), (7.737309468780007e-05-1.4110475244723188e-16j), (-0.00014816418357457064+1.8952452704589108e-16j), (0.00022372360977503312-2.1731573710123897e-16j), (-0.00018428948929555294-2.621005812778974e-16j), (2.2456532132325928e-05-5.76593398238771e-17j), (-4.284861836058521e-05+1.0462615647463461e-16j), (2.840508780434035e-05-5.46620960240441e-17j), (-6.787354134319829e-05+8.730318208174149e-17j), (9.099667687387992e-05-8.170854673112502e-17j), (-9.566803309322837e-05-2.0861978085891211e-16j), (-1.662513928053377e-05+5.4629088013882295e-17j), (9.065799610395687e-06-1.6144591828157847e-17j), (-1.9101109387015646e-05+5.580089501684597e-17j), (1.0792312478970834e-05-1.7184340192775348e-17j), (-3.3663406945473324e-05+3.171944973041364e-17j), (2.9972438309451702e-05-1.4430571041783384e-17j), (-5.211015886192075e-05-1.7894162920087905e-16j), (4.937323236104533e-06-5.510684866373808e-18j), (-8.21992591783486e-06+3.9898454949544826e-17j), (4.592554805564668e-06-1.0907316050576762e-17j), (-9.891585203641045e-06+2.6035946256128873e-17j), (3.0696758246162423e-06-4.7723739658057314e-18j), (-1.9054694896335072e-05+1.041428932698436e-17j), (-5.443255686613104e-07+3.8659723460162966e-17j), (-3.441501866919585e-05-1.933391761328787e-16j)]"
C6,"[(0.2581631277566425-4.698231956959305e-15j), (0.24665345771536387-3.241916217505241e-16j), (0.2488113125128132+8.130724134830335e-16j), (0.2516284007720112-1.2742409031856089e-15j), (0.24904553658711598-3.6204480638780057e-16j), (0.25025923751159745-3.578057650322388e-16j), (0.24963159006347216+3.8978814926568942e-16j), (0.2505554167453275-5.052501321626481e-16j), (0.24961327204142825-3.1476499050767173e-16j), (0.24988955997963083+2.078506655989601e-16j), (0.2500773730946878-1.4110475244723188e-16j), (0.24985183581642542+1.8952452704589108e-16j), (0.250223723609775-2.1731573710123897e-16j), (0.24981571051070445-2.621005812778974e-16j), (0.25002245653213234-5.76593398238771e-17j), (0.2499571513816394+1.0462615647463461e-16j), (0.25002840508780433-5.46620960240441e-17j), (0.2499321264586568+8.730318208174149e-17j), (0.2500909966768739-8.170854673112502e-17j), (0.24990433196690678-2.0861978085891211e-16j), (0.24998337486071948+5.4629088013882295e-17j), (0.2500090657996104-1.6144591828157847e-17j), (0.24998089889061298+5.580089501684597e-17j), (0.25001079231247897-1.7184340192775348e-17j), (0.24996633659305453+3.171944973041364e-17j), (0.25002997243830943-1.4430571041783384e-17j), (0.24994788984113808-1.7894162920087905e-16j), (0.2500049373232361-5.510684866373808e-18j), (0.24999178007408215+3.9898454949544826e-17j), (0.25000459255480556-1.0907316050576762e-17j), (0.24999010841479635+2.6035946256128873e-17j), (0.25000306967582464-4.7723739658057314e-18j), (0.24998094530510367+1.041428932698436e-17j), (0.24999945567443133+3.8659723460162966e-17j), (0.2499655849813308-1.933391761328787e-16j)]"
C7_b,0.25
C7_v,(-0.040453802968790864+1.4643345255854047e-15j)
C7,(0.20954619703120914+1.4643345255854047e-15j)
C8A_b,"[(-0.09780590697963386-7.970031558290761e-17j), (-2.5200728054706694e-05-4.339304907558321e-17j), (4.949726931208367e-05+4.4678438876312504e-17j), (0.030813243376396137+8.327219617752973e-17j), (-1.0141001124268874e-05-7.469914562594343e-17j), (-0.009633795659312785-8.026791362406194e-17j), (-1.4865794165287781e-05+1.0002474433269277e-16j), (-0.017273097524270184-6.876585740549258e-17j), (7.658860414000654e-06-5.1298103604105444e-17j), (-1.93668097381986e-05-4.691571089458121e-17j), (0.005491021680136832+1.1459464468212618e-17j), (1.8225192055632346e-05+2.74625955383392e-17j), (0.011207143346983769+9.674466481996857e-17j), (-5.441991353737725e-06+4.4908019800713137e-17j), (-0.0032604358022962437+6.7498550318485e-17j), (1.5688064076370552e-05-5.023510480671935e-17j), (-0.0036863177874677717-8.03707001734707e-18j), (-2.1047203224965394e-05+6.045065561134663e-18j), (-0.007573277970245046-4.420351324104307e-17j), (9.018610741019851e-06+3.770467745332203e-17j), (-1.1909815933705272e-05+5.393682430698418e-18j), (0.002342578602123335-3.7229983760180196e-18j), (-1.264752525609358e-05+3.592739031525654e-17j), (0.0026553867776784954-1.028823333111499e-17j), (1.785994634956064e-05-1.4650805032307414e-17j), (0.0050121358722479865+1.1500339820208985e-16j), (-1.3427513899163179e-05+1.3621028166112945e-16j), (-0.001864191198562352-5.201545504906345e-17j), (8.876418940345957e-06+4.48366039541485e-17j), (-0.0018877313165833838+2.5570651036150426e-17j), (1.5604777241357197e-05+5.3342560632297946e-17j), (-0.002011543747832912+2.5150790073781e-17j), (-1.3637983260733937e-05-7.137790710936382e-17j), (-0.0030306894171477036-6.192633454255766e-17j), (-1.9270859790842645e-05+3.918707805727855e-18j)]"
