Key,Values
G1a,"[(0.19561181395926772+1.5940063116581523e-16j), (5.040145610941339e-05+8.678609815116642e-17j), (-9.899453862416734e-05-8.935687775262501e-17j), (-0.061626486752792274-1.6654439235505947e-16j), (2.0282002248537748e-05+1.4939829125188687e-16j), (0.01926759131862557+1.605358272481239e-16j), (2.9731588330575562e-05-2.0004948866538553e-16j), (0.03454619504854037+1.3753171481098516e-16j), (-1.531772082800131e-05+1.0259620720821089e-16j), (3.87336194763972e-05+9.383142178916242e-17j), (-0.010982043360273664-2.2918928936425236e-17j), (-3.645038411126469e-05-5.49251910766784e-17j), (-0.022414286693967538-1.9348932963993715e-16j), (1.088398270747545e-05-8.981603960142627e-17j), (0.006520871604592487-1.3499710063697e-16j), (-3.1376128152741104e-05+1.004702096134387e-16j), (0.007372635574935543+1.607414003469414e-17j), (4.209440644993079e-05-1.2090131122269325e-17j), (0.015146555940490093+8.840702648208614e-17j), (-1.8037221482039703e-05-7.540935490664406e-17j), (2.3819631867410544e-05-1.0787364861396836e-17j), (-0.00468515720424667+7.445996752036039e-18j), (2.529505051218716e-05-7.185478063051308e-17j), (-0.005310773555356991+2.057646666222998e-17j), (-3.571989269912128e-05+2.930161006461483e-17j), (-0.010024271744495973-2.300067964041797e-16j), (2.6855027798326357e-05-2.724205633222589e-16j), (0.003728382397124704+1.040309100981269e-16j), (-1.7752837880691914e-05-8.9673207908297e-17j), (0.0037754626331667675-5.114130207230085e-17j), (-3.1209554482714394e-05-1.0668512126459589e-16j), (0.004023087495665824-5.0301580147562e-17j), (2.7275966521467873e-05+1.4275581421872763e-16j), (0.006061378834295407+1.2385266908511533e-16j), (3.854171958168529e-05-7.83741561145571e-18j)]"
G1b,(-0.7824472558370712-4.849615874807705e-19j)
G1c,"[(0.4999983878287064+4.205168605105924e-17j), (-0.2679706544129509+1.6696713456276768e-17j), (-0.0916264317723086-5.296868447241532e-17j), (-1.42050806443752e-06+6.95009288552996e-18j), (0.054160583408503785+3.984442983884229e-17j), (7.977424867005196e-07+1.7935766598331206e-16j), (0.018794743745900087-1.4726176007784364e-16j), (1.7545143602240278e-06+6.549085630763955e-17j), (-0.024263816709145448+7.659888348610089e-17j), (-0.0038243762026705258+4.4698101021255526e-17j), (-6.386955428719641e-07-6.998035268243852e-17j), (-0.008522500569234457+5.759824041329242e-19j), (-1.210284217716084e-06+3.2783849310168215e-18j), (0.014535461506955493-1.1681394192809127e-16j), (1.9900496177892434e-07-1.3696731697329865e-16j), (0.0017736933849921456+1.224335303279256e-16j), (4.370553019336217e-07-1.6894755885307923e-17j), (0.005205868733898896-8.754932542820448e-18j), (7.787250240959709e-07-1.0252748310020772e-16j), (-0.010244568391988547-5.648693318649478e-17j), (-0.0008789395932240464+1.080359569090618e-16j), (1.4283653950572014e-08-6.245983068100376e-17j), (-0.0011521674484987184-4.717507648085463e-17j), (-4.6000978004953946e-07-4.020398848909965e-17j), (-0.0038345981363028434-8.522716719101207e-17j), (-3.7388013856857244e-07-2.1421617017615861e-16j), (0.007925785820401297-2.2920965662585543e-16j), (-1.6966312791670997e-07+1.5370867668566846e-16j), (0.0006396503325740645-1.0535734611127889e-16j), (9.115174269678956e-08-3.958744722374839e-17j), (0.0009663242019810669-2.1766713865362108e-16j), (5.343242830885585e-07-1.4442461992765526e-16j), (0.003393599690982484-6.281596336837891e-17j), (2.452321844484222e-07-4.2962846096489534e-17j), (-0.004983271982198297+8.837602958472468e-17j)]"
G1d,"[(0.19561181395926772+1.5940063116581523e-16j), (5.040145610941339e-05+8.678609815116642e-17j), (-9.899453862416734e-05-8.935687775262501e-17j), (-0.061626486752792274-1.6654439235505947e-16j), (2.0282002248537748e-05+1.4939829125188687e-16j), (0.01926759131862557+1.605358272481239e-16j), (2.9731588330575562e-05-2.0004948866538553e-16j), (0.03454619504854037+1.3753171481098516e-16j), (-1.531772082800131e-05+1.0259620720821089e-16j), (3.87336194763972e-05+9.383142178916242e-17j), (-0.010982043360273664-2.2918928936425236e-17j), (-3.645038411126469e-05-5.49251910766784e-17j), (-0.022414286693967538-1.9348932963993715e-16j), (1.088398270747545e-05-8.981603960142627e-17j), (0.006520871604592487-1.3499710063697e-16j), (-3.1376128152741104e-05+1.004702096134387e-16j), (0.007372635574935543+1.607414003469414e-17j), (4.209440644993079e-05-1.2090131122269325e-17j), (0.015146555940490093+8.840702648208614e-17j), (-1.8037221482039703e-05-7.540935490664406e-17j), (2.3819631867410544e-05-1.0787364861396836e-17j), (-0.00468515720424667+7.445996752036039e-18j), (2.529505051218716e-05-7.185478063051308e-17j), (-0.005310773555356991+2.057646666222998e-17j), (-3.571989269912128e-05+2.930161006461483e-17j), (-0.010024271744495973-2.300067964041797e-16j), (2.6855027798326357e-05-2.724205633222589e-16j), (0.003728382397124704+1.040309100981269e-16j), (-1.7752837880691914e-05-8.9673207908297e-17j), (0.0037754626331667675-5.114130207230085e-17j), (-3.1209554482714394e-05-1.0668512126459589e-16j), (0.004023087495665824-5.0301580147562e-17j), (2.7275966521467873e-05+1.4275581421872763e-16j), (0.006061378834295407+1.2385266908511533e-16j), (3.854171958168529e-05-7.83741561145571e-18j)]"
G1f,"[(0.4999983878287064+4.205168605105924e-17j), (-0.2679706544129509+1.6696713456276768e-17j), (-0.0916264317723086-5.296868447241532e-17j), (-1.42050806443752e-06+6.95009288552996e-18j), (0.054160583408503785+3.984442983884229e-17j), (7.977424867005196e-07+1.7935766598331206e-16j), (0.018794743745900087-1.4726176007784364e-16j), (1.7545143602240278e-06+6.549085630763955e-17j), (-0.024263816709145448+7.659888348610089e-17j), (-0.0038243762026705258+4.4698101021255526e-17j), (-6.386955428719641e-07-6.998035268243852e-17j), (-0.008522500569234457+5.759824041329242e-19j), (-1.210284217716084e-06+3.2783849310168215e-18j), (0.014535461506955493-1.1681394192809127e-16j), (1.9900496177892434e-07-1.3696731697329865e-16j), (0.0017736933849921456+1.224335303279256e-16j), (4.370553019336217e-07-1.6894755885307923e-17j), (0.005205868733898896-8.754932542820448e-18j), (7.787250240959709e-07-1.0252748310020772e-16j), (-0.010244568391988547-5.648693318649478e-17j), (-0.0008789395932240464+1.080359569090618e-16j), (1.4283653950572014e-08-6.245983068100376e-17j), (-0.0011521674484987184-4.717507648085463e-17j), (-4.6000978004953946e-07-4.020398848909965e-17j), (-0.0038345981363028434-8.522716719101207e-17j), (-3.7388013856857244e-07-2.1421617017615861e-16j), (0.007925785820401297-2.2920965662585543e-16j), (-1.6966312791670997e-07+1.5370867668566846e-16j), (0.0006396503325740645-1.0535734611127889e-16j), (9.115174269678956e-08-3.958744722374839e-17j), (0.0009663242019810669-2.1766713865362108e-16j), (5.343242830885585e-07-1.4442461992765526e-16j), (0.003393599690982484-6.281596336837891e-17j), (2.452321844484222e-07-4.2962846096489534e-17j), (-0.004983271982198297+8.837602958472468e-17j)]"
G1a_,"[(0.201357614360768-1.3873751882649872e-16j), (0.004098763264152391-8.803721640582296e-17j), (0.00030251669263609444+5.857544425561486e-17j), (-0.06542828775307054+1.9036038462091854e-16j), (-0.00250266972070385-1.174326478073362e-16j), (0.02139548622921285+2.414084364728593e-16j), (-0.0004158991371422188+2.1006417091906648e-16j), (0.03719929252922847-1.9765339123633727e-16j), (0.0017057810920857322-9.047667129391535e-17j), (0.0002763149245612768-1.0219789084606868e-16j), (-0.012347776414664157+5.071411248338111e-19j), (0.0003555768982736663+2.6146213015845743e-17j), (-0.0243161685855311+8.673285845894524e-17j), (-0.0012937925063066119-1.180052164325252e-17j), (0.007371538817559981-1.8274281127042523e-16j), (-0.00019973647288454034-1.452830911130576e-16j), (0.00831406371051453-6.646807826936384e-17j), (-0.00031008076023911213-2.230028514492681e-17j), (0.016503237026370406-2.279191026670372e-16j), (0.0010562301803196269+9.749688036075899e-17j), (0.00014058652870163033-2.1236459675083425e-16j), (-0.005282195540227933-2.768096061565418e-17j), (0.00016438982583114086+5.995889601120094e-17j), (-0.005988357014401533+9.802361573994295e-18j), (0.00028985650993710275-1.2586847449553444e-16j), (-0.01095446772159739+1.3142595635077736e-16j), (-0.0008942253361850936+2.660793067539406e-16j), (0.004183327700386064-7.002657705981882e-17j), (-0.0001187699434248291+1.0430742354706797e-16j), (0.004243949454601994-3.325417601951391e-17j), (-0.00015573631750465323+1.9000643072808465e-17j), (0.00453517204359599-5.30406260557471e-17j), (-0.0003053312759760534-1.2635021067602947e-16j), (0.00664629017421256-1.6547689258863705e-16j), (0.0007026482783382293+1.792999342747903e-16j)]"
G1b_,(-0.7824472558370711-4.849615874807705e-19j)
G1c_,"[(-0.5000016121712936-2.4767013968921155e-17j), (-0.2679706544129509+1.1275702593849246e-17j), (-0.09162643177230846-1.1483185276838376e-16j), (-1.4205080644156457e-06-1.0417795355953094e-16j), (0.05416058340850379-4.977843224424072e-17j), (7.977424870389745e-07-2.378751402432032e-16j), (0.018794743745900344-1.303753112413819e-16j), (1.7545143602288627e-06-3.3672122495579643e-18j), (-0.024263816709145427+1.4907779871675686e-17j), (-0.003824376202670257+1.2575909019445026e-16j), (-6.386955425703122e-07+1.0833765217301817e-16j), (-0.008522500569234488+8.404260902657168e-17j), (-1.2102842178700118e-06+7.354869685603588e-17j), (0.014535461506955177+3.051722890965148e-17j), (1.990049617957791e-07+2.890764844174498e-16j), (0.0017736933849923488+1.8474805019152996e-16j), (4.3705530185810576e-07+5.379386947257127e-17j), (0.005205868733898936+2.0003530082357557e-17j), (7.787250240550767e-07+1.2235718697455145e-16j), (-0.010244568391988462-1.0286368111456223e-16j), (-0.0008789395932234099+6.514685373320084e-16j), (1.428365412605862e-08+3.500088257706514e-16j), (-0.00115216744849867+8.641853644361999e-18j), (-4.600097801034591e-07+3.862643585668189e-18j), (-0.0038345981363029718+3.361917581560045e-17j), (-3.73880138461679e-07+6.889567302199201e-17j), (0.00792578582040119-1.7863331934530116e-16j), (-1.696631279791952e-07+2.394937493538814e-16j), (0.0006396503325737826+6.0986372202309624e-18j), (9.115174252914235e-08+3.3043479858019636e-17j), (0.0009663242019811228+2.821636153893525e-17j), (5.34324282871646e-07+4.412591126218272e-17j), (0.00339359969098219-1.3784275370437582e-16j), (2.452321843376227e-07-1.2855862141760761e-16j), (-0.00498327198219841-1.5355013267825957e-16j)]"
G1g,(-0.5000003027377548+1.63687422990999e-17j)
G1h,(-0.5000001065354537+2.312964634635743e-17j)
